habitat	x	y	rho
Fen	CAZy-Sulf_Polysachharides	propionate_fermentation-succinate_pathway	0.4314028339800323
Fen	fucose_degradation-all	reductive_glycine-serine_pathway	0.4313755304865967
Fen	acetogenesis-simple	nitrogen_redox-denitrification	0.4308258382640441
Fen	CAZy-Arabinose_cleavage	glycerol_degradation-glycerol	0.4274654010246294
Fen	butanoate_fermentation-acetyl_coa_pathway	galacturonic_acid_degradation-all	0.4270242245835688
Fen	CAZy-Beta_galactan__pectic_galactan_	butanoate_fermentation-acetyl_coa_pathway	0.42170155150407573
Fen	CAZy-Rhamnose_cleavage	nitrogen_redox-nitrogen_fixation	0.41881410057822055
Fen	CAZy-Pectin	lactate_fermentation-all	0.4175555357134233
Fen	butanoate_fermentation-acetyl_coa_pathway	reductive_glycine-serine_pathway	0.4166896637470414
Fen	nitrogen_redox-nitric_oxide_oxidation	phosphorous_redox-assimilatory_phosphonate_oxidation	0.41630382304650626
Fen	CAZy-Alpha_mannan	reductive_glycine-serine_pathway	0.4154166312258992
Fen	CAZy-Arabinose_cleavage	reductive_glycine-serine_pathway	0.41468996947011105
Fen	ethanol_fermentation-all	nitrogen_redox-assimilatory_nitrate_reduction	0.4137244885846182
Fen	fucose_degradation-all	reductive_glycine-acetyl_pathway	0.4135108097354908
Fen	CAZy-Sulf_Polysachharides	Wood_Ljungdahl-acetogen	0.4097297543359927
Fen	CAZy-Chitin	propionate_fermentation-succinate_pathway	0.40909742026978624
Fen	fucose_degradation-all	sulfur_redox-dissimilatory_sulfur_oxidation	0.4088428602377241
Fen	CAZy-Arabinan	sulfur_redox-assimilatory_sulfate_reduction	0.4063268942956294
Fen	CAZy-Fucose_Cleavage	phosphorous_redox-assimilatory_phosphonate_oxidation	0.40479387130869837
Fen	CAZy-Xylans	lactate_fermentation-all	0.40432042897789533
Fen	acetoclastic_methanogenesis-all	nitrogen_redox-nitrogen_fixation	0.40240794587898154
Fen	CAZy-Amorphous_Cellulose	phosphorous_redox-assimilatory_phosphonate_oxidation	0.4010617440849208
Fen	lactate_fermentation-all	lactose_degradation-all	0.398318649568128
Fen	CAZy-Alpha_galactans	acetogenesis-simple	0.39800608037929475
Fen	HPHB_DCHB-DCHB	butanoate_fermentation-acetyl_coa_pathway	0.39762778558085277
Fen	CAZy-Amorphous_Cellulose	propionate_fermentation-acrylate_pathway	0.3969608303568214
Fen	CAZy-Beta_mannan	xylose_degradation-isomerase_pathway	0.39643412821093515
Fen	methylotrophic_methanogenesis-h2_dep	methylotrophic_methanogenesis-h2_indep	0.39568159108130474
Fen	CAZy-Beta_mannan	lactose_degradation-all	0.3953481414698832
Fen	glycerol_degradation-glycerone	nitrogen_redox-denitrification	0.3912203665405938
Fen	CAZy-Mixed_Linkage_glucans	glycerol_degradation-glycerol	0.39110124126822676
Fen	CAZy-Arabinan	phosphorous_redox-assimilatory_phosphonate_oxidation	0.3907745628724093
Fen	CAZy-Mixed_Linkage_glucans	Wood_Ljungdahl-acetogen	0.39043807149492693
Fen	CAZy-Mucin	CAZy-Pectin	0.3884865490775168
Fen	CAZy-Fucose_Cleavage	propionate_fermentation-acrylate_pathway	0.38738278788324665
Fen	CAZy-Xyloglucan	galacturonic_acid_degradation-all	0.38546616347158225
Fen	glycerol_degradation-glycerol	propionate_fermentation-succinate_pathway	0.38532242785280346
Fen	CAZy-Arabinan	lactate_fermentation-all	0.3822528440575882
Fen	glycerol_degradation-glycerol	lactate_fermentation-all	0.38210040418162117
Fen	CAZy-Xyloglucan	propionate_fermentation-acrylate_pathway	0.37720469750197505
Fen	glycerol_degradation-glycerol	reductive_glycine-serine_pathway	0.37703585420853614
Fen	CAZy-Sulf_Polysachharides	HPHB_DCHB-DCHB	0.3770014537281988
Fen	CAZy-Mucin	CAZy-Xyloglucan	0.3765024574534048
Fen	galacturonic_acid_degradation-all	glycerol_degradation-glycerol	0.3745060790071846
Fen	CAZy-Pectin	Wood_Ljungdahl-acetogen	0.3734285227353804
Fen	CAZy-Arabinan	Wood_Ljungdahl-acetogen	0.3722762312133462
Fen	Wood_Ljungdahl-methanogen	nitrogen_redox-nitrogen_fixation	0.37075589798521613
Fen	CAZy-Chitin	sulfur_redox-assimilatory_sulfate_reduction	0.3703017978574763
Fen	acetoclastic_methanogenesis-all	phosphorous_redox-anabolic_phosphate_reduction	0.36768095369405385
Fen	lactate_fermentation-all	nitrogen_redox-denitrification	0.3665349530732631
Fen	lactose_degradation-all	propionate_fermentation-acrylate_pathway	0.3661956878659899
Fen	CAZy-Mucin	fructose_degradation-all	0.3660508417044088
Fen	CAZy-Alpha_mannan	phosphorous_redox-anabolic_phosphate_reduction	0.36386231359811927
Fen	HPHB_DCHB-DCHB	reductive_glycine-serine_pathway	0.3630504740798858
Fen	CAZy-Amorphous_Cellulose	CAZy-Starch	0.36287312528615145
Fen	CAZy-Beta_galactan__pectic_galactan_	CAZy-Polyphenolics	0.3615741669090007
Fen	Calvin_Benson-all	xylose_degradation-isomerase_pathway	0.35748683765666023
Fen	phosphorous_redox-assimilatory_phosphonate_oxidation	sulfur_redox-assimilatory_sulfate_reduction	0.3525568013462055
Fen	CAZy-Sulf_Polysachharides	fructose_degradation-all	0.3518925250248095
Fen	HPHB_DCHB-DCHB	reductive_glycine-acetyl_pathway	0.35127538004278525
Fen	nitrogen_redox-nitrate_reduction	sulfur_redox-dissimilatory_sulfur_oxidation	0.3508882452960145
Fen	carbon_redox-dissimilatory_methanotrophy	nitrogen_redox-nitric_oxide_oxidation	0.35057151346456794
Fen	HPHB_DCHB-DCHB	propionate_fermentation-succinate_pathway	0.34973699888146415
Fen	methylotrophic_methanogenesis-h2_indep	nitrogen_redox-assimilatory_nitrate_reduction	0.349263362965636
Fen	CAZy-Mucin	CAZy-Sulf_Polysachharides	0.3487458171814294
Fen	CAZy-Mucin	lactate_fermentation-all	0.3485316033832253
Fen	ethanol_fermentation-all	xylose_degradation-xylonate_hydratase_pathway	0.3482495427416322
Fen	butanoate_fermentation-acetyl_coa_pathway	glycerol_degradation-glycerone	0.3479823801303785
Fen	CAZy-Chitin	CAZy-Sulf_Polysachharides	0.347614767667106
Fen	nitrogen_redox-assimilatory_nitrate_reduction	nitrogen_redox-nitric_oxide_oxidation	0.34739226702678816
Fen	CAZy-Chitin	CAZy-Polyphenolics	0.34717678248990513
Fen	ethanol_fermentation-all	methylotrophic_methanogenesis-h2_indep	0.34705738432119493
Fen	carbon_redox-dissimilatory_methanotrophy	urea_degradation-all	0.3459563581363967
Fen	CAZy-Beta_galactan__pectic_galactan_	propionate_fermentation-succinate_pathway	0.3453659438193205
Fen	CAZy-Starch	lactate_fermentation-all	0.34523510863059015
Fen	CAZy-Beta_mannan	CAZy-Fucose_Cleavage	0.34469495731542354
Fen	lactose_degradation-all	phosphorous_redox-assimilatory_phosphonate_oxidation	0.34351514760308877
Fen	Calvin_Benson-all	acetoclastic_methanogenesis-all	0.34312097446136625
Fen	CAZy-Arabinan	Calvin_Benson-all	0.34290184694126136
Fen	lactose_degradation-all	sulfur_redox-assimilatory_sulfate_reduction	0.3426991375697819
Fen	CAZy-Mixed_Linkage_glucans	nitrogen_redox-denitrification	0.34212668422382675
Fen	CAZy-Xylans	sulfur_redox-assimilatory_sulfate_reduction	0.34077251011261844
Fen	CAZy-Arabinan	propionate_fermentation-acrylate_pathway	0.34038482417047644
Fen	CAZy-Alpha_galactans	CAZy-Chitin	0.34006096361406535
Fen	CAZy-Alpha_mannan	glycerol_degradation-glycerone	0.33985486138833954
Fen	CAZy-Amorphous_Cellulose	CAZy-Beta_mannan	0.33956395143913565
Fen	CAZy-Sulf_Polysachharides	acetogenesis-simple	0.338942094967851
Fen	CAZy-Sulf_Polysachharides	sucrose_degradation-all	0.3384857008426534
Fen	CAZy-Chitin	CAZy-Mucin	0.33785874839009233
Fen	reductive_glycine-acetyl_pathway	xylose_degradation-xylonate_hydratase_pathway	0.3367553993182082
Fen	Calvin_Benson-all	phosphorous_redox-assimilatory_phosphonate_oxidation	0.3366488978545089
Fen	phosphorous_redox-assimilatory_phosphonate_oxidation	xylose_degradation-isomerase_pathway	0.3342655431750444
Fen	CAZy-Alpha_galactans	CAZy-Xyloglucan	0.3316873811659343
Fen	ethanol_fermentation-all	urea_degradation-all	0.33122400505623184
Fen	CAZy-Chitin	reductive_glycine-acetyl_pathway	0.3311905760088567
Fen	CAZy-Mixed_Linkage_glucans	lactate_fermentation-all	0.33118414655876693
Fen	phosphorous_redox-phosphite_oxidation	sulfur_redox-dissimilatory_sulfate_reduction	0.32984771327512674
Fen	CAZy-Rhamnose_cleavage	xylose_degradation-isomerase_pathway	0.32848353908093664
Fen	CAZy-Polyphenolics	flagella_assembly-all	0.3281711260409792
Fen	methylotrophic_methanogenesis-h2_dep	reductive_glycine-serine_pathway	0.3268911816127287
Fen	Calvin_Benson-all	Wood_Ljungdahl-methanogen	0.3264982060183578
Fen	hydrogenotrophic_methanogenesis-all	phosphorous_redox-assimilatory_phosphonate_oxidation	0.32522446058960863
Fen	CAZy-Arabinose_cleavage	glycerol_degradation-glycerone	0.3252114030439126
Fen	methylotrophic_methanogenesis-h2_dep	reductive_glycine-acetyl_pathway	0.32452920481966274
Fen	reductive_glycine-serine_pathway	xylose_degradation-xylonate_hydratase_pathway	0.32326756495186126
Fen	carbon_redox-dissimilatory_methanotrophy	sulfur_redox-dissimilatory_sulfur_oxidation	0.32029537585295875
Fen	CAZy-Alpha_galactans	CAZy-Starch	0.3199143749618282
Fen	CAZy-Alpha_galactans	CAZy-Pectin	0.318869945482282
Fen	nitrogen_redox-nitrogen_fixation	sulfur_redox-dissimilatory_sulfate_reduction	0.318161020628394
Fen	hydrogenotrophic_methanogenesis-all	nitrogen_redox-nitrogen_fixation	0.3160377821184128
Fen	CAZy-Starch	CAZy-Xyloglucan	0.3140130482107476
Fen	butanoate_fermentation-acetyl_coa_pathway	nitrogen_redox-nitrate_reduction	0.31168867604022443
Fen	glycerol_degradation-glycerone	sucrose_degradation-all	0.3116766827464087
Fen	fructose_degradation-all	propionate_fermentation-acrylate_pathway	0.31112876043828386
Fen	CAZy-Beta_galactan__pectic_galactan_	fucose_degradation-all	0.3111045339108077
Fen	mannose_degradation-all	xylose_degradation-isomerase_pathway	0.31056104236114557
Fen	phosphorous_redox-phosphite_oxidation	urea_degradation-all	0.30761836481420024
Fen	CAZy-Polyphenolics	CAZy-Sulf_Polysachharides	0.30679563050110126
Fen	Wood_Ljungdahl-methanogen	phosphorous_redox-assimilatory_phosphonate_oxidation	0.3062563575413346
Fen	CAZy-Mucin	CAZy-Starch	0.30475206696281054
Fen	CAZy-Xylans	acetogenesis-simple	0.3041216030773307
Fen	CAZy-Sulf_Polysachharides	reductive_glycine-acetyl_pathway	0.30283581741916255
Fen	CAZy-Fucose_Cleavage	CAZy-Rhamnose_cleavage	0.3018521772346374
Fen	HPHB_DCHB-DCHB	Wood_Ljungdahl-acetogen	0.3009279397460277
Fen	fucose_degradation-all	galacturonic_acid_degradation-all	-0.3009386270816341
Fen	CAZy-Arabinan	propionate_fermentation-succinate_pathway	-0.30097374515111497
Fen	glycerol_degradation-glycerone	hydrogenotrophic_methanogenesis-all	-0.30115490710501414
Fen	galactose_degradation-all	methylotrophic_methanogenesis-h2_indep	-0.30121020826355127
Fen	Calvin_Benson-all	HPHB_DCHB-DCHB	-0.3021210684364646
Fen	CAZy-Alpha_mannan	CAZy-Arabinan	-0.3025250030047051
Fen	CAZy-Pectin	nitrogen_redox-nitric_oxide_oxidation	-0.3025699331345324
Fen	Wood_Ljungdahl-acetogen	nitrogen_redox-nitric_oxide_oxidation	-0.3031227912410721
Fen	chemotaxis-all	reductive_glycine-serine_pathway	-0.30461204150542476
Fen	mannose_degradation-all	xylose_degradation-xylonate_hydratase_pathway	-0.3050386741130626
Fen	Wood_Ljungdahl-acetogen	ethanol_fermentation-all	-0.3055640531050985
Fen	CAZy-Fucose_Cleavage	phosphorous_redox-phosphite_oxidation	-0.3059305597931221
Fen	CAZy-Arabinan	methylotrophic_methanogenesis-h2_dep	-0.3059863010490007
Fen	CAZy-Sulf_Polysachharides	urea_degradation-all	-0.3060658492449362
Fen	lactose_degradation-all	reductive_glycine-serine_pathway	-0.3065520480489845
Fen	nitrogen_redox-nitric_oxide_oxidation	xylose_degradation-xylonate_hydratase_pathway	-0.3069451022480745
Fen	fucose_degradation-all	propionate_fermentation-acrylate_pathway	-0.3073340552786399
Fen	CAZy-Beta_galactan__pectic_galactan_	nitrogen_redox-nitrogen_fixation	-0.30742285296766303
Fen	nitrogen_redox-denitrification	nitrogen_redox-nitric_oxide_oxidation	-0.3076761756176163
Fen	CAZy-Fucose_Cleavage	butanoate_fermentation-acetyl_coa_pathway	-0.3086265980541387
Fen	CAZy-Chitin	nitrogen_redox-nitrate_reduction	-0.308672640105224
Fen	ethanol_fermentation-all	sulfur_redox-assimilatory_sulfate_reduction	-0.30875622797111135
Fen	CAZy-Arabinose_cleavage	sulfur_redox-assimilatory_sulfate_reduction	-0.30879703205761344
Fen	lactose_degradation-all	propionate_fermentation-succinate_pathway	-0.3092280579426816
Fen	CAZy-Amorphous_Cellulose	reductive_glycine-acetyl_pathway	-0.31058004848273035
Fen	CAZy-Beta_galactan__pectic_galactan_	CAZy-Beta_mannan	-0.31094029617179153
Fen	sulfur_redox-assimilatory_sulfate_reduction	sulfur_redox-dissimilatory_sulfate_reduction	-0.3122419216838259
Fen	chemotaxis-all	lactate_fermentation-all	-0.31228144106670763
Fen	lactate_fermentation-all	sulfur_redox-dissimilatory_sulfate_reduction	-0.3124987956443557
Fen	CAZy-Arabinan	glycerol_degradation-glycerone	-0.31262184521335645
Fen	chemotaxis-all	glycerol_degradation-glycerol	-0.31305319516950725
Fen	acetoclastic_methanogenesis-all	lactate_fermentation-all	-0.3134304806224668
Fen	nitrogen_redox-nitrate_reduction	sulfur_redox-assimilatory_sulfate_reduction	-0.31416278582180857
Fen	acetogenesis-simple	methylotrophic_methanogenesis-h2_indep	-0.31479747930044377
Fen	CAZy-Beta_galactan__pectic_galactan_	xylose_degradation-isomerase_pathway	-0.3149188023785541
Fen	Wood_Ljungdahl-methanogen	reductive_glycine-serine_pathway	-0.31557127659571527
Fen	methylotrophic_methanogenesis-h2_dep	xylose_degradation-isomerase_pathway	-0.3168277289632
Fen	CAZy-Mixed_Linkage_glucans	methylotrophic_methanogenesis-h2_dep	-0.3189459480169754
Fen	flagella_assembly-all	hydrogenotrophic_methanogenesis-all	-0.31951911899670393
Fen	CAZy-Beta_mannan	phosphorous_redox-anabolic_phosphate_reduction	-0.3198222713185055
Fen	Calvin_Benson-all	glycerol_degradation-glycerone	-0.3217829936867498
Fen	ethanol_fermentation-all	nitrogen_redox-nitric_oxide_oxidation	-0.3221784505787535
Fen	CAZy-Arabinan	urea_degradation-all	-0.32284033519269384
Fen	propionate_fermentation-acrylate_pathway	reductive_glycine-acetyl_pathway	-0.32328243332864126
Fen	galactose_degradation-all	sulfur_redox-dissimilatory_sulfate_reduction	-0.3234845180631154
Fen	CAZy-Xyloglucan	ethanol_fermentation-all	-0.32376191145457733
Fen	lactose_degradation-all	reductive_glycine-acetyl_pathway	-0.3238315760072261
Fen	CAZy-Amorphous_Cellulose	glycerol_degradation-glycerone	-0.32548154535396634
Fen	CAZy-Beta_mannan	galacturonic_acid_degradation-all	-0.3258471679028727
Fen	Wood_Ljungdahl-methanogen	xylose_degradation-xylonate_hydratase_pathway	-0.32681473501785074
Fen	CAZy-Arabinan	CAZy-Polyphenolics	-0.3268163800437791
Fen	CAZy-Alpha_galactans	flagella_assembly-all	-0.3276316990847341
Fen	ethanol_fermentation-all	nitrogen_redox-nitrogen_fixation	-0.3282303426327795
Fen	sucrose_degradation-all	xylose_degradation-isomerase_pathway	-0.3286445272606813
Fen	mannose_degradation-all	sucrose_degradation-all	-0.32925852978047354
Fen	CAZy-Sulf_Polysachharides	ethanol_fermentation-all	-0.3295484642147335
Fen	CAZy-Amorphous_Cellulose	fucose_degradation-all	-0.3296951658045941
Fen	CAZy-Beta_mannan	fucose_degradation-all	-0.32997288134440317
Fen	CAZy-Starch	nitrogen_redox-nitrate_reduction	-0.33114826774301376
Fen	CAZy-Polyphenolics	xylose_degradation-isomerase_pathway	-0.33248272479201435
Fen	propionate_fermentation-succinate_pathway	xylose_degradation-isomerase_pathway	-0.33261331818251527
Fen	CAZy-Chitin	methylotrophic_methanogenesis-h2_dep	-0.33327186079207993
Fen	fructose_degradation-all	nitrogen_redox-nitrate_reduction	-0.33337218165306015
Fen	Wood_Ljungdahl-methanogen	glycerol_degradation-glycerone	-0.3338959038358622
Fen	galacturonic_acid_degradation-all	nitrogen_redox-assimilatory_nitrate_reduction	-0.3356813730522741
Fen	CAZy-Rhamnose_cleavage	reductive_glycine-acetyl_pathway	-0.33594103294722033
Fen	CAZy-Alpha_mannan	hydrogenotrophic_methanogenesis-all	-0.33700569094579613
Fen	CAZy-Xylans	Wood_Ljungdahl-methanogen	-0.3387836934686308
Fen	chemotaxis-all	sucrose_degradation-all	-0.3392550947964843
Fen	CAZy-Fucose_Cleavage	carbon_redox-dissimilatory_methanotrophy	-0.34025607227493926
Fen	CAZy-Fucose_Cleavage	nitrogen_redox-assimilatory_nitrate_reduction	-0.340337565374667
Fen	CAZy-Fucose_Cleavage	sulfur_redox-dissimilatory_sulfate_reduction	-0.3411256351920522
Fen	glycerol_degradation-glycerol	hydrogenotrophic_methanogenesis-all	-0.34118103727379956
Fen	Wood_Ljungdahl-methanogen	reductive_glycine-acetyl_pathway	-0.3416256318233588
Fen	galacturonic_acid_degradation-all	methylotrophic_methanogenesis-h2_dep	-0.3433581663589469
Fen	CAZy-Arabinose_cleavage	acetoclastic_methanogenesis-all	-0.3433843114126447
Fen	CAZy-Beta_mannan	HPHB_DCHB-DCHB	-0.34418333392584644
Fen	CAZy-Pectin	Wood_Ljungdahl-methanogen	-0.34428082986681185
Fen	CAZy-Amorphous_Cellulose	sulfur_redox-dissimilatory_sulfur_oxidation	-0.34478727656596586
Fen	CAZy-Rhamnose_cleavage	sucrose_degradation-all	-0.3462409810574105
Fen	HPHB_DCHB-DCHB	nitrogen_redox-nitrogen_fixation	-0.34643512698657974
Fen	CAZy-Fucose_Cleavage	acetoclastic_methanogenesis-all	-0.34797285251186283
Fen	CAZy-Xylans	nitrogen_redox-nitrate_reduction	-0.34818554670971946
Fen	CAZy-Pectin	sulfur_redox-dissimilatory_sulfate_reduction	-0.3483890105438707
Fen	CAZy-Rhamnose_cleavage	urea_degradation-all	-0.34848699439741493
Fen	phosphorous_redox-anabolic_phosphate_reduction	xylose_degradation-isomerase_pathway	-0.3486925331927917
Fen	CAZy-Fucose_Cleavage	methylotrophic_methanogenesis-h2_indep	-0.34877510312187243
Fen	chemotaxis-all	reductive_glycine-acetyl_pathway	-0.3498611716121609
Fen	CAZy-Polyphenolics	Wood_Ljungdahl-methanogen	-0.35184529384890495
Fen	propionate_fermentation-acrylate_pathway	xylose_degradation-xylonate_hydratase_pathway	-0.3520671638046058
Fen	CAZy-Amorphous_Cellulose	ethanol_fermentation-all	-0.35245756401933415
Fen	methylotrophic_methanogenesis-h2_indep	propionate_fermentation-succinate_pathway	-0.35262638357121046
Fen	ethanol_fermentation-all	lactose_degradation-all	-0.35272744411614787
Fen	nitrogen_redox-assimilatory_nitrate_reduction	propionate_fermentation-succinate_pathway	-0.35295948191100535
Fen	acetogenesis-simple	urea_degradation-all	-0.35407852227638026
Fen	propionate_fermentation-acrylate_pathway	reductive_glycine-serine_pathway	-0.35548935027518924
Fen	glycerol_degradation-glycerol	nitrogen_redox-nitric_oxide_oxidation	-0.3572275243221774
Fen	CAZy-Fucose_Cleavage	reductive_glycine-serine_pathway	-0.3573028438295802
Fen	Wood_Ljungdahl-methanogen	propionate_fermentation-succinate_pathway	-0.3576576173757313
Fen	CAZy-Arabinose_cleavage	phosphorous_redox-assimilatory_phosphonate_oxidation	-0.3591468227842205
Fen	CAZy-Rhamnose_cleavage	phosphorous_redox-anabolic_phosphate_reduction	-0.3592361452903756
Fen	Wood_Ljungdahl-methanogen	galacturonic_acid_degradation-all	-0.3594052779469561
Fen	CAZy-Beta_mannan	methylotrophic_methanogenesis-h2_dep	-0.3596640001779783
Fen	nitrogen_redox-nitric_oxide_oxidation	sucrose_degradation-all	-0.3605948538408603
Fen	CAZy-Alpha_mannan	propionate_fermentation-acrylate_pathway	-0.360841172455733
Fen	CAZy-Fucose_Cleavage	HPHB_DCHB-DCHB	-0.3619027702834281
Fen	CAZy-Arabinose_cleavage	CAZy-Rhamnose_cleavage	-0.3624633604336269
Fen	CAZy-Arabinose_cleavage	Wood_Ljungdahl-methanogen	-0.3635305510357816
Fen	CAZy-Xylans	acetoclastic_methanogenesis-all	-0.3653177894731945
Fen	flagella_assembly-all	methylotrophic_methanogenesis-h2_dep	-0.3657151533575729
Fen	CAZy-Xyloglucan	fucose_degradation-all	-0.3659834555309385
Fen	CAZy-Xylans	methylotrophic_methanogenesis-h2_dep	-0.36613389232211246
Fen	CAZy-Xyloglucan	nitrogen_redox-assimilatory_nitrate_reduction	-0.36703378514128127
Fen	CAZy-Arabinan	ethanol_fermentation-all	-0.3676277304658244
Fen	Wood_Ljungdahl-methanogen	butanoate_fermentation-acetyl_coa_pathway	-0.36831018792058323
Fen	glycerol_degradation-glycerol	methylotrophic_methanogenesis-h2_indep	-0.36894663563303864
Fen	CAZy-Arabinan	sulfur_redox-dissimilatory_sulfur_oxidation	-0.36959681916022613
Fen	HPHB_DCHB-DCHB	xylose_degradation-isomerase_pathway	-0.369967971651741
Fen	CAZy-Alpha_mannan	acetoclastic_methanogenesis-all	-0.3708446197761539
Fen	CAZy-Mixed_Linkage_glucans	Wood_Ljungdahl-methanogen	-0.37094306987793413
Fen	CAZy-Polyphenolics	nitrogen_redox-nitrogen_fixation	-0.37217088686931277
Fen	CAZy-Beta_galactan__pectic_galactan_	nitrogen_redox-nitric_oxide_oxidation	-0.3725830368337988
Fen	CAZy-Arabinan	HPHB_DCHB-DCHB	-0.3735305044240125
Fen	CAZy-Polyphenolics	mannose_degradation-all	-0.3751150279047004
Fen	CAZy-Fucose_Cleavage	fucose_degradation-all	-0.3758679948306487
Fen	propionate_fermentation-acrylate_pathway	sulfur_redox-dissimilatory_sulfur_oxidation	-0.37862128057873456
Fen	CAZy-Beta_galactan__pectic_galactan_	acetoclastic_methanogenesis-all	-0.38016487481544226
Fen	CAZy-Fucose_Cleavage	phosphorous_redox-anabolic_phosphate_reduction	-0.3807869642683186
Fen	CAZy-Pectin	nitrogen_redox-assimilatory_nitrate_reduction	-0.3821313260973198
Fen	acetogenesis-simple	nitrogen_redox-assimilatory_nitrate_reduction	-0.38322831684973924
Fen	CAZy-Beta_galactan__pectic_galactan_	propionate_fermentation-acrylate_pathway	-0.3840889271165544
Fen	CAZy-Xyloglucan	urea_degradation-all	-0.3851202155945015
Fen	CAZy-Rhamnose_cleavage	propionate_fermentation-succinate_pathway	-0.3871046021457616
Fen	flagella_assembly-all	fucose_degradation-all	-0.38735147226615974
Fen	Wood_Ljungdahl-acetogen	carbon_redox-dissimilatory_methanotrophy	-0.3877038602610101
Fen	CAZy-Pectin	urea_degradation-all	-0.3886274011552875
Fen	galactose_degradation-all	phosphorous_redox-anabolic_phosphate_reduction	-0.38870055301881035
Fen	CAZy-Alpha_mannan	CAZy-Amorphous_Cellulose	-0.38897601279263827
Fen	Wood_Ljungdahl-methanogen	flagella_assembly-all	-0.3894490749510615
Fen	CAZy-Beta_mannan	CAZy-Polyphenolics	-0.3915475729902784
Fen	CAZy-Sulf_Polysachharides	carbon_redox-dissimilatory_methanotrophy	-0.3920156004663411
Fen	galactose_degradation-all	sulfur_redox-dissimilatory_sulfur_oxidation	-0.3924045429335252
Fen	lactose_degradation-all	nitrogen_redox-nitrate_reduction	-0.3932552991923668
Fen	Wood_Ljungdahl-methanogen	sucrose_degradation-all	-0.3940134618169402
Fen	CAZy-Rhamnose_cleavage	reductive_glycine-serine_pathway	-0.3960797207874345
Fen	galacturonic_acid_degradation-all	methylotrophic_methanogenesis-h2_indep	-0.3965354070098659
Fen	CAZy-Chitin	methylotrophic_methanogenesis-h2_indep	-0.39817380159831117
Fen	fructose_degradation-all	phosphorous_redox-anabolic_phosphate_reduction	-0.3985953086015339
Fen	glycerol_degradation-glycerone	nitrogen_redox-nitric_oxide_oxidation	-0.4011771025237818
Fen	CAZy-Alpha_mannan	CAZy-Rhamnose_cleavage	-0.4023878769143374
Fen	CAZy-Mixed_Linkage_glucans	mannose_degradation-all	-0.40479497258518804
Fen	nitrogen_redox-nitrogen_fixation	sucrose_degradation-all	-0.40522842549005555
Fen	CAZy-Fucose_Cleavage	urea_degradation-all	-0.4071727302842294
Fen	acetogenesis-simple	carbon_redox-dissimilatory_methanotrophy	-0.4081054409625666
Fen	nitrogen_redox-nitric_oxide_oxidation	reductive_glycine-serine_pathway	-0.40938475457092793
Fen	CAZy-Amorphous_Cellulose	HPHB_DCHB-DCHB	-0.4113217634349695
Fen	CAZy-Alpha_mannan	sulfur_redox-assimilatory_sulfate_reduction	-0.4118630087857289
Fen	mannose_degradation-all	propionate_fermentation-succinate_pathway	-0.4136034865404148
Fen	CAZy-Sulf_Polysachharides	nitrogen_redox-nitrogen_fixation	-0.4168107799942915
Fen	fructose_degradation-all	methylotrophic_methanogenesis-h2_indep	-0.4168184707795217
Fen	CAZy-Mixed_Linkage_glucans	methylotrophic_methanogenesis-h2_indep	-0.41712965515555966
Fen	CAZy-Polyphenolics	acetoclastic_methanogenesis-all	-0.419526762350928
Fen	Wood_Ljungdahl-methanogen	glycerol_degradation-glycerol	-0.4201543849723761
Fen	CAZy-Polyphenolics	Wood_Ljungdahl-acetogen	-0.4215943319117712
Fen	acetoclastic_methanogenesis-all	fructose_degradation-all	-0.4240978062168197
Fen	CAZy-Fucose_Cleavage	ethanol_fermentation-all	-0.4243182674868604
Fen	CAZy-Sulf_Polysachharides	phosphorous_redox-assimilatory_phosphonate_oxidation	-0.42554627599454853
Fen	CAZy-Pectin	carbon_redox-dissimilatory_methanotrophy	-0.42626011609784364
Fen	lactate_fermentation-all	phosphorous_redox-anabolic_phosphate_reduction	-0.42768916608299934
Fen	CAZy-Alpha_mannan	xylose_degradation-isomerase_pathway	-0.42798411914781687
Fen	acetoclastic_methanogenesis-all	galactose_degradation-all	-0.42897209138713643
Fen	methylotrophic_methanogenesis-h2_indep	sulfur_redox-assimilatory_sulfate_reduction	-0.429276593799365
Fen	HPHB_DCHB-DCHB	lactose_degradation-all	-0.42944177521706406
Fen	acetoclastic_methanogenesis-all	sucrose_degradation-all	-0.4307244916703723
Fen	CAZy-Xyloglucan	phosphorous_redox-anabolic_phosphate_reduction	-0.4311734256483044
Fen	fructose_degradation-all	fucose_degradation-all	-0.4312543417410888
Fen	CAZy-Xyloglucan	sulfur_redox-dissimilatory_sulfate_reduction	-0.43150415156884225
Fen	lactate_fermentation-all	nitrogen_redox-nitrate_reduction	-0.43253817417754603
Fen	Wood_Ljungdahl-acetogen	sulfur_redox-dissimilatory_sulfur_oxidation	-0.43279988006890036
Fen	CAZy-Polyphenolics	CAZy-Rhamnose_cleavage	-0.43395668037977586
Fen	CAZy-Rhamnose_cleavage	sulfur_redox-dissimilatory_sulfur_oxidation	-0.4341214086566656
Fen	HPHB_DCHB-DCHB	nitrogen_redox-nitric_oxide_oxidation	-0.43426060167075553
Fen	CAZy-Alpha_mannan	Wood_Ljungdahl-methanogen	-0.4348828462688854
Fen	acetogenesis-simple	sulfur_redox-dissimilatory_sulfur_oxidation	-0.43615480264861883
Fen	CAZy-Mixed_Linkage_glucans	urea_degradation-all	-0.436226180182534
