tax_id,parent_id,rank,tax_name,root,rank_0,rank_1,rank_2
Novosphingobium_decolorationis_502str22,Bacteria,rank_2,Novosphingobium_decolorationis_502str22,Root,GH18,Bacteria,Novosphingobium_decolorationis_502str22
Novosphingobium_resinovorum_SA1,Bacteria,rank_2,Novosphingobium_resinovorum_SA1,Root,GH18,Bacteria,Novosphingobium_resinovorum_SA1
Novosphingobium_sp._EMRT-2,Bacteria,rank_2,Novosphingobium_sp._EMRT-2,Root,GH18,Bacteria,Novosphingobium_sp._EMRT-2
Novosphingobium_sp._KA1,Bacteria,rank_2,Novosphingobium_sp._KA1,Root,GH18,Bacteria,Novosphingobium_sp._KA1
Novosphingobium_sp._P6W,Bacteria,rank_2,Novosphingobium_sp._P6W,Root,GH18,Bacteria,Novosphingobium_sp._P6W
Obesumbacterium_proteus_DSM_2777,Bacteria,rank_2,Obesumbacterium_proteus_DSM_2777,Root,GH18,Bacteria,Obesumbacterium_proteus_DSM_2777
Occallatibacter_riparius_DSM_25168,Bacteria,rank_2,Occallatibacter_riparius_DSM_25168,Root,GH18,Bacteria,Occallatibacter_riparius_DSM_25168
Oceanihabitans_sp._IOP_32,Bacteria,rank_2,Oceanihabitans_sp._IOP_32,Root,GH18,Bacteria,Oceanihabitans_sp._IOP_32
Oceanobacillus_iheyensis_CHQ24,Bacteria,rank_2,Oceanobacillus_iheyensis_CHQ24,Root,GH18,Bacteria,Oceanobacillus_iheyensis_CHQ24
Oceanobacillus_iheyensis_HTE831,Bacteria,rank_2,Oceanobacillus_iheyensis_HTE831,Root,GH18,Bacteria,Oceanobacillus_iheyensis_HTE831
Oceanobacillus_jeddahense_QA-1986_374,Bacteria,rank_2,Oceanobacillus_jeddahense_QA-1986_374,Root,GH18,Bacteria,Oceanobacillus_jeddahense_QA-1986_374
Oceanobacillus_oncorhynchi_QA-1986_526,Bacteria,rank_2,Oceanobacillus_oncorhynchi_QA-1986_526,Root,GH18,Bacteria,Oceanobacillus_oncorhynchi_QA-1986_526
Oceanobacillus_sp._143,Bacteria,rank_2,Oceanobacillus_sp._143,Root,GH18,Bacteria,Oceanobacillus_sp._143
Oceanobacillus_zhaokaii_160,Bacteria,rank_2,Oceanobacillus_zhaokaii_160,Root,GH18,Bacteria,Oceanobacillus_zhaokaii_160
Octopus_vulgaris,Eukaryota,rank_2,Octopus_vulgaris,Root,GH18,Eukaryota,Octopus_vulgaris
Odontomachus_monticola,Eukaryota,rank_2,Odontomachus_monticola,Root,GH18,Eukaryota,Odontomachus_monticola
Oerskovia_sp._KBS0722,Bacteria,rank_2,Oerskovia_sp._KBS0722,Root,GH18,Bacteria,Oerskovia_sp._KBS0722
Oikopleura_dioica,Eukaryota,rank_2,Oikopleura_dioica,Root,GH18,Eukaryota,Oikopleura_dioica
Olene_mendosa_nucleopolyhedrovirus,Viruses,rank_2,Olene_mendosa_nucleopolyhedrovirus,Root,GH18,Viruses,Olene_mendosa_nucleopolyhedrovirus
Oligotricha_striata,Eukaryota,rank_2,Oligotricha_striata,Root,GH18,Eukaryota,Oligotricha_striata
Olivibacter_sp._LS-1,Bacteria,rank_2,Olivibacter_sp._LS-1,Root,GH18,Bacteria,Olivibacter_sp._LS-1
Olleya_sp._Bg11-27,Bacteria,rank_2,Olleya_sp._Bg11-27,Root,GH18,Bacteria,Olleya_sp._Bg11-27
Onchocerca_volvulus,Eukaryota,rank_2,Onchocerca_volvulus,Root,GH18,Eukaryota,Onchocerca_volvulus
Oncometopia_nigricans,Eukaryota,rank_2,Oncometopia_nigricans,Root,GH18,Eukaryota,Oncometopia_nigricans
Oncorhynchus_mykiss,Eukaryota,rank_2,Oncorhynchus_mykiss,Root,GH18,Eukaryota,Oncorhynchus_mykiss
Only_Syngen_Nebraska_virus_5,Viruses,rank_2,Only_Syngen_Nebraska_virus_5,Root,GH18,Viruses,Only_Syngen_Nebraska_virus_5
Ophiocordyceps_sinensis_CO18,Eukaryota,rank_2,Ophiocordyceps_sinensis_CO18,Root,GH18,Eukaryota,Ophiocordyceps_sinensis_CO18
Ophiocordyceps_unilateralis,Eukaryota,rank_2,Ophiocordyceps_unilateralis,Root,GH18,Eukaryota,Ophiocordyceps_unilateralis
Opisina_arenosella,Eukaryota,rank_2,Opisina_arenosella,Root,GH18,Eukaryota,Opisina_arenosella
Opitutaceae_bacterium_TAV5,Bacteria,rank_2,Opitutaceae_bacterium_TAV5,Root,GH18,Bacteria,Opitutaceae_bacterium_TAV5
Opitutus_terrae_PB90-1,Bacteria,rank_2,Opitutus_terrae_PB90-1,Root,GH18,Bacteria,Opitutus_terrae_PB90-1
Orbilia_oligospora_ATCC_24927,Eukaryota,rank_2,Orbilia_oligospora_ATCC_24927,Root,GH18,Eukaryota,Orbilia_oligospora_ATCC_24927
Orgyia_ericae_nucleopolyhedrovirus,Viruses,rank_2,Orgyia_ericae_nucleopolyhedrovirus,Root,GH18,Viruses,Orgyia_ericae_nucleopolyhedrovirus
Orgyia_leucostigma_nucleopolyhedrovirus,Viruses,rank_2,Orgyia_leucostigma_nucleopolyhedrovirus,Root,GH18,Viruses,Orgyia_leucostigma_nucleopolyhedrovirus
Orgyia_pseudotsugata_multiple_nucleopolyhedrovirus,Viruses,rank_2,Orgyia_pseudotsugata_multiple_nucleopolyhedrovirus,Root,GH18,Viruses,Orgyia_pseudotsugata_multiple_nucleopolyhedrovirus
Orgyia_pseudotsugata_single_capsid_nuclopolyhedrovirus,Viruses,rank_2,Orgyia_pseudotsugata_single_capsid_nuclopolyhedrovirus,Root,GH18,Viruses,Orgyia_pseudotsugata_single_capsid_nuclopolyhedrovirus
Orientia_tsutsugamushi_str._Ikeda,Bacteria,rank_2,Orientia_tsutsugamushi_str._Ikeda,Root,GH18,Bacteria,Orientia_tsutsugamushi_str._Ikeda
Orrella_marina_HZ20,Bacteria,rank_2,Orrella_marina_HZ20,Root,GH18,Bacteria,Orrella_marina_HZ20
Orrella_sp._f23,Bacteria,rank_2,Orrella_sp._f23,Root,GH18,Bacteria,Orrella_sp._f23
Oryctolagus_cuniculus,Eukaryota,rank_2,Oryctolagus_cuniculus,Root,GH18,Eukaryota,Oryctolagus_cuniculus
Oryza_sativa_Japonica_Group,Eukaryota,rank_2,Oryza_sativa_Japonica_Group,Root,GH18,Eukaryota,Oryza_sativa_Japonica_Group
Oscillatoria_nigro-viridis_PCC_7112,Bacteria,rank_2,Oscillatoria_nigro-viridis_PCC_7112,Root,GH18,Bacteria,Oscillatoria_nigro-viridis_PCC_7112
Oscillibacter_hominis,Bacteria,rank_2,Oscillibacter_hominis,Root,GH18,Bacteria,Oscillibacter_hominis
Oscillibacter_valericigenes_Sjm18-20,Bacteria,rank_2,Oscillibacter_valericigenes_Sjm18-20,Root,GH18,Bacteria,Oscillibacter_valericigenes_Sjm18-20
Oscillospiraceae_bacterium_CE91-St40,Bacteria,rank_2,Oscillospiraceae_bacterium_CE91-St40,Root,GH18,Bacteria,Oscillospiraceae_bacterium_CE91-St40
Oscillospiraceae_bacterium_CE91-St42,Bacteria,rank_2,Oscillospiraceae_bacterium_CE91-St42,Root,GH18,Bacteria,Oscillospiraceae_bacterium_CE91-St42
Oscillospiraceae_bacterium_CE91-St43,Bacteria,rank_2,Oscillospiraceae_bacterium_CE91-St43,Root,GH18,Bacteria,Oscillospiraceae_bacterium_CE91-St43
Oscillospiraceae_bacterium_CM,Bacteria,rank_2,Oscillospiraceae_bacterium_CM,Root,GH18,Bacteria,Oscillospiraceae_bacterium_CM
Ostrinia_furnacalis,Eukaryota,rank_2,Ostrinia_furnacalis,Root,GH18,Eukaryota,Ostrinia_furnacalis
Ostrinia_nubilalis,Eukaryota,rank_2,Ostrinia_nubilalis,Root,GH18,Eukaryota,Ostrinia_nubilalis
Ovis_aries,Eukaryota,rank_2,Ovis_aries,Root,GH18,Eukaryota,Ovis_aries
Owenweeksia_hongkongensis_DSM_17368,Bacteria,rank_2,Owenweeksia_hongkongensis_DSM_17368,Root,GH18,Bacteria,Owenweeksia_hongkongensis_DSM_17368
Oxalobacteraceae_bacterium_OTU3CAMAD1,Bacteria,rank_2,Oxalobacteraceae_bacterium_OTU3CAMAD1,Root,GH18,Bacteria,Oxalobacteraceae_bacterium_OTU3CAMAD1
Oxalobacteraceae_bacterium_OTU3CINTB1,Bacteria,rank_2,Oxalobacteraceae_bacterium_OTU3CINTB1,Root,GH18,Bacteria,Oxalobacteraceae_bacterium_OTU3CINTB1
Oxalobacteraceae_bacterium_OTU3REALA1,Bacteria,rank_2,Oxalobacteraceae_bacterium_OTU3REALA1,Root,GH18,Bacteria,Oxalobacteraceae_bacterium_OTU3REALA1
Paecilomyces_sp._thermophila,Eukaryota,rank_2,Paecilomyces_sp._thermophila,Root,GH18,Eukaryota,Paecilomyces_sp._thermophila
Paenibacillaceae_bacterium_GAS479,Bacteria,rank_2,Paenibacillaceae_bacterium_GAS479,Root,GH18,Bacteria,Paenibacillaceae_bacterium_GAS479
Paenibacillus_albicereus_UniB2,Bacteria,rank_2,Paenibacillus_albicereus_UniB2,Root,GH18,Bacteria,Paenibacillus_albicereus_UniB2
Paenibacillus_albus_18JY67-1,Bacteria,rank_2,Paenibacillus_albus_18JY67-1,Root,GH18,Bacteria,Paenibacillus_albus_18JY67-1
Paenibacillus_algicola_HB172198,Bacteria,rank_2,Paenibacillus_algicola_HB172198,Root,GH18,Bacteria,Paenibacillus_algicola_HB172198
Paenibacillus_alvei,Bacteria,rank_2,Paenibacillus_alvei,Root,GH18,Bacteria,Paenibacillus_alvei
Paenibacillus_baekrokdamisoli_KCTC_33723,Bacteria,rank_2,Paenibacillus_baekrokdamisoli_KCTC_33723,Root,GH18,Bacteria,Paenibacillus_baekrokdamisoli_KCTC_33723
Paenibacillus_barcinonensis_KACC11450,Bacteria,rank_2,Paenibacillus_barcinonensis_KACC11450,Root,GH18,Bacteria,Paenibacillus_barcinonensis_KACC11450
Paenibacillus_barengoltzii_CAU904,Bacteria,rank_2,Paenibacillus_barengoltzii_CAU904,Root,GH18,Bacteria,Paenibacillus_barengoltzii_CAU904
Paenibacillus_barengoltzii_CAU904_/_CGMCC9530,Bacteria,rank_2,Paenibacillus_barengoltzii_CAU904_/_CGMCC9530,Root,GH18,Bacteria,Paenibacillus_barengoltzii_CAU904_/_CGMCC9530
Paenibacillus_beijingensis_DSM_24997,Bacteria,rank_2,Paenibacillus_beijingensis_DSM_24997,Root,GH18,Bacteria,Paenibacillus_beijingensis_DSM_24997
Paenibacillus_borealis_DSM_13188,Bacteria,rank_2,Paenibacillus_borealis_DSM_13188,Root,GH18,Bacteria,Paenibacillus_borealis_DSM_13188
Paenibacillus_bovis_BD3526,Bacteria,rank_2,Paenibacillus_bovis_BD3526,Root,GH18,Bacteria,Paenibacillus_bovis_BD3526
Paenibacillus_cellulosilyticus_KACC_14175,Bacteria,rank_2,Paenibacillus_cellulosilyticus_KACC_14175,Root,GH18,Bacteria,Paenibacillus_cellulosilyticus_KACC_14175
Paenibacillus_chitinolyticus_KCCM_41400,Bacteria,rank_2,Paenibacillus_chitinolyticus_KCCM_41400,Root,GH18,Bacteria,Paenibacillus_chitinolyticus_KCCM_41400
Paenibacillus_chitinolyticus_UMBR_0002,Bacteria,rank_2,Paenibacillus_chitinolyticus_UMBR_0002,Root,GH18,Bacteria,Paenibacillus_chitinolyticus_UMBR_0002
Paenibacillus_crassostreae_LPB0068,Bacteria,rank_2,Paenibacillus_crassostreae_LPB0068,Root,GH18,Bacteria,Paenibacillus_crassostreae_LPB0068
Paenibacillus_donghaensis_KCTC_13049,Bacteria,rank_2,Paenibacillus_donghaensis_KCTC_13049,Root,GH18,Bacteria,Paenibacillus_donghaensis_KCTC_13049
Paenibacillus_durus_ATCC_35681,Bacteria,rank_2,Paenibacillus_durus_ATCC_35681,Root,GH18,Bacteria,Paenibacillus_durus_ATCC_35681
Paenibacillus_durus_DSM_1735,Bacteria,rank_2,Paenibacillus_durus_DSM_1735,Root,GH18,Bacteria,Paenibacillus_durus_DSM_1735
Paenibacillus_ehimensis_EAG3,Bacteria,rank_2,Paenibacillus_ehimensis_EAG3,Root,GH18,Bacteria,Paenibacillus_ehimensis_EAG3
Paenibacillus_elgii_HOA73,Bacteria,rank_2,Paenibacillus_elgii_HOA73,Root,GH18,Bacteria,Paenibacillus_elgii_HOA73
Paenibacillus_glucanolyticus_5162,Bacteria,rank_2,Paenibacillus_glucanolyticus_5162,Root,GH18,Bacteria,Paenibacillus_glucanolyticus_5162
Paenibacillus_glucanolyticus_W10507,Bacteria,rank_2,Paenibacillus_glucanolyticus_W10507,Root,GH18,Bacteria,Paenibacillus_glucanolyticus_W10507
Paenibacillus_graminis_DSM_15220,Bacteria,rank_2,Paenibacillus_graminis_DSM_15220,Root,GH18,Bacteria,Paenibacillus_graminis_DSM_15220
Paenibacillus_ihbetae_IHBB_9852,Bacteria,rank_2,Paenibacillus_ihbetae_IHBB_9852,Root,GH18,Bacteria,Paenibacillus_ihbetae_IHBB_9852
Paenibacillus_konkukensis_SK3146,Bacteria,rank_2,Paenibacillus_konkukensis_SK3146,Root,GH18,Bacteria,Paenibacillus_konkukensis_SK3146
Paenibacillus_kribbensis_AM49,Bacteria,rank_2,Paenibacillus_kribbensis_AM49,Root,GH18,Bacteria,Paenibacillus_kribbensis_AM49
Paenibacillus_larvae_subsp._larvae_ATCC_9545,Bacteria,rank_2,Paenibacillus_larvae_subsp._larvae_ATCC_9545,Root,GH18,Bacteria,Paenibacillus_larvae_subsp._larvae_ATCC_9545
Paenibacillus_larvae_subsp._larvae_DSM_25430,Bacteria,rank_2,Paenibacillus_larvae_subsp._larvae_DSM_25430,Root,GH18,Bacteria,Paenibacillus_larvae_subsp._larvae_DSM_25430
Paenibacillus_larvae_subsp._larvae_Eric_III,Bacteria,rank_2,Paenibacillus_larvae_subsp._larvae_Eric_III,Root,GH18,Bacteria,Paenibacillus_larvae_subsp._larvae_Eric_III
Paenibacillus_larvae_subsp._larvae_Eric_V,Bacteria,rank_2,Paenibacillus_larvae_subsp._larvae_Eric_V,Root,GH18,Bacteria,Paenibacillus_larvae_subsp._larvae_Eric_V
Paenibacillus_lautus_E7593-69,Bacteria,rank_2,Paenibacillus_lautus_E7593-69,Root,GH18,Bacteria,Paenibacillus_lautus_E7593-69
Paenibacillus_lentus_DSM_25539,Bacteria,rank_2,Paenibacillus_lentus_DSM_25539,Root,GH18,Bacteria,Paenibacillus_lentus_DSM_25539
Paenibacillus_lycopersici_12200R-189,Bacteria,rank_2,Paenibacillus_lycopersici_12200R-189,Root,GH18,Bacteria,Paenibacillus_lycopersici_12200R-189
Paenibacillus_macerans_I6,Bacteria,rank_2,Paenibacillus_macerans_I6,Root,GH18,Bacteria,Paenibacillus_macerans_I6
Paenibacillus_mucilaginosus_3016,Bacteria,rank_2,Paenibacillus_mucilaginosus_3016,Root,GH18,Bacteria,Paenibacillus_mucilaginosus_3016
Paenibacillus_mucilaginosus_K02,Bacteria,rank_2,Paenibacillus_mucilaginosus_K02,Root,GH18,Bacteria,Paenibacillus_mucilaginosus_K02
Paenibacillus_mucilaginosus_KNP414,Bacteria,rank_2,Paenibacillus_mucilaginosus_KNP414,Root,GH18,Bacteria,Paenibacillus_mucilaginosus_KNP414
Paenibacillus_naphthalenovorans_32O-Y,Bacteria,rank_2,Paenibacillus_naphthalenovorans_32O-Y,Root,GH18,Bacteria,Paenibacillus_naphthalenovorans_32O-Y
Paenibacillus_odorifer_CBA7130,Bacteria,rank_2,Paenibacillus_odorifer_CBA7130,Root,GH18,Bacteria,Paenibacillus_odorifer_CBA7130
Paenibacillus_odorifer_DSM_15391,Bacteria,rank_2,Paenibacillus_odorifer_DSM_15391,Root,GH18,Bacteria,Paenibacillus_odorifer_DSM_15391
Paenibacillus_pabuli_E1,Bacteria,rank_2,Paenibacillus_pabuli_E1,Root,GH18,Bacteria,Paenibacillus_pabuli_E1
Paenibacillus_pasadenensis_CS0611,Bacteria,rank_2,Paenibacillus_pasadenensis_CS0611,Root,GH18,Bacteria,Paenibacillus_pasadenensis_CS0611
Paenibacillus_peoriae_HS311,Bacteria,rank_2,Paenibacillus_peoriae_HS311,Root,GH18,Bacteria,Paenibacillus_peoriae_HS311
Paenibacillus_peoriae_ZBSF16,Bacteria,rank_2,Paenibacillus_peoriae_ZBSF16,Root,GH18,Bacteria,Paenibacillus_peoriae_ZBSF16
Paenibacillus_peoriae_ZF390,Bacteria,rank_2,Paenibacillus_peoriae_ZF390,Root,GH18,Bacteria,Paenibacillus_peoriae_ZF390
Paenibacillus_polymyxa_2020,Bacteria,rank_2,Paenibacillus_polymyxa_2020,Root,GH18,Bacteria,Paenibacillus_polymyxa_2020
Paenibacillus_polymyxa_ATCC_15970,Bacteria,rank_2,Paenibacillus_polymyxa_ATCC_15970,Root,GH18,Bacteria,Paenibacillus_polymyxa_ATCC_15970
Paenibacillus_polymyxa_C12,Bacteria,rank_2,Paenibacillus_polymyxa_C12,Root,GH18,Bacteria,Paenibacillus_polymyxa_C12
Paenibacillus_polymyxa_CF05,Bacteria,rank_2,Paenibacillus_polymyxa_CF05,Root,GH18,Bacteria,Paenibacillus_polymyxa_CF05
Paenibacillus_polymyxa_CJX518,Bacteria,rank_2,Paenibacillus_polymyxa_CJX518,Root,GH18,Bacteria,Paenibacillus_polymyxa_CJX518
Paenibacillus_polymyxa_CR1,Bacteria,rank_2,Paenibacillus_polymyxa_CR1,Root,GH18,Bacteria,Paenibacillus_polymyxa_CR1
Paenibacillus_polymyxa_E681,Bacteria,rank_2,Paenibacillus_polymyxa_E681,Root,GH18,Bacteria,Paenibacillus_polymyxa_E681
Paenibacillus_polymyxa_EB4_G3,Bacteria,rank_2,Paenibacillus_polymyxa_EB4_G3,Root,GH18,Bacteria,Paenibacillus_polymyxa_EB4_G3
Paenibacillus_polymyxa_HY96-2,Bacteria,rank_2,Paenibacillus_polymyxa_HY96-2,Root,GH18,Bacteria,Paenibacillus_polymyxa_HY96-2
Paenibacillus_polymyxa_J,Bacteria,rank_2,Paenibacillus_polymyxa_J,Root,GH18,Bacteria,Paenibacillus_polymyxa_J
Paenibacillus_polymyxa_K_1.14,Bacteria,rank_2,Paenibacillus_polymyxa_K_1.14,Root,GH18,Bacteria,Paenibacillus_polymyxa_K_1.14
Paenibacillus_polymyxa_M1,Bacteria,rank_2,Paenibacillus_polymyxa_M1,Root,GH18,Bacteria,Paenibacillus_polymyxa_M1
Paenibacillus_polymyxa_MEZ6,Bacteria,rank_2,Paenibacillus_polymyxa_MEZ6,Root,GH18,Bacteria,Paenibacillus_polymyxa_MEZ6
Paenibacillus_polymyxa_O_1.27,Bacteria,rank_2,Paenibacillus_polymyxa_O_1.27,Root,GH18,Bacteria,Paenibacillus_polymyxa_O_1.27
Paenibacillus_polymyxa_R_4.24,Bacteria,rank_2,Paenibacillus_polymyxa_R_4.24,Root,GH18,Bacteria,Paenibacillus_polymyxa_R_4.24
Paenibacillus_polymyxa_R_4.5,Bacteria,rank_2,Paenibacillus_polymyxa_R_4.5,Root,GH18,Bacteria,Paenibacillus_polymyxa_R_4.5
Paenibacillus_polymyxa_R_5.31,Bacteria,rank_2,Paenibacillus_polymyxa_R_5.31,Root,GH18,Bacteria,Paenibacillus_polymyxa_R_5.31
Paenibacillus_polymyxa_SQR-21_SQR21,Bacteria,rank_2,Paenibacillus_polymyxa_SQR-21_SQR21,Root,GH18,Bacteria,Paenibacillus_polymyxa_SQR-21_SQR21
Paenibacillus_polymyxa_YC0136,Bacteria,rank_2,Paenibacillus_polymyxa_YC0136,Root,GH18,Bacteria,Paenibacillus_polymyxa_YC0136
Paenibacillus_polymyxa_ZF197,Bacteria,rank_2,Paenibacillus_polymyxa_ZF197,Root,GH18,Bacteria,Paenibacillus_polymyxa_ZF197
Paenibacillus_protaetiae_FW100M-2,Bacteria,rank_2,Paenibacillus_protaetiae_FW100M-2,Root,GH18,Bacteria,Paenibacillus_protaetiae_FW100M-2
Paenibacillus_psychroresistens,Bacteria,rank_2,Paenibacillus_psychroresistens,Root,GH18,Bacteria,Paenibacillus_psychroresistens
Paenibacillus_rhizovicinus_14171R-81,Bacteria,rank_2,Paenibacillus_rhizovicinus_14171R-81,Root,GH18,Bacteria,Paenibacillus_rhizovicinus_14171R-81
Paenibacillus_riograndensis_SBR5,Bacteria,rank_2,Paenibacillus_riograndensis_SBR5,Root,GH18,Bacteria,Paenibacillus_riograndensis_SBR5
Paenibacillus_sabinae_T27,Bacteria,rank_2,Paenibacillus_sabinae_T27,Root,GH18,Bacteria,Paenibacillus_sabinae_T27
Paenibacillus_sonchi_LMG_24727,Bacteria,rank_2,Paenibacillus_sonchi_LMG_24727,Root,GH18,Bacteria,Paenibacillus_sonchi_LMG_24727
Paenibacillus_sophorae_DSM_23020,Bacteria,rank_2,Paenibacillus_sophorae_DSM_23020,Root,GH18,Bacteria,Paenibacillus_sophorae_DSM_23020
Paenibacillus_sp._19GGS1-52,Bacteria,rank_2,Paenibacillus_sp._19GGS1-52,Root,GH18,Bacteria,Paenibacillus_sp._19GGS1-52
Paenibacillus_sp._32O-W,Bacteria,rank_2,Paenibacillus_sp._32O-W,Root,GH18,Bacteria,Paenibacillus_sp._32O-W
Paenibacillus_sp._481,Bacteria,rank_2,Paenibacillus_sp._481,Root,GH18,Bacteria,Paenibacillus_sp._481
Paenibacillus_sp._B01,Bacteria,rank_2,Paenibacillus_sp._B01,Root,GH18,Bacteria,Paenibacillus_sp._B01
Paenibacillus_sp._BIHB4019,Bacteria,rank_2,Paenibacillus_sp._BIHB4019,Root,GH18,Bacteria,Paenibacillus_sp._BIHB4019
Paenibacillus_sp._CAA11,Bacteria,rank_2,Paenibacillus_sp._CAA11,Root,GH18,Bacteria,Paenibacillus_sp._CAA11
Paenibacillus_sp._Cedars,Bacteria,rank_2,Paenibacillus_sp._Cedars,Root,GH18,Bacteria,Paenibacillus_sp._Cedars
Paenibacillus_sp._DR312,Bacteria,rank_2,Paenibacillus_sp._DR312,Root,GH18,Bacteria,Paenibacillus_sp._DR312
Paenibacillus_sp._E222,Bacteria,rank_2,Paenibacillus_sp._E222,Root,GH18,Bacteria,Paenibacillus_sp._E222
Paenibacillus_sp._FPU-7,Bacteria,rank_2,Paenibacillus_sp._FPU-7,Root,GH18,Bacteria,Paenibacillus_sp._FPU-7
Paenibacillus_sp._FSL_H7-0357,Bacteria,rank_2,Paenibacillus_sp._FSL_H7-0357,Root,GH18,Bacteria,Paenibacillus_sp._FSL_H7-0357
Paenibacillus_sp._FSL_H7-0737,Bacteria,rank_2,Paenibacillus_sp._FSL_H7-0737,Root,GH18,Bacteria,Paenibacillus_sp._FSL_H7-0737
Paenibacillus_sp._FSL_P4-0081,Bacteria,rank_2,Paenibacillus_sp._FSL_P4-0081,Root,GH18,Bacteria,Paenibacillus_sp._FSL_P4-0081
Paenibacillus_sp._FSL_R5-0345,Bacteria,rank_2,Paenibacillus_sp._FSL_R5-0345,Root,GH18,Bacteria,Paenibacillus_sp._FSL_R5-0345
Paenibacillus_sp._FSL_R5-0912,Bacteria,rank_2,Paenibacillus_sp._FSL_R5-0912,Root,GH18,Bacteria,Paenibacillus_sp._FSL_R5-0912
Paenibacillus_sp._FSL_R7-0273,Bacteria,rank_2,Paenibacillus_sp._FSL_R7-0273,Root,GH18,Bacteria,Paenibacillus_sp._FSL_R7-0273
Paenibacillus_sp._FSL_R7-0331,Bacteria,rank_2,Paenibacillus_sp._FSL_R7-0331,Root,GH18,Bacteria,Paenibacillus_sp._FSL_R7-0331
Paenibacillus_sp._H1-7,Bacteria,rank_2,Paenibacillus_sp._H1-7,Root,GH18,Bacteria,Paenibacillus_sp._H1-7
Paenibacillus_sp._HWE-109,Bacteria,rank_2,Paenibacillus_sp._HWE-109,Root,GH18,Bacteria,Paenibacillus_sp._HWE-109
Paenibacillus_sp._IHB_B_3084,Bacteria,rank_2,Paenibacillus_sp._IHB_B_3084,Root,GH18,Bacteria,Paenibacillus_sp._IHB_B_3084
Paenibacillus_sp._IHBB_10380,Bacteria,rank_2,Paenibacillus_sp._IHBB_10380,Root,GH18,Bacteria,Paenibacillus_sp._IHBB_10380
Paenibacillus_sp._JDR-2,Bacteria,rank_2,Paenibacillus_sp._JDR-2,Root,GH18,Bacteria,Paenibacillus_sp._JDR-2
Paenibacillus_sp._JNUCC-31,Bacteria,rank_2,Paenibacillus_sp._JNUCC-31,Root,GH18,Bacteria,Paenibacillus_sp._JNUCC-31
Paenibacillus_sp._JNUCC-32,Bacteria,rank_2,Paenibacillus_sp._JNUCC-32,Root,GH18,Bacteria,Paenibacillus_sp._JNUCC-32
Paenibacillus_sp._lzh-N1,Bacteria,rank_2,Paenibacillus_sp._lzh-N1,Root,GH18,Bacteria,Paenibacillus_sp._lzh-N1
Paenibacillus_sp._M-152,Bacteria,rank_2,Paenibacillus_sp._M-152,Root,GH18,Bacteria,Paenibacillus_sp._M-152
Paenibacillus_sp._MBLB1234,Bacteria,rank_2,Paenibacillus_sp._MBLB1234,Root,GH18,Bacteria,Paenibacillus_sp._MBLB1234
Paenibacillus_sp._N3/727,Bacteria,rank_2,Paenibacillus_sp._N3/727,Root,GH18,Bacteria,Paenibacillus_sp._N3/727
Paenibacillus_sp._OVF10,Bacteria,rank_2,Paenibacillus_sp._OVF10,Root,GH18,Bacteria,Paenibacillus_sp._OVF10
Paenibacillus_sp._PAMC21692,Bacteria,rank_2,Paenibacillus_sp._PAMC21692,Root,GH18,Bacteria,Paenibacillus_sp._PAMC21692
Paenibacillus_sp._PHS-Z3,Bacteria,rank_2,Paenibacillus_sp._PHS-Z3,Root,GH18,Bacteria,Paenibacillus_sp._PHS-Z3
Paenibacillus_sp._PK3_47,Bacteria,rank_2,Paenibacillus_sp._PK3_47,Root,GH18,Bacteria,Paenibacillus_sp._PK3_47
Paenibacillus_sp._RUD330,Bacteria,rank_2,Paenibacillus_sp._RUD330,Root,GH18,Bacteria,Paenibacillus_sp._RUD330
Paenibacillus_sp._S02,Bacteria,rank_2,Paenibacillus_sp._S02,Root,GH18,Bacteria,Paenibacillus_sp._S02
Paenibacillus_sp._S25,Bacteria,rank_2,Paenibacillus_sp._S25,Root,GH18,Bacteria,Paenibacillus_sp._S25
Paenibacillus_sp._sptzw28,Bacteria,rank_2,Paenibacillus_sp._sptzw28,Root,GH18,Bacteria,Paenibacillus_sp._sptzw28
Paenibacillus_sp._SSKN-1,Bacteria,rank_2,Paenibacillus_sp._SSKN-1,Root,GH18,Bacteria,Paenibacillus_sp._SSKN-1
Paenibacillus_sp._URB8-2,Bacteria,rank_2,Paenibacillus_sp._URB8-2,Root,GH18,Bacteria,Paenibacillus_sp._URB8-2
Paenibacillus_sp._Y412MC10,Bacteria,rank_2,Paenibacillus_sp._Y412MC10,Root,GH18,Bacteria,Paenibacillus_sp._Y412MC10
Paenibacillus_sp._YPD9-1,Bacteria,rank_2,Paenibacillus_sp._YPD9-1,Root,GH18,Bacteria,Paenibacillus_sp._YPD9-1
Paenibacillus_sp._YPG26,Bacteria,rank_2,Paenibacillus_sp._YPG26,Root,GH18,Bacteria,Paenibacillus_sp._YPG26
Paenibacillus_stellifer_DSM_14472,Bacteria,rank_2,Paenibacillus_stellifer_DSM_14472,Root,GH18,Bacteria,Paenibacillus_stellifer_DSM_14472
Paenibacillus_swuensis_DY6,Bacteria,rank_2,Paenibacillus_swuensis_DY6,Root,GH18,Bacteria,Paenibacillus_swuensis_DY6
Paenibacillus_terrae_HPL-003,Bacteria,rank_2,Paenibacillus_terrae_HPL-003,Root,GH18,Bacteria,Paenibacillus_terrae_HPL-003
Paenibacillus_thiaminolyticus_Mbale,Bacteria,rank_2,Paenibacillus_thiaminolyticus_Mbale,Root,GH18,Bacteria,Paenibacillus_thiaminolyticus_Mbale
