MAG	Data Origin	VIP Score	Module Color	Environmental Variable	Pathways
20150700_E35_2	Fen	1.34921726533	pink	d13C_peat	Calvin_Benson-all,CAZy-Amorphous_Cellulose,CAZy-Arabinan,CAZy-Arabinose_cleavage,CAZy-Beta_mannan,CAZy-Chitin,CAZy-Crystalline_Cellulose,CAZy-Fucose_Cleavage,CAZy-Mixed_Linkage_glucans,CAZy-Pectin,CAZy-Rhamnose_cleavage,CAZy-Starch,CAZy-Sulf_Polysachharides,CAZy-Xylans,CAZy-Xyloglucan,chemotaxis-all,flagella_assembly-all,galactose_degradation-all,lactate_fermentation-all,lactose_degradation-all,nitrogen_redox-nitrogen_fixation,reductive_glycine-acetyl_pathway,sucrose_degradation-all
3300036929_5	Fen	1.33255758301	pink	d13C_peat	acetogenesis-simple,CAZy-Amorphous_Cellulose,CAZy-Arabinan,CAZy-Arabinose_cleavage,CAZy-Beta_mannan,CAZy-Chitin,CAZy-Fucose_Cleavage,CAZy-Mixed_Linkage_glucans,CAZy-Pectin,CAZy-Polyphenolics,CAZy-Rhamnose_cleavage,CAZy-Starch,CAZy-Xylans,CAZy-Xyloglucan,fructose_degradation-all,galactose_degradation-all,lactate_fermentation-all,lactose_degradation-all,nitrogen_redox-nitrogen_fixation,sulfur_redox-assimilatory_sulfate_reduction,xylose_degradation-isomerase_pathway
20120600_E2D_41	Fen	1.19992294135	pink	d13C_peat	acetogenesis-simple,CAZy-Amorphous_Cellulose,CAZy-Arabinose_cleavage,CAZy-Beta_mannan,CAZy-Chitin,CAZy-Mixed_Linkage_glucans,CAZy-Rhamnose_cleavage,CAZy-Xylans,CAZy-Xyloglucan,chemotaxis-all,flagella_assembly-all,galactose_degradation-all,glycerol_degradation-glycerol,lactate_fermentation-all,lactose_degradation-all,mannose_degradation-all,phosphorous_redox-assimilatory_phosphonate_oxidation,reductive_glycine-acetyl_pathway,reductive_glycine-serine_pathway,xylose_degradation-isomerase_pathway
3300037085_4	Fen	1.18325353591	pink	d13C_peat	CAZy-Amorphous_Cellulose,CAZy-Arabinose_cleavage,CAZy-Beta_mannan,CAZy-Chitin,CAZy-Fucose_Cleavage,CAZy-Mixed_Linkage_glucans,CAZy-Pectin,CAZy-Rhamnose_cleavage,CAZy-Starch,CAZy-Xylans,CAZy-Xyloglucan,galactose_degradation-all,lactate_fermentation-all,lactose_degradation-all
20110800_E1D_1	Fen	1.17483271588	pink	d13C_peat	CAZy-Arabinose_cleavage,CAZy-Chitin,CAZy-Xyloglucan,galactose_degradation-all,lactate_fermentation-all,lactose_degradation-all,mannose_degradation-all,phosphorous_redox-assimilatory_phosphonate_oxidation,sucrose_degradation-all,xylose_degradation-isomerase_pathway
20110700_E1D_5	Fen	1.10404484584	pink	d13C_peat	acetogenesis-simple,CAZy-Amorphous_Cellulose,CAZy-Arabinan,CAZy-Arabinose_cleavage,CAZy-Beta_galactan__pectic_galactan_,CAZy-Beta_mannan,CAZy-Chitin,CAZy-Fucose_Cleavage,CAZy-Mixed_Linkage_glucans,CAZy-Pectin,CAZy-Rhamnose_cleavage,CAZy-Starch,CAZy-Sulf_Polysachharides,CAZy-Xylans,CAZy-Xyloglucan,fructose_degradation-all,galactose_degradation-all,lactate_fermentation-all,lactose_degradation-all,sucrose_degradation-all,xylose_degradation-isomerase_pathway
20120700_S1X_2	Bog	3.07202350157	blue	CO2.mM	CAZy-Amorphous_Cellulose,CAZy-Arabinose_cleavage,CAZy-Beta_mannan,CAZy-Chitin,CAZy-Fucose_Cleavage,CAZy-Mixed_Linkage_glucans,CAZy-Starch,CAZy-Xylans,CAZy-Xyloglucan,fructose_degradation-all,galactose_degradation-all,glycerol_degradation-glycerol,propionate_fermentation-succinate_pathway,reductive_glycine-acetyl_pathway,reductive_glycine-serine_pathway,sulfur_redox-assimilatory_sulfate_reduction,xylose_degradation-isomerase_pathway
PLGY01	Bog	2.77884951271	blue	CO2.mM	CAZy-Polyphenolics,CAZy-Rhamnose_cleavage,hydrogenotrophic_methanogenesis-all,Wood_Ljungdahl-methanogen
20170700_S25_26	Bog	2.6926532739	blue	CO2.mM	CAZy-Amorphous_Cellulose,CAZy-Arabinan,CAZy-Arabinose_cleavage,CAZy-Beta_mannan,CAZy-Chitin,CAZy-Fucose_Cleavage,CAZy-Mixed_Linkage_glucans,CAZy-Pectin,CAZy-Rhamnose_cleavage,CAZy-Starch,CAZy-Xylans,CAZy-Xyloglucan,chemotaxis-all,fructose_degradation-all,galactose_degradation-all,lactate_fermentation-all,lactose_degradation-all,reductive_glycine-acetyl_pathway,reductive_glycine-serine_pathway,sucrose_degradation-all,urea_degradation-all
20120800_S3X_7	Bog	2.32941768395	blue	CO2.mM	acetogenesis-simple,CAZy-Chitin,CAZy-Pectin,CAZy-Polyphenolics,CAZy-Rhamnose_cleavage,CAZy-Starch,fructose_degradation-all,nitrogen_redox-nitrogen_fixation,reductive_glycine-acetyl_pathway,reductive_glycine-serine_pathway,sucrose_degradation-all
20140700_E22_12	Bog	2.10488887404	blue	CO2.mM	Calvin_Benson-all,CAZy-Amorphous_Cellulose,CAZy-Beta_mannan,CAZy-Chitin,CAZy-Mixed_Linkage_glucans,CAZy-Starch,CAZy-Xylans,chemotaxis-all,galactose_degradation-all,glycerol_degradation-glycerol,glycerol_degradation-glycerone,lactate_fermentation-all,reductive_glycine-acetyl_pathway,reductive_glycine-serine_pathway,sulfur_redox-dissimilatory_sulfur_oxidation,xylose_degradation-isomerase_pathway
20110800_E3D_9	Bog	2.07842190136	blue	CO2.mM	CAZy-Amorphous_Cellulose,CAZy-Arabinose_cleavage,CAZy-Beta_mannan,CAZy-Chitin,CAZy-Mixed_Linkage_glucans,CAZy-Starch,CAZy-Xylans,CAZy-Xyloglucan,fructose_degradation-all,galactose_degradation-all,glycerol_degradation-glycerol,glycerol_degradation-glycerone,lactate_fermentation-all,reductive_glycine-acetyl_pathway,reductive_glycine-serine_pathway,sulfur_redox-assimilatory_sulfate_reduction,xylose_degradation-isomerase_pathway
20110800_S1M_17	Bog	1.97703562023	blue	CO2.mM	butanoate_fermentation-acetyl_coa_pathway,Calvin_Benson-all,CAZy-Arabinan,CAZy-Chitin,CAZy-Starch,galactose_degradation-all,glycerol_degradation-glycerol,lactate_fermentation-all,sucrose_degradation-all,sulfur_redox-assimilatory_sulfate_reduction,sulfur_redox-dissimilatory_sulfur_oxidation
20110600_S1D_11	Bog	1.9528318492	blue	CO2.mM	acetogenesis-simple,CAZy-Amorphous_Cellulose,CAZy-Arabinan,CAZy-Arabinose_cleavage,CAZy-Beta_mannan,CAZy-Chitin,CAZy-Fucose_Cleavage,CAZy-Mixed_Linkage_glucans,CAZy-Pectin,CAZy-Rhamnose_cleavage,CAZy-Starch,CAZy-Xylans,CAZy-Xyloglucan,galactose_degradation-all,lactate_fermentation-all,lactose_degradation-all,nitrogen_redox-nitrogen_fixation,sulfur_redox-assimilatory_sulfate_reduction,xylose_degradation-isomerase_pathway
20170700_S24_10	Bog	1.94929284594	blue	CO2.mM	acetogenesis-simple,CAZy-Amorphous_Cellulose,CAZy-Arabinose_cleavage,CAZy-Beta_mannan,CAZy-Chitin,CAZy-Fucose_Cleavage,CAZy-Mixed_Linkage_glucans,CAZy-Pectin,CAZy-Polyphenolics,CAZy-Rhamnose_cleavage,CAZy-Starch,CAZy-Xylans,CAZy-Xyloglucan,chemotaxis-all,galactose_degradation-all,glycerol_degradation-glycerol,lactate_fermentation-all,lactose_degradation-all,sucrose_degradation-all,sulfur_redox-assimilatory_sulfate_reduction
20120800_E1D_14	Bog	1.90594349437	blue	CO2.mM	butanoate_fermentation-acetyl_coa_pathway,CAZy-Arabinose_cleavage,CAZy-Beta_galactan__pectic_galactan_,CAZy-Chitin,CAZy-Fucose_Cleavage,CAZy-Mixed_Linkage_glucans,CAZy-Pectin,CAZy-Polyphenolics,CAZy-Rhamnose_cleavage,CAZy-Xyloglucan,chemotaxis-all,flagella_assembly-all,fructose_degradation-all,galactose_degradation-all,glycerol_degradation-glycerol,lactose_degradation-all,propionate_fermentation-succinate_pathway,sucrose_degradation-all
20160700_S15_2	Bog	1.84226177211	blue	CO2.mM	Calvin_Benson-all,CAZy-Amorphous_Cellulose,CAZy-Arabinose_cleavage,CAZy-Beta_mannan,CAZy-Chitin,CAZy-Mixed_Linkage_glucans,CAZy-Pectin,CAZy-Polyphenolics,CAZy-Rhamnose_cleavage,CAZy-Starch,CAZy-Xylans,CAZy-Xyloglucan,chemotaxis-all,ethanol_fermentation-all,fructose_degradation-all,galactose_degradation-all,lactate_fermentation-all,lactose_degradation-all,sucrose_degradation-all,sulfur_redox-assimilatory_sulfate_reduction,xylose_degradation-isomerase_pathway
20170700_S25_1	Bog	1.7877188451	blue	CO2.mM	CAZy-Amorphous_Cellulose,CAZy-Arabinan,CAZy-Arabinose_cleavage,CAZy-Beta_galactan__pectic_galactan_,CAZy-Beta_mannan,CAZy-Chitin,CAZy-Fucose_Cleavage,CAZy-Mixed_Linkage_glucans,CAZy-Pectin,CAZy-Polyphenolics,CAZy-Rhamnose_cleavage,CAZy-Starch,CAZy-Xylans,CAZy-Xyloglucan,chemotaxis-all,fructose_degradation-all,galactose_degradation-all,glycerol_degradation-glycerol,lactose_degradation-all,propionate_fermentation-succinate_pathway,sucrose_degradation-all
PLPO01	Bog	1.6958597305	blue	CO2.mM	CAZy-Amorphous_Cellulose,CAZy-Arabinan,CAZy-Arabinose_cleavage,CAZy-Beta_mannan,CAZy-Chitin,CAZy-Fucose_Cleavage,CAZy-Mixed_Linkage_glucans,CAZy-Pectin,CAZy-Rhamnose_cleavage,CAZy-Xylans,CAZy-Xyloglucan,chemotaxis-all,fructose_degradation-all,galactose_degradation-all,lactate_fermentation-all,lactose_degradation-all,sucrose_degradation-all
20170700_S25_9	Bog	1.58547302943	blue	CO2.mM	acetogenesis-simple,CAZy-Chitin,CAZy-Starch,chemotaxis-all,flagella_assembly-all
20110800_S3D_3	Bog	1.5160471296	blue	CO2.mM	CAZy-Chitin,CAZy-Mixed_Linkage_glucans,CAZy-Polyphenolics,CAZy-Starch,chemotaxis-all,galactose_degradation-all,lactate_fermentation-all,sucrose_degradation-all,sulfur_redox-assimilatory_sulfate_reduction,sulfur_redox-dissimilatory_sulfur_oxidation,xylose_degradation-isomerase_pathway
20170700_S24_5	Bog	1.44677042972	blue	CO2.mM	CAZy-Amorphous_Cellulose,CAZy-Arabinan,CAZy-Arabinose_cleavage,CAZy-Beta_galactan__pectic_galactan_,CAZy-Beta_mannan,CAZy-Chitin,CAZy-Fucose_Cleavage,CAZy-Mixed_Linkage_glucans,CAZy-Pectin,CAZy-Rhamnose_cleavage,CAZy-Xylans,CAZy-Xyloglucan,chemotaxis-all,ethanol_fermentation-all,flagella_assembly-all,fructose_degradation-all,galactose_degradation-all,lactate_fermentation-all,lactose_degradation-all,nitrogen_redox-nitrogen_fixation,sucrose_degradation-all
20170700_S25_3	Bog	1.44094691099	blue	CO2.mM	CAZy-Alpha_mannan,CAZy-Amorphous_Cellulose,CAZy-Arabinan,CAZy-Arabinose_cleavage,CAZy-Beta_galactan__pectic_galactan_,CAZy-Beta_mannan,CAZy-Chitin,CAZy-Fucose_Cleavage,CAZy-Mixed_Linkage_glucans,CAZy-Pectin,CAZy-Polyphenolics,CAZy-Rhamnose_cleavage,CAZy-Starch,CAZy-Sulf_Polysachharides,CAZy-Xylans,CAZy-Xyloglucan,chemotaxis-all,flagella_assembly-all,fructose_degradation-all,galactose_degradation-all,glycerol_degradation-glycerol,lactose_degradation-all,reductive_glycine-acetyl_pathway,reductive_glycine-serine_pathway,sucrose_degradation-all,xylose_degradation-xylonate_hydratase_pathway
20120700_S2X_13	Bog	1.41977203391	blue	CO2.mM	CAZy-Amorphous_Cellulose,CAZy-Arabinose_cleavage,CAZy-Beta_galactan__pectic_galactan_,CAZy-Beta_mannan,CAZy-Chitin,CAZy-Fucose_Cleavage,CAZy-Mixed_Linkage_glucans,CAZy-Pectin,CAZy-Polyphenolics,CAZy-Rhamnose_cleavage,CAZy-Starch,CAZy-Xylans,CAZy-Xyloglucan,galactose_degradation-all,glycerol_degradation-glycerol,lactose_degradation-all,sulfur_redox-assimilatory_sulfate_reduction,xylose_degradation-isomerase_pathway
20110800_S1D_14	Bog	1.38791001076	blue	CO2.mM	butanoate_fermentation-acetyl_coa_pathway,CAZy-Amorphous_Cellulose,CAZy-Arabinan,CAZy-Arabinose_cleavage,CAZy-Beta_mannan,CAZy-Chitin,CAZy-Fucose_Cleavage,CAZy-Mixed_Linkage_glucans,CAZy-Pectin,CAZy-Polyphenolics,CAZy-Rhamnose_cleavage,CAZy-Starch,CAZy-Sulf_Polysachharides,CAZy-Xylans,CAZy-Xyloglucan,ethanol_fermentation-all,flagella_assembly-all,fructose_degradation-all,galactose_degradation-all,galacturonic_acid_degradation-all,glycerol_degradation-glycerol,lactose_degradation-all,propionate_fermentation-succinate_pathway,sucrose_degradation-all
Bog.None.R2.T0.JGI.BFC.metaspades_bin.84_100.00_0.00	Bog	1.35900066535	blue	CO2.mM	acetogenesis-simple,CAZy-Amorphous_Cellulose,CAZy-Arabinan,CAZy-Arabinose_cleavage,CAZy-Beta_galactan__pectic_galactan_,CAZy-Beta_mannan,CAZy-Chitin,CAZy-Fucose_Cleavage,CAZy-Mixed_Linkage_glucans,CAZy-Pectin,CAZy-Polyphenolics,CAZy-Rhamnose_cleavage,CAZy-Sulf_Polysachharides,CAZy-Xylans,CAZy-Xyloglucan,chemotaxis-all,flagella_assembly-all,fructose_degradation-all,galactose_degradation-all,galacturonic_acid_degradation-all,glycerol_degradation-glycerol,lactose_degradation-all,nitrogen_redox-nitrogen_fixation,phosphorous_redox-assimilatory_phosphonate_oxidation,propionate_fermentation-succinate_pathway,sucrose_degradation-all,sulfur_redox-assimilatory_sulfate_reduction,xylose_degradation-isomerase_pathway
20110700_S3M_11	Bog	1.32065327954	blue	CO2.mM	acetogenesis-simple,CAZy-Alpha_mannan,CAZy-Amorphous_Cellulose,CAZy-Arabinan,CAZy-Arabinose_cleavage,CAZy-Beta_galactan__pectic_galactan_,CAZy-Beta_mannan,CAZy-Chitin,CAZy-Fucose_Cleavage,CAZy-Mixed_Linkage_glucans,CAZy-Pectin,CAZy-Polyphenolics,CAZy-Rhamnose_cleavage,CAZy-Sulf_Polysachharides,CAZy-Xylans,CAZy-Xyloglucan,chemotaxis-all,flagella_assembly-all,fructose_degradation-all,galactose_degradation-all,glycerol_degradation-glycerol,lactose_degradation-all,sucrose_degradation-all
20110800_S3D_19	Bog	1.24334232295	blue	CO2.mM	Calvin_Benson-all,CAZy-Amorphous_Cellulose,CAZy-Arabinose_cleavage,CAZy-Chitin,CAZy-Pectin,CAZy-Polyphenolics,CAZy-Starch,CAZy-Xylans,CAZy-Xyloglucan,chemotaxis-all,ethanol_fermentation-all,flagella_assembly-all,lactate_fermentation-all,sucrose_degradation-all,sulfur_redox-dissimilatory_sulfate_reduction
3300037175_6	Bog	1.22106766184	blue	CO2.mM	acetogenesis-simple,CAZy-Amorphous_Cellulose,CAZy-Beta_mannan,CAZy-Chitin,CAZy-Polyphenolics,CAZy-Rhamnose_cleavage,CAZy-Starch,chemotaxis-all,flagella_assembly-all,fructose_degradation-all,mannose_degradation-all,phosphorous_redox-assimilatory_phosphonate_oxidation,reductive_glycine-acetyl_pathway,reductive_glycine-serine_pathway,Wood_Ljungdahl-acetogen
20110800_S2M_3	Bog	1.21711535348	blue	CO2.mM	acetogenesis-simple,CAZy-Amorphous_Cellulose,CAZy-Arabinan,CAZy-Arabinose_cleavage,CAZy-Beta_galactan__pectic_galactan_,CAZy-Beta_mannan,CAZy-Chitin,CAZy-Fucose_Cleavage,CAZy-Mixed_Linkage_glucans,CAZy-Pectin,CAZy-Polyphenolics,CAZy-Rhamnose_cleavage,CAZy-Starch,CAZy-Xylans,CAZy-Xyloglucan,chemotaxis-all,flagella_assembly-all,fructose_degradation-all,galactose_degradation-all,galacturonic_acid_degradation-all,glycerol_degradation-glycerol,lactate_fermentation-all,lactose_degradation-all,sucrose_degradation-all,xylose_degradation-xylonate_hydratase_pathway
20170700_S25_36	Bog	1.20542325911	blue	CO2.mM	Calvin_Benson-all,CAZy-Alpha_mannan,CAZy-Amorphous_Cellulose,CAZy-Chitin,CAZy-Mixed_Linkage_glucans,CAZy-Polyphenolics,CAZy-Starch,CAZy-Xylans,ethanol_fermentation-all,fructose_degradation-all,galactose_degradation-all,lactate_fermentation-all,sucrose_degradation-all,sulfur_redox-assimilatory_sulfate_reduction,sulfur_redox-dissimilatory_sulfur_oxidation
20170700_S25_14	Bog	1.20233402923	blue	CO2.mM	acetogenesis-simple,CAZy-Amorphous_Cellulose,CAZy-Arabinan,CAZy-Arabinose_cleavage,CAZy-Beta_mannan,CAZy-Chitin,CAZy-Fucose_Cleavage,CAZy-Mixed_Linkage_glucans,CAZy-Pectin,CAZy-Polyphenolics,CAZy-Rhamnose_cleavage,CAZy-Starch,CAZy-Xylans,CAZy-Xyloglucan,chemotaxis-all,flagella_assembly-all,galactose_degradation-all,lactate_fermentation-all,lactose_degradation-all,sucrose_degradation-all
PLGF01	Bog	1.1946874167	blue	CO2.mM	acetogenesis-simple,CAZy-Amorphous_Cellulose,CAZy-Arabinan,CAZy-Arabinose_cleavage,CAZy-Beta_mannan,CAZy-Chitin,CAZy-Fucose_Cleavage,CAZy-Mixed_Linkage_glucans,CAZy-Pectin,CAZy-Polyphenolics,CAZy-Rhamnose_cleavage,CAZy-Starch,CAZy-Sulf_Polysachharides,CAZy-Xylans,CAZy-Xyloglucan,chemotaxis-all,flagella_assembly-all,galactose_degradation-all,lactose_degradation-all,reductive_glycine-acetyl_pathway,sulfur_redox-assimilatory_sulfate_reduction,xylose_degradation-isomerase_pathway
20130700_S3Z_1	Bog	1.15352909459	blue	CO2.mM	CAZy-Alpha_mannan,CAZy-Amorphous_Cellulose,CAZy-Arabinan,CAZy-Arabinose_cleavage,CAZy-Beta_mannan,CAZy-Chitin,CAZy-Fucose_Cleavage,CAZy-Mixed_Linkage_glucans,CAZy-Pectin,CAZy-Polyphenolics,CAZy-Starch,CAZy-Sulf_Polysachharides,CAZy-Xylans,CAZy-Xyloglucan,chemotaxis-all,ethanol_fermentation-all,flagella_assembly-all,fructose_degradation-all,galactose_degradation-all,glycerol_degradation-glycerol,lactate_fermentation-all,sucrose_degradation-all,sulfur_redox-assimilatory_sulfate_reduction,xylose_degradation-isomerase_pathway
20110600_S1D_17	Bog	1.10458298823	blue	CO2.mM	CAZy-Amorphous_Cellulose,CAZy-Arabinan,CAZy-Arabinose_cleavage,CAZy-Beta_galactan__pectic_galactan_,CAZy-Beta_mannan,CAZy-Chitin,CAZy-Fucose_Cleavage,CAZy-Mixed_Linkage_glucans,CAZy-Pectin,CAZy-Polyphenolics,CAZy-Rhamnose_cleavage,CAZy-Starch,CAZy-Sulf_Polysachharides,CAZy-Xylans,CAZy-Xyloglucan,fructose_degradation-all,galactose_degradation-all,galacturonic_acid_degradation-all,lactose_degradation-all,nitrogen_redox-nitrogen_fixation,sucrose_degradation-all
20140700_E14_11	Bog	1.10241534996	blue	CO2.mM	CAZy-Amorphous_Cellulose,CAZy-Beta_mannan,CAZy-Chitin,CAZy-Fucose_Cleavage,CAZy-Mixed_Linkage_glucans,CAZy-Starch,CAZy-Xylans,CAZy-Xyloglucan,flagella_assembly-all,fructose_degradation-all,galactose_degradation-all,galacturonic_acid_degradation-all,glycerol_degradation-glycerol,glycerol_degradation-glycerone,lactate_fermentation-all,propionate_fermentation-succinate_pathway,reductive_glycine-acetyl_pathway,reductive_glycine-serine_pathway,sucrose_degradation-all,sulfur_redox-assimilatory_sulfate_reduction,xylose_degradation-isomerase_pathway
20170700_S24_9	Bog	1.07017281303	blue	CO2.mM	acetogenesis-simple,CAZy-Amorphous_Cellulose,CAZy-Arabinan,CAZy-Arabinose_cleavage,CAZy-Beta_galactan__pectic_galactan_,CAZy-Beta_mannan,CAZy-Chitin,CAZy-Fucose_Cleavage,CAZy-Mixed_Linkage_glucans,CAZy-Pectin,CAZy-Rhamnose_cleavage,CAZy-Starch,CAZy-Sulf_Polysachharides,CAZy-Xylans,CAZy-Xyloglucan,chemotaxis-all,ethanol_fermentation-all,flagella_assembly-all,galactose_degradation-all,glycerol_degradation-glycerol,lactose_degradation-all,nitrogen_redox-nitrogen_fixation,sucrose_degradation-all,xylose_degradation-isomerase_pathway
20120500_P28_11	Bog	1.02706952562	blue	CO2.mM	CAZy-Amorphous_Cellulose,CAZy-Arabinan,CAZy-Arabinose_cleavage,CAZy-Beta_mannan,CAZy-Chitin,CAZy-Fucose_Cleavage,CAZy-Mixed_Linkage_glucans,CAZy-Pectin,CAZy-Polyphenolics,CAZy-Rhamnose_cleavage,CAZy-Xylans,CAZy-Xyloglucan,chemotaxis-all,ethanol_fermentation-all,fructose_degradation-all,galactose_degradation-all,lactate_fermentation-all,lactose_degradation-all,sucrose_degradation-all,xylose_degradation-isomerase_pathway
20160700_S14_9	Bog	1.01963202066	blue	CO2.mM	acetogenesis-simple,Calvin_Benson-all,CAZy-Arabinose_cleavage,CAZy-Chitin,CAZy-Mixed_Linkage_glucans,CAZy-Pectin,CAZy-Polyphenolics,CAZy-Starch,chemotaxis-all,flagella_assembly-all,fructose_degradation-all,glycerol_degradation-glycerol,lactate_fermentation-all,nitrogen_redox-nitrogen_fixation,phosphorous_redox-assimilatory_phosphonate_oxidation,sulfur_redox-assimilatory_sulfate_reduction,sulfur_redox-dissimilatory_sulfur_oxidation,urea_degradation-all
20120800_E1D_14	All	3.24877167392	brown	TN.mM	butanoate_fermentation-acetyl_coa_pathway,CAZy-Arabinose_cleavage,CAZy-Beta_galactan__pectic_galactan_,CAZy-Chitin,CAZy-Fucose_Cleavage,CAZy-Mixed_Linkage_glucans,CAZy-Pectin,CAZy-Polyphenolics,CAZy-Rhamnose_cleavage,CAZy-Xyloglucan,chemotaxis-all,flagella_assembly-all,fructose_degradation-all,galactose_degradation-all,glycerol_degradation-glycerol,lactose_degradation-all,propionate_fermentation-succinate_pathway,sucrose_degradation-all
20110800_S2M_3	All	2.76768415866	brown	TN.mM	acetogenesis-simple,CAZy-Amorphous_Cellulose,CAZy-Arabinan,CAZy-Arabinose_cleavage,CAZy-Beta_galactan__pectic_galactan_,CAZy-Beta_mannan,CAZy-Chitin,CAZy-Fucose_Cleavage,CAZy-Mixed_Linkage_glucans,CAZy-Pectin,CAZy-Polyphenolics,CAZy-Rhamnose_cleavage,CAZy-Starch,CAZy-Xylans,CAZy-Xyloglucan,chemotaxis-all,flagella_assembly-all,fructose_degradation-all,galactose_degradation-all,galacturonic_acid_degradation-all,glycerol_degradation-glycerol,lactate_fermentation-all,lactose_degradation-all,sucrose_degradation-all,xylose_degradation-xylonate_hydratase_pathway
Bog.None.R2.T0.JGI.BFC.metaspades_bin.84_100.00_0.00	All	2.20971528247	brown	TN.mM	acetogenesis-simple,CAZy-Amorphous_Cellulose,CAZy-Arabinan,CAZy-Arabinose_cleavage,CAZy-Beta_galactan__pectic_galactan_,CAZy-Beta_mannan,CAZy-Chitin,CAZy-Fucose_Cleavage,CAZy-Mixed_Linkage_glucans,CAZy-Pectin,CAZy-Polyphenolics,CAZy-Rhamnose_cleavage,CAZy-Sulf_Polysachharides,CAZy-Xylans,CAZy-Xyloglucan,chemotaxis-all,flagella_assembly-all,fructose_degradation-all,galactose_degradation-all,galacturonic_acid_degradation-all,glycerol_degradation-glycerol,lactose_degradation-all,nitrogen_redox-nitrogen_fixation,phosphorous_redox-assimilatory_phosphonate_oxidation,propionate_fermentation-succinate_pathway,sucrose_degradation-all,sulfur_redox-assimilatory_sulfate_reduction,xylose_degradation-isomerase_pathway
20120600_S2D_17	All	2.13123526223	brown	TN.mM	butanoate_fermentation-acetyl_coa_pathway,CAZy-Mixed_Linkage_glucans,CAZy-Starch,fructose_degradation-all,glycerol_degradation-glycerol,lactate_fermentation-all,sucrose_degradation-all,sulfur_redox-assimilatory_sulfate_reduction,sulfur_redox-dissimilatory_sulfur_oxidation,urea_degradation-all
20110600_S1D_11	All	2.01875272186	brown	TN.mM	acetogenesis-simple,CAZy-Amorphous_Cellulose,CAZy-Arabinan,CAZy-Arabinose_cleavage,CAZy-Beta_mannan,CAZy-Chitin,CAZy-Fucose_Cleavage,CAZy-Mixed_Linkage_glucans,CAZy-Pectin,CAZy-Rhamnose_cleavage,CAZy-Starch,CAZy-Xylans,CAZy-Xyloglucan,galactose_degradation-all,lactate_fermentation-all,lactose_degradation-all,nitrogen_redox-nitrogen_fixation,sulfur_redox-assimilatory_sulfate_reduction,xylose_degradation-isomerase_pathway
20140700_E14_11	All	1.77998956348	brown	TN.mM	CAZy-Amorphous_Cellulose,CAZy-Beta_mannan,CAZy-Chitin,CAZy-Fucose_Cleavage,CAZy-Mixed_Linkage_glucans,CAZy-Starch,CAZy-Xylans,CAZy-Xyloglucan,flagella_assembly-all,fructose_degradation-all,galactose_degradation-all,galacturonic_acid_degradation-all,glycerol_degradation-glycerol,glycerol_degradation-glycerone,lactate_fermentation-all,propionate_fermentation-succinate_pathway,reductive_glycine-acetyl_pathway,reductive_glycine-serine_pathway,sucrose_degradation-all,sulfur_redox-assimilatory_sulfate_reduction,xylose_degradation-isomerase_pathway
20120800_S3X_7	All	1.71046013023	brown	TN.mM	acetogenesis-simple,CAZy-Chitin,CAZy-Pectin,CAZy-Polyphenolics,CAZy-Rhamnose_cleavage,CAZy-Starch,fructose_degradation-all,nitrogen_redox-nitrogen_fixation,reductive_glycine-acetyl_pathway,reductive_glycine-serine_pathway,sucrose_degradation-all
20120600_S1D_7	All	1.6872951753	brown	TN.mM	CAZy-Amorphous_Cellulose,CAZy-Arabinose_cleavage,CAZy-Beta_mannan,CAZy-Chitin,CAZy-Fucose_Cleavage,CAZy-Mixed_Linkage_glucans,CAZy-Rhamnose_cleavage,CAZy-Xylans,CAZy-Xyloglucan,fructose_degradation-all,galactose_degradation-all,lactate_fermentation-all,lactose_degradation-all,phosphorous_redox-assimilatory_phosphonate_oxidation,sucrose_degradation-all,xylose_degradation-isomerase_pathway
20110700_S3M_11	All	1.60030382803	brown	TN.mM	acetogenesis-simple,CAZy-Alpha_mannan,CAZy-Amorphous_Cellulose,CAZy-Arabinan,CAZy-Arabinose_cleavage,CAZy-Beta_galactan__pectic_galactan_,CAZy-Beta_mannan,CAZy-Chitin,CAZy-Fucose_Cleavage,CAZy-Mixed_Linkage_glucans,CAZy-Pectin,CAZy-Polyphenolics,CAZy-Rhamnose_cleavage,CAZy-Sulf_Polysachharides,CAZy-Xylans,CAZy-Xyloglucan,chemotaxis-all,flagella_assembly-all,fructose_degradation-all,galactose_degradation-all,glycerol_degradation-glycerol,lactose_degradation-all,sucrose_degradation-all
20130700_C2X_13	All	1.55164773772	brown	TN.mM	CAZy-Amorphous_Cellulose,CAZy-Beta_mannan,CAZy-Chitin,CAZy-Mixed_Linkage_glucans,CAZy-Starch,CAZy-Xylans,chemotaxis-all,glycerol_degradation-glycerol,glycerol_degradation-glycerone,lactate_fermentation-all,reductive_glycine-acetyl_pathway,xylose_degradation-isomerase_pathway
