genome	taxonomy	completeness	contamination
Bog.None.R2.T0.trimmomatic.megahit_bin.16_100.00_1.76	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Azospirillales;f__Azospirillaceae;g__BOG-933;s__BOG-933 sp003165295	100.00	1.76
Palsa.Unlabelled.R2.T2.F3.trimmomatic.megahit_bin.27_93.45_1.76	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Koribacteraceae;g__Sulfotelmatobacter;s__	93.45	1.76
Fen.Unlabelled.R1.T2.F3.trimmomatic.metaspades_bin.12_80.43_0.99	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__Paludibacter;s__	80.43	0.99
Palsa.Unlabelled.R3.T3.F1.trimmomatic.metaspades_bin.96_85.76_0.00	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Berkiellales;f__;g__;s__	85.76	0.00
Bog.Unlabelled.R3.T1.F3.trimmomatic.megahit_bin.120_76.88_3.45	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terracidiphilus;s__	76.88	3.45
Bog.Labelled.R1.T3.F3.trimmomatic.metaspades_bin.18_90.76_1.29	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terracidiphilus;s__	90.76	1.29
Bog.Unlabelled.R3.T1.F3.trimmomatic.metaspades_bin.18_84.81_3.85	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__;s__	84.81	3.85
Bog.Unlabelled.R1.T1.F3.trimmomatic.megahit_bin.36_84.59_2.15	d__Bacteria;p__Planctomycetota;c__UBA11346;o__UBA11346;f__UBA11346;g__BOG-1363;s__BOG-1363 sp003136555	84.59	2.15
Palsa.Unlabelled.R3.T2.F3.trimmomatic.megahit_bin.50_95.65_3.00	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__Palsa-1447;s__Palsa-1447 sp003140665	95.65	3.00
Bog.Labelled.R1.T3.F1.JGI.BFC.metaspades_bin.31_94.52_2.78	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__Palsa-1447;s__	94.52	2.78
Fen.Unlabelled.R2.T3.F3.JGI.BFC.metaspades_bin.16_91.37_0.91	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terracidiphilus;s__	91.37	0.91
Bog.Labelled.R2.T2.F3.trimmomatic.megahit_bin.39_87.46_7.60	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terracidiphilus;s__	87.46	7.60
Palsa.Unlabelled.R1.T3.F1.trimmomatic.megahit_bin.52_76.21_4.31	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__Rhodanobacter;s__	76.21	4.31
Fen.Unlabelled.R2.T3.F1.trimmomatic.metaspades_bin.34_85.13_0.00	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA1402;g__UBA8389;s__	85.13	0.00
Bog.None.R1.T0.trimmomatic.megahit_bin.125_78.45_6.74	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__;s__	78.45	6.74
Palsa.Labelled.R3.T3.F1.trimmomatic.metaspades_bin.52_82.97_6.84	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__UBA7541;f__UBA7541;g__Palsa-295;s__	82.97	6.84
Bog.Unlabelled.R3.T2.F3.JGI.BFC.metaspades_bin.110_95.26_1.50	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Novosphingobium;s__	95.26	1.50
Fen.Unlabelled.R1.T1.F1.JGI.BFC.metaspades_bin.31_96.01_2.04	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__UBA1794;s__UBA1794 sp002315435	96.01	2.04
Bog.Labelled.R1.T3.F1.trimmomatic.metaspades_bin.38_81.40_1.11	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA6186;f__UBA6186;g__UBA6186;s__	81.40	1.11
Bog.Unlabelled.R3.T2.F3.trimmomatic.megahit_bin.149_84.95_6.14	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__BOG-930;s__	84.95	6.14
Bog.Labelled.R1.T2.F3.trimmomatic.metaspades_bin.140_70.04_8.62	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terracidiphilus;s__	70.04	8.62
Palsa.Labelled.R3.T3.F1.trimmomatic.metaspades_bin.116_96.51_1.27	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__DHC34;s__	96.51	1.27
Bog.Unlabelled.R3.T2.F3.trimmomatic.megahit_bin.72_77.15_3.39	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Novosphingobium;s__Novosphingobium sp001519065	77.15	3.39
Bog.Unlabelled.R3.T2.F2.trimmomatic.metaspades_bin.82_98.44_2.07	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Glaciihabitans;s__	98.44	2.07
Palsa.Labelled.R3.T2.F3.JGI.BFC.metaspades_bin.20_79.66_0.00	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__Rhodanobacter;s__	79.66	0.00
Bog.None.R3.T0.JGI.BFC.metaspades_bin.357_74.93_3.95	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__;s__	74.93	3.95
Bog.Labelled.R1.T3.F3.trimmomatic.megahit_bin.59_94.52_5.37	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__Palsa-1447;s__	94.52	5.37
Palsa.Labelled.R2.T2.F2.JGI.BFC.metaspades_bin.17_74.02_3.03	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Mucilaginibacter;s__	74.02	3.03
Fen.Unlabelled.R3.T1.F1.trimmomatic.metaspades_bin.41_70.31_1.52	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Rahnella;s__Rahnella inusitata	70.31	1.52
Bog.Labelled.R3.T2.F3.trimmomatic.metaspades_bin.99_94.91_3.21	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Acidocella;s__	94.91	3.21
Palsa.Unlabelled.R2.T3.F3.JGI.BFC.metaspades_bin.172_96.74_1.09	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Herminiimonas;s__	96.74	1.09
Bog.Unlabelled.R3.T3.F3.trimmomatic.metaspades_bin.180_95.25_4.11	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__;s__	95.25	4.11
Palsa.Labelled.R1.T2.F1.trimmomatic.metaspades_bin.28_81.65_1.01	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__UBA8621;s__	81.65	1.01
Bog.Labelled.R1.T2.F1.trimmomatic.megahit_bin.104_71.39_1.45	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__Palsa-1447;s__	71.39	1.45
Palsa.Labelled.R3.T3.F2.trimmomatic.megahit_bin.113_84.64_3.51	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Roseiarcus;s__Roseiarcus sp003164825	84.64	3.51
Palsa.Labelled.R3.T1.F2.trimmomatic.metaspades_bin.56_85.53_1.05	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Roseiarcus;s__Roseiarcus sp003164825	85.53	1.05
Fen.Labelled.R2.T3.F4.trimmomatic.megahit_bin.29_78.55_1.19	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Polaromonas;s__	78.55	1.19
Bog.Unlabelled.R2.T3.F1.JGI.BFC.metaspades_bin.103_75.80_3.42	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Koribacteraceae;g__Bog-209;s__Bog-209 sp003162935	75.80	3.42
Palsa.Labelled.R2.T3.F2.trimmomatic.metaspades_bin.12_75.82_6.84	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__UBA7541;f__UBA7541;g__UBA7541;s__	75.82	6.84
Bog.None.R3.T0.JGI.BFC.metaspades_bin.67_94.59_4.70	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__Bog-793;g__Fen-455;s__Fen-455 sp003140595	94.59	4.70
Palsa.Labelled.R3.T1.F1.trimmomatic.metaspades_bin.11_82.31_7.58	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Streptosporangiales;f__Streptosporangiaceae;g__Bog-532;s__	82.31	7.58
Palsa.Unlabelled.R2.T2.F2.JGI.BFC.metaspades_bin.39_80.60_7.87	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Streptosporangiales;f__Streptosporangiaceae;g__Bog-532;s__	80.60	7.87
Palsa.None.R2.T0.JGI.BFC.metaspades_bin.39_88.55_2.00	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__UBA8621;s__	88.55	2.00
Bog.Labelled.R3.T1.F1.trimmomatic.megahit_bin.28_81.89_7.15	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terracidiphilus;s__	81.89	7.15
Bog.Unlabelled.R3.T3.F3.trimmomatic.megahit_bin.65_90.45_9.36	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__;s__	90.45	9.36
Fen.Unlabelled.R2.T3.F1.trimmomatic.megahit_bin.63_90.69_6.75	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA1715;g__;s__	90.69	6.75
Palsa.Unlabelled.R2.T3.F2.JGI.BFC.metaspades_bin.48_82.86_2.92	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__Rhodanobacter;s__	82.86	2.92
Bog.None.R1.T0.trimmomatic.megahit_bin.88_94.13_4.20	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__;s__	94.13	4.20
Bog.None.R3.T0.JGI.BFC.metaspades_bin.37_91.86_1.77	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terracidiphilus;s__	91.86	1.77
Bog.Unlabelled.R1.T1.F1.JGI.BFC.metaspades_bin.50_94.86_4.46	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Herbaspirillum;s__	94.86	4.46
Bog.Unlabelled.R1.T2.F2.trimmomatic.megahit_bin.39_84.41_7.28	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terracidiphilus;s__	84.41	7.28
Bog.Unlabelled.R1.T2.F1.trimmomatic.megahit_bin.69_87.87_8.93	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terracidiphilus;s__	87.87	8.93
Palsa.Labelled.R2.T2.F2.JGI.BFC.metaspades_bin.42_95.48_2.84	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__UBA1161;f__UBA1161;g__;s__	95.48	2.84
Bog.Unlabelled.R3.T2.F3.trimmomatic.metaspades_bin.94_82.02_1.75	d__Bacteria;p__Acidobacteriota;c__Holophagae;o__Holophagales;f__Holophagaceae;g__Holophaga;s__	82.02	1.75
Palsa.Labelled.R1.T2.F3.trimmomatic.metaspades_bin.43_95.16_1.13	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__DHC34;s__	95.16	1.13
Fen.Unlabelled.R2.T1.F2.trimmomatic.megahit_bin.2_98.91_0.61	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Rahnella;s__Rahnella inusitata	98.91	0.61
Bog.Unlabelled.R1.T2.F2.trimmomatic.megahit_bin.66_94.44_0.88	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Bryobacterales;f__Bryobacteraceae;g__BOG-234;s__	94.44	0.88
Palsa.Unlabelled.R1.T3.F1.JGI.BFC.metaspades_bin.147_88.08_0.29	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Berkiellales;f__;g__;s__	88.08	0.29
Bog.Labelled.R3.T2.F1.trimmomatic.megahit_bin.25_73.75_4.91	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__Pedosphaeraceae;g__UBA11358;s__	73.75	4.91
Fen.Labelled.R1.T2.F3.trimmomatic.megahit_bin.5_87.84_4.08	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA1402;g__UBA8389;s__	87.84	4.08
Bog.Labelled.R1.T2.F2.trimmomatic.metaspades_bin.17_95.70_0.54	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__Paludibacter;s__	95.70	0.54
Bog.Labelled.R1.T2.F2.JGI.BFC.metaspades_bin.2_85.50_2.88	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__Palsa-1447;s__	85.50	2.88
Fen.Unlabelled.R2.T1.F2.trimmomatic.metaspades_bin.33_72.84_2.74	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__Paludibacter;s__	72.84	2.74
Palsa.Unlabelled.R3.T3.F3.trimmomatic.metaspades_bin.17_82.23_1.10	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__ATCC43930;f__Stellaceae;g__;s__	82.23	1.10
Bog.Unlabelled.R1.T3.F1.trimmomatic.megahit_bin.11_97.67_0.74	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cytophagaceae;g__Cytophaga;s__	97.67	0.74
Palsa.Unlabelled.R2.T2.F2.JGI.BFC.metaspades_bin.16_78.78_3.57	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__Rhodanobacter;s__	78.78	3.57
Palsa.Labelled.R2.T3.F1.trimmomatic.metaspades_bin.31_87.45_2.00	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__UBA8621;s__	87.45	2.00
Bog.Unlabelled.R1.T3.F1.JGI.BFC.metaspades_bin.4_93.11_0.40	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cytophagaceae;g__Cytophaga;s__	93.11	0.40
Palsa.Labelled.R3.T2.F1.trimmomatic.metaspades_bin.23_75.15_2.74	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__Palsa-1447;s__Palsa-1447 sp003140665	75.15	2.74
Palsa.Labelled.R1.T1.F2.JGI.BFC.metaspades_bin.8_93.16_8.55	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__UBA7541;f__UBA7541;g__UBA7541;s__	93.16	8.55
Bog.Labelled.R1.T1.F2.trimmomatic.metaspades_bin.42_79.93_0.58	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__;s__	79.93	0.58
Bog.Unlabelled.R3.T3.F3.JGI.BFC.metaspades_bin.79_89.46_0.86	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terracidiphilus;s__	89.46	0.86
Fen.Labelled.R1.T3.F4.trimmomatic.megahit_bin.23_97.79_1.01	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Glaciihabitans;s__	97.79	1.01
Bog.Labelled.R1.T1.F1.JGI.BFC.metaspades_bin.95_92.26_8.95	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__Bog-1198;s__	92.26	8.95
Palsa.Labelled.R3.T3.F3.trimmomatic.megahit_bin.21_86.01_5.34	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Palsa-465;s__	86.01	5.34
Bog.Unlabelled.R2.T1.F1.JGI.BFC.metaspades_bin.21_95.74_5.82	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Herbaspirillum;s__	95.74	5.82
Bog.Labelled.R1.T2.F1.JGI.BFC.metaspades_bin.3_72.15_1.66	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__UBA10324;g__;s__	72.15	1.66
Bog.Unlabelled.R1.T3.F1.trimmomatic.megahit_bin.28_79.76_2.59	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terracidiphilus;s__	79.76	2.59
Bog.Labelled.R1.T3.F3.trimmomatic.metaspades_bin.94_94.99_5.66	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Bryobacterales;f__Bryobacteraceae;g__;s__	94.99	5.66
Bog.Labelled.R2.T3.F3.JGI.BFC.metaspades_bin.19_77.26_4.58	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terracidiphilus;s__	77.26	4.58
Palsa.Labelled.R1.T3.F2.trimmomatic.metaspades_bin.24_86.93_2.24	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Dinghuibacter;s__	86.93	2.24
Bog.Unlabelled.R2.T2.F3.JGI.BFC.metaspades_bin.45_97.33_0.05	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Koribacteraceae;g__Bog-209;s__Bog-209 sp003162935	97.33	0.05
Bog.Unlabelled.R3.T2.F3.trimmomatic.metaspades_bin.7_94.29_1.75	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Azospirillales;f__Azospirillaceae;g__BOG-933;s__BOG-933 sp003165295	94.29	1.75
Bog.Labelled.R3.T2.F3.JGI.BFC.metaspades_bin.78_80.76_1.05	d__Bacteria;p__Acidobacteriota;c__Holophagae;o__Holophagales;f__Holophagaceae;g__Holophaga;s__	80.76	1.05
Fen.Unlabelled.R1.T3.F2.trimmomatic.megahit_bin.48_74.56_5.26	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E mohnii	74.56	5.26
Bog.Labelled.R2.T2.F3.JGI.BFC.metaspades_bin.51_93.16_6.27	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__Bog-515;s__Bog-515 sp003155135	93.16	6.27
Fen.Labelled.R3.T1.F2.JGI.BFC.metaspades_bin.19_97.98_1.41	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__UBA1794;s__UBA1794 sp002315435	97.98	1.41
Bog.Labelled.R1.T3.F1.trimmomatic.megahit_bin.48_83.75_7.73	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terracidiphilus;s__	83.75	7.73
Bog.Unlabelled.R3.T1.F3.trimmomatic.metaspades_bin.93_95.85_8.48	d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__PALSA-1152;s__	95.85	8.48
Fen.Labelled.R1.T3.F4.trimmomatic.megahit_bin.67_87.91_2.85	d__Bacteria;p__Fibrobacterota;c__Fibrobacteria;o__UBA5070;f__UBA5070;g__UBA5070;s__	87.91	2.85
Bog.None.R3.T0.JGI.BFC.metaspades_bin.86_93.04_5.39	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__;s__	93.04	5.39
Bog.Unlabelled.R2.T1.F3.trimmomatic.megahit_bin.61_84.80_5.75	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Roseiarcus;s__	84.80	5.75
Palsa.Unlabelled.R2.T3.F1.trimmomatic.megahit_bin.14_77.76_1.72	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__Rhodanobacter;s__	77.76	1.72
Palsa.Labelled.R1.T1.F3.trimmomatic.megahit_bin.30_71.28_5.56	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__Palsa-688;g__;s__	71.28	5.56
Bog.Labelled.R1.T2.F3.trimmomatic.metaspades_bin.10_90.41_5.96	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Koribacteraceae;g__TOLSYN;s__	90.41	5.96
Palsa.Labelled.R3.T3.F1.trimmomatic.metaspades_bin.40_81.75_1.01	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Dinghuibacter;s__	81.75	1.01
Palsa.Unlabelled.R2.T2.F2.JGI.BFC.metaspades_bin.46_90.64_8.67	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__Rhodanobacter;s__	90.64	8.67
Bog.Unlabelled.R1.T2.F3.trimmomatic.megahit_bin.122_85.52_0.86	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Vitreoscilla_A;s__	85.52	0.86
Bog.Unlabelled.R1.T1.F3.trimmomatic.metaspades_bin.30_82.12_6.42	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Bradyrhizobium;s__	82.12	6.42
Bog.Unlabelled.R2.T2.F2.trimmomatic.metaspades_bin.131_87.54_1.14	d__Bacteria;p__Planctomycetota;c__UBA11346;o__UBA11346;f__UBA11346;g__BOG-1363;s__BOG-1363 sp003136555	87.54	1.14
Bog.Labelled.R1.T3.F2.JGI.BFC.metaspades_bin.40_97.30_5.44	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__Pedosphaeraceae;g__UBA11358;s__UBA11358 sp003139955	97.30	5.44
Palsa.Unlabelled.R1.T2.F2.trimmomatic.metaspades_bin.31_96.00_1.80	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__	96.00	1.80
Bog.Unlabelled.R2.T3.F3.trimmomatic.megahit_bin.94_98.65_5.70	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__Pedosphaeraceae;g__UBA11358;s__	98.65	5.70
Fen.Labelled.R1.T2.F3.trimmomatic.megahit_bin.22_92.19_2.44	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__	92.19	2.44
Bog.Unlabelled.R3.T1.F3.trimmomatic.megahit_bin.126_92.18_2.83	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__BOG-908;s__	92.18	2.83
Palsa.Labelled.R2.T2.F3.trimmomatic.metaspades_bin.37_97.83_1.57	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Palsa-465;s__Palsa-465 sp003165655	97.83	1.57
Palsa.Unlabelled.R3.T3.F1.trimmomatic.metaspades_bin.182_98.35_1.16	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Berkiellales;f__;g__;s__	98.35	1.16
Bog.Labelled.R3.T1.F3.trimmomatic.metaspades_bin.86_95.64_1.14	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Vitreoscilla_A;s__	95.64	1.14
Bog.Unlabelled.R2.T1.F2.trimmomatic.megahit_bin.68_77.31_7.83	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Roseiarcus;s__	77.31	7.83
Palsa.Unlabelled.R1.T3.F3.trimmomatic.megahit_bin.139_91.67_2.65	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Palsa-744;s__	91.67	2.65
Bog.Unlabelled.R3.T2.F3.trimmomatic.megahit_bin.57_76.18_5.24	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__	76.18	5.24
Palsa.Labelled.R3.T1.F3.trimmomatic.metaspades_bin.27_87.28_3.23	d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__Palsa-1150;s__	87.28	3.23
Bog.Unlabelled.R1.T2.F3.JGI.BFC.metaspades_bin.132_87.75_1.08	d__Bacteria;p__Planctomycetota;c__UBA11346;o__UBA11346;f__UBA11346;g__BOG-1363;s__BOG-1363 sp003136555	87.75	1.08
Palsa.Labelled.R3.T3.F3.JGI.BFC.metaspades_bin.52_98.20_2.10	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__Rhodanobacter;s__	98.20	2.10
Fen.Labelled.R2.T3.F4.trimmomatic.megahit_bin.64_92.25_1.81	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__	92.25	1.81
Bog.Unlabelled.R2.T2.F1.JGI.BFC.metaspades_bin.51_99.11_0.45	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cytophagaceae;g__Cytophaga;s__	99.11	0.45
Palsa.Unlabelled.R3.T1.F1.trimmomatic.metaspades_bin.35_97.73_0.57	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__UBA1161;f__UBA1161;g__;s__	97.73	0.57
Bog.Labelled.R3.T1.F3.trimmomatic.metaspades_bin.7_93.10_2.85	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Bryobacterales;f__Bryobacteraceae;g__Bog-375;s__Bog-375 sp003142185	93.10	2.85
Bog.Labelled.R1.T1.F2.trimmomatic.megahit_bin.7_80.24_3.03	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terracidiphilus;s__	80.24	3.03
