ko_id	gene_id	taxonomy
K04561	Bog.Unlabelled.R3.T1.F3.trimmomatic.megahit_bin.12_98.54_0.88_k141_937622_28	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Bryobacterales;f__Bryobacteraceae;g__Bog-375;s__Bog-375 sp003142185
K04561	Bog.Unlabelled.R3.T1.F3.trimmomatic.megahit_bin.146_76.32_3.51_k141_128729_25	d__Bacteria;p__Acidobacteriota;c__Holophagae;o__Holophagales;f__Holophagaceae;g__Holophaga;s__
K04561	Bog.Unlabelled.R3.T1.F3.trimmomatic.megahit_bin.186_86.22_6.84_k141_1988094_3	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Bryobacterales;f__Bryobacteraceae;g__;s__
K04561	Bog.Unlabelled.R3.T1.F3.trimmomatic.megahit_bin.61_94.61_1.71_k141_918961_2	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Chromobacteriaceae;g__Paludibacterium;s__
K04561	Bog.Unlabelled.R3.T1.F3.trimmomatic.metaspades_bin.197_99.12_1.75_NODE_1685_length_34727_cov_8.119837_26	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Bryobacterales;f__Bryobacteraceae;g__Bog-375;s__Bog-375 sp003142185
K04561	Bog.Unlabelled.R3.T1.F3.trimmomatic.metaspades_bin.199_72.57_0.00_NODE_11458_length_10815_cov_9.759480_10	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Rhodoblastus;s__
K04561	Bog.Unlabelled.R3.T1.F3.trimmomatic.metaspades_bin.27_95.58_1.35_NODE_878_length_47190_cov_9.616973_43	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Chromobacteriaceae;g__Paludibacterium;s__
K04561	Bog.Unlabelled.R3.T1.F3.trimmomatic.metaspades_bin.49_84.12_6.55_NODE_5637_length_17148_cov_7.592757_2	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Bryobacterales;f__Bryobacteraceae;g__;s__
K04561	Bog.Unlabelled.R3.T2.F1.trimmomatic.metaspades_bin.132_85.26_1.13_NODE_11996_length_8683_cov_4.546592_8	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Solimicrobium;s__
K04561	Bog.Unlabelled.R3.T2.F2.trimmomatic.metaspades_bin.104_95.00_2.74_NODE_11691_length_7673_cov_4.784589_6	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Bryobacterales;f__Bryobacteraceae;g__Bog-375;s__Bog-375 sp003142185
K04561	Bog.Unlabelled.R3.T2.F2.trimmomatic.metaspades_bin.104_95.00_2.74_NODE_46140_length_3037_cov_4.331321_3	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Bryobacterales;f__Bryobacteraceae;g__Bog-375;s__Bog-375 sp003142185
K04561	Bog.Unlabelled.R3.T2.F2.trimmomatic.metaspades_bin.106_85.29_3.54_NODE_18365_length_5644_cov_4.974951_3	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Bryobacterales;f__Bryobacteraceae;g__;s__
K04561	Bog.Unlabelled.R3.T2.F2.trimmomatic.metaspades_bin.22_76.59_0.75_NODE_43959_length_3135_cov_4.553896_1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Magnetospirillaceae;g__Telmatospirillum;s__
K04561	Bog.Unlabelled.R3.T2.F2.trimmomatic.metaspades_bin.60_80.55_1.99_NODE_12560_length_7302_cov_5.257210_4	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Rhodoblastus;s__
K04561	Bog.Unlabelled.R3.T2.F3.JGI.BFC.metaspades_bin.36_75.24_1.71_scaffold_8665_c1_3	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Bryobacterales;f__Bryobacteraceae;g__;s__
K04561	Bog.Unlabelled.R3.T2.F3.JGI.BFC.metaspades_bin.52_93.88_1.05_scaffold_22682_c1_1	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Bryobacterales;f__Bryobacteraceae;g__Bog-375;s__Bog-375 sp003142185
K04561	Bog.Unlabelled.R3.T2.F3.JGI.BFC.metaspades_bin.52_93.88_1.05_scaffold_8838_c1_1	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Bryobacterales;f__Bryobacteraceae;g__Bog-375;s__Bog-375 sp003142185
K04561	Bog.Unlabelled.R3.T2.F3.trimmomatic.megahit_bin.103_84.66_1.31_k141_1361988_13	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Rhodoblastus;s__
K04561	Bog.Unlabelled.R3.T2.F3.trimmomatic.megahit_bin.49_96.93_1.81_k141_1669867_11	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Bryobacterales;f__Bryobacteraceae;g__Bog-375;s__Bog-375 sp003142185
K04561	Bog.Unlabelled.R3.T2.F3.trimmomatic.megahit_bin.55_74.56_3.51_k141_1700681_13	d__Bacteria;p__Acidobacteriota;c__Holophagae;o__Holophagales;f__Holophagaceae;g__Holophaga;s__
K04561	Bog.Unlabelled.R3.T2.F3.trimmomatic.megahit_bin.55_74.56_3.51_k141_1700681_14	d__Bacteria;p__Acidobacteriota;c__Holophagae;o__Holophagales;f__Holophagaceae;g__Holophaga;s__
K04561	Bog.Unlabelled.R3.T2.F3.trimmomatic.megahit_bin.82_92.49_4.27_k141_30942_3	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Bryobacterales;f__Bryobacteraceae;g__;s__
K04561	Bog.Unlabelled.R3.T2.F3.trimmomatic.megahit_bin.90_78.35_1.49_k141_261694_12	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Magnetospirillaceae;g__Telmatospirillum;s__
K04561	Bog.Unlabelled.R3.T2.F3.trimmomatic.metaspades_bin.116_90.09_7.05_NODE_11981_length_10098_cov_7.093896_5	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Bryobacterales;f__Bryobacteraceae;g__;s__
K04561	Bog.Unlabelled.R3.T2.F3.trimmomatic.metaspades_bin.21_86.06_2.35_NODE_12654_length_9715_cov_6.076190_9	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Rhodoblastus;s__
K04561	Bog.Unlabelled.R3.T2.F3.trimmomatic.metaspades_bin.24_83.75_0.50_NODE_11769_length_10223_cov_5.420633_12	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Magnetospirillaceae;g__Telmatospirillum;s__
K04561	Bog.Unlabelled.R3.T2.F3.trimmomatic.metaspades_bin.67_97.22_1.85_NODE_1905_length_30819_cov_5.660870_4	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Bryobacterales;f__Bryobacteraceae;g__Bog-375;s__Bog-375 sp003142185
K04561	Bog.Unlabelled.R3.T3.F1.trimmomatic.metaspades_bin.106_91.22_2.71_NODE_1953_length_23151_cov_3.901152_7	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Hydrotalea;s__
K04561	Bog.Unlabelled.R3.T3.F2.trimmomatic.metaspades_bin.119_94.24_0.00_NODE_11895_length_10260_cov_5.644978_12	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Magnetospirillaceae;g__Telmatospirillum;s__
K04561	Bog.Unlabelled.R3.T3.F2.trimmomatic.metaspades_bin.119_94.24_0.00_NODE_1325_length_35798_cov_4.981535_37	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Magnetospirillaceae;g__Telmatospirillum;s__
K04561	Bog.Unlabelled.R3.T3.F2.trimmomatic.metaspades_bin.59_96.49_4.42_NODE_1356_length_35325_cov_5.432067_27	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Bryobacterales;f__Bryobacteraceae;g__;s__
K04561	Bog.Unlabelled.R3.T3.F3.JGI.BFC.metaspades_bin.128_77.19_1.75_scaffold_3854_c1_10	d__Bacteria;p__Acidobacteriota;c__Holophagae;o__Holophagales;f__Holophagaceae;g__Holophaga;s__
K04561	Bog.Unlabelled.R3.T3.F3.JGI.BFC.metaspades_bin.128_77.19_1.75_scaffold_3854_c1_11	d__Bacteria;p__Acidobacteriota;c__Holophagae;o__Holophagales;f__Holophagaceae;g__Holophaga;s__
K04561	Bog.Unlabelled.R3.T3.F3.trimmomatic.megahit_bin.119_82.46_3.51_k141_1325800_43	d__Bacteria;p__Acidobacteriota;c__Holophagae;o__Holophagales;f__Holophagaceae;g__Holophaga;s__
K04561	Bog.Unlabelled.R3.T3.F3.trimmomatic.megahit_bin.119_82.46_3.51_k141_1325800_44	d__Bacteria;p__Acidobacteriota;c__Holophagae;o__Holophagales;f__Holophagaceae;g__Holophaga;s__
K04561	Bog.Unlabelled.R3.T3.F3.trimmomatic.megahit_bin.146_84.40_4.27_k141_1086486_3	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Bryobacterales;f__Bryobacteraceae;g__;s__
K04561	Bog.Unlabelled.R3.T3.F3.trimmomatic.metaspades_bin.204_89.10_8.12_NODE_3133_length_26444_cov_5.984842_3	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Bryobacterales;f__Bryobacteraceae;g__;s__
K04561	Bog.Unlabelled.R3.T3.F3.trimmomatic.metaspades_bin.54_74.56_3.51_NODE_1515_length_40249_cov_9.777156_5	d__Bacteria;p__Acidobacteriota;c__Holophagae;o__Holophagales;f__Holophagaceae;g__Holophaga;s__
K04561	Bog.Unlabelled.R3.T3.F3.trimmomatic.metaspades_bin.54_74.56_3.51_NODE_1515_length_40249_cov_9.777156_6	d__Bacteria;p__Acidobacteriota;c__Holophagae;o__Holophagales;f__Holophagaceae;g__Holophaga;s__
K04561	Fen.Labelled.R1.T2.F4.trimmomatic.metaspades_bin.29_70.18_0.00_NODE_1781_length_8222_cov_5.912208_2	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__
K04561	Fen.Labelled.R2.T2.F4.trimmomatic.megahit_bin.12_74.94_2.70_k141_646642_7	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Rhodoblastus;s__
K04561	Fen.Labelled.R2.T2.F4.trimmomatic.megahit_bin.12_74.94_2.70_k141_785538_1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Rhodoblastus;s__
K04561	Fen.Labelled.R2.T2.F4.trimmomatic.metaspades_bin.13_76.15_2.98_NODE_1030_length_12607_cov_5.324888_8	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Rhodoblastus;s__
K04561	Fen.Labelled.R2.T2.F4.trimmomatic.metaspades_bin.13_76.15_2.98_NODE_3755_length_6173_cov_4.622262_9	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Rhodoblastus;s__
K04561	Fen.Labelled.R2.T2.F4.trimmomatic.metaspades_bin.4_88.56_1.60_NODE_822_length_14266_cov_4.827950_13	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__
K04561	Fen.Labelled.R2.T3.F3.JGI.BFC.metaspades_bin.50_82.72_4.92_scaffold_1208_c1_11	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prolixibacteraceae;g__UBA6024;s__
K04561	Fen.Labelled.R2.T3.F3.trimmomatic.megahit_bin.104_84.12_2.69_k141_1523200_3	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prolixibacteraceae;g__;s__
K04561	Fen.Labelled.R2.T3.F3.trimmomatic.megahit_bin.79_74.29_5.68_k141_72253_1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prolixibacteraceae;g__;s__
K04561	Fen.Labelled.R2.T3.F4.trimmomatic.megahit_bin.60_87.74_5.07_k141_12495_6	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Rhodoblastus;s__
K04561	Fen.Labelled.R2.T3.F4.trimmomatic.metaspades_bin.73_90.14_2.82_NODE_797_length_19959_cov_6.859777_7	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Rhodoblastus;s__
K04561	Fen.Labelled.R3.T1.F4.trimmomatic.megahit_bin.10_92.83_3.12_k141_246839_2	d__Bacteria;p__Myxococcota;c__Polyangia;o__Haliangiales;f__Haliangiaceae;g__;s__
K04561	Fen.Labelled.R3.T1.F4.trimmomatic.metaspades_bin.25_92.80_3.23_NODE_81_length_35545_cov_7.316371_25	d__Bacteria;p__Myxococcota;c__Polyangia;o__Haliangiales;f__Haliangiaceae;g__;s__
K04561	Fen.Labelled.R3.T2.F4.JGI.BFC.metaspades_bin.12_82.23_1.29_scaffold_178_c1_1	d__Bacteria;p__Myxococcota;c__Polyangia;o__Haliangiales;f__Haliangiaceae;g__;s__
K04561	Fen.Labelled.R3.T2.F4.trimmomatic.megahit_bin.52_85.43_4.35_k141_1262192_3	d__Bacteria;p__Myxococcota;c__Polyangia;o__Haliangiales;f__Haliangiaceae;g__;s__
K04561	Fen.Labelled.R3.T2.F4.trimmomatic.megahit_bin.53_71.03_2.00_k141_259008_9	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__
K04561	Fen.Labelled.R3.T2.F4.trimmomatic.metaspades_bin.47_87.63_5.16_NODE_371_length_30206_cov_6.420152_1	d__Bacteria;p__Myxococcota;c__Polyangia;o__Haliangiales;f__Haliangiaceae;g__;s__
K04561	Fen.Unlabelled.R1.T2.F2.trimmomatic.metaspades_bin.7_84.67_0.88_NODE_5147_length_5633_cov_4.457512_3	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__
K04561	Fen.Unlabelled.R1.T2.F2.trimmomatic.metaspades_bin.7_84.67_0.88_NODE_5147_length_5633_cov_4.457512_4	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__
K04561	Fen.Unlabelled.R1.T2.F3.trimmomatic.metaspades_bin.20_70.17_0.00_NODE_2234_length_6948_cov_9.348615_2	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__
K04561	Fen.Unlabelled.R1.T3.F1.JGI.BFC.metaspades_bin.57_72.73_5.56_scaffold_1296_c1_12	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prolixibacteraceae;g__UBA6024;s__
K04561	Fen.Unlabelled.R1.T3.F1.trimmomatic.metaspades_bin.40_85.32_3.49_NODE_2450_length_13689_cov_4.618894_19	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prolixibacteraceae;g__;s__
K04561	Fen.Unlabelled.R1.T3.F2.trimmomatic.megahit_bin.38_81.92_0.99_k141_1191182_7	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__AWTP1-18;s__
K04561	Fen.Unlabelled.R1.T3.F2.trimmomatic.metaspades_bin.9_83.06_0.83_NODE_372_length_27344_cov_5.814687_17	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__AWTP1-18;s__
K04561	Fen.Unlabelled.R2.T3.F1.JGI.BFC.metaspades_bin.57_85.17_9.86_scaffold_7663_c1_3	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prolixibacteraceae;g__UBA6024;s__
K04561	Fen.Unlabelled.R2.T3.F1.trimmomatic.megahit_bin.57_76.38_6.90_k141_1045272_2	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prolixibacteraceae;g__UBA6024;s__
K04561	Fen.Unlabelled.R2.T3.F1.trimmomatic.metaspades_bin.56_78.33_8.12_NODE_2429_length_13835_cov_4.682293_12	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prolixibacteraceae;g__UBA6024;s__
K04561	Fen.Unlabelled.R3.T1.F2.trimmomatic.metaspades_bin.1_79.41_0.30_NODE_5653_length_4936_cov_6.514649_9	d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__Thermodesulfovibrionales;f__UBA9935;g__Fen-1308;s__Fen-1308 sp003170655
K04561	Fen.Unlabelled.R3.T1.F4.trimmomatic.metaspades_bin.14_86.94_3.26_NODE_693_length_12723_cov_6.306205_11	d__Bacteria;p__Myxococcota;c__Polyangia;o__Haliangiales;f__Haliangiaceae;g__;s__
K04561	Fen.Unlabelled.R3.T2.F1.trimmomatic.metaspades_bin.24_71.52_5.17_NODE_2229_length_15898_cov_11.498012_4	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prolixibacteraceae;g__;s__
K04561	Fen.Unlabelled.R3.T2.F3.trimmomatic.metaspades_bin.10_74.46_4.17_NODE_4513_length_4366_cov_4.512410_2	d__Bacteria;p__Acidobacteriota;c__Holophagae;o__Holophagales;f__Holophagaceae;g__Geothrix;s__
K04561	Fen.Unlabelled.R3.T2.F3.trimmomatic.metaspades_bin.10_74.46_4.17_NODE_4513_length_4366_cov_4.512410_3	d__Bacteria;p__Acidobacteriota;c__Holophagae;o__Holophagales;f__Holophagaceae;g__Geothrix;s__
K04561	Fen.Unlabelled.R3.T2.F4.trimmomatic.metaspades_bin.25_72.44_3.51_NODE_8872_length_3720_cov_6.222101_4	d__Bacteria;p__Myxococcota;c__Polyangia;o__Haliangiales;f__Haliangiaceae;g__;s__
K04561	Fen.Unlabelled.R3.T3.F1.trimmomatic.metaspades_bin.47_85.60_2.42_NODE_2586_length_15232_cov_7.281281_9	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prolixibacteraceae;g__;s__
K04561	Fen.Unlabelled.R3.T3.F1.trimmomatic.metaspades_bin.52_86.45_5.80_NODE_1688_length_19761_cov_6.646656_12	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prolixibacteraceae;g__UBA6024;s__
K04561	Fen.Unlabelled.R3.T3.F4.trimmomatic.metaspades_bin.10_87.51_4.28_NODE_17907_length_5468_cov_2.931277_1	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__QHCA01;g__;s__
K04561	Fen.Unlabelled.R3.T3.F4.trimmomatic.metaspades_bin.10_87.51_4.28_NODE_4086_length_12155_cov_6.690992_9	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__QHCA01;g__;s__
K04561	Fen.Unlabelled.R4.T1.F4.trimmomatic.megahit_bin.13_87.56_2.90_k141_780172_15	d__Bacteria;p__Myxococcota;c__Polyangia;o__Haliangiales;f__Haliangiaceae;g__;s__
K04561	Fen.Unlabelled.R4.T3.F4.trimmomatic.megahit_bin.87_81.26_3.23_k141_1872859_8	d__Bacteria;p__Myxococcota;c__Polyangia;o__Haliangiales;f__Haliangiaceae;g__;s__
K04561	Fen.Unlabelled.R4.T3.F4.trimmomatic.megahit_bin.9_75.29_9.71_k141_1848319_4	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Frankiaceae;g__;s__
K04561	Fen.Unlabelled.R4.T3.F4.trimmomatic.megahit_bin.9_75.29_9.71_k141_380633_1	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Frankiaceae;g__;s__
K04561	Palsa.Labelled.R1.T1.F3.trimmomatic.megahit_bin.23_79.28_2.90_k141_276292_1	d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__Palsa-1150;s__
K04561	Palsa.Labelled.R1.T1.F3.trimmomatic.metaspades_bin.59_86.22_3.17_NODE_52596_length_2857_cov_2.969308_3	d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__;s__
K04561	Palsa.Labelled.R1.T2.F3.JGI.BFC.metaspades_bin.1_85.42_2.75_scaffold_11224_c1_1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Novosphingobium;s__
K04561	Palsa.Labelled.R1.T2.F3.JGI.BFC.metaspades_bin.13_96.87_1.82_scaffold_110_c1_69	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__Rhodanobacter;s__
K04561	Palsa.Labelled.R1.T2.F3.trimmomatic.megahit_bin.15_93.70_3.24_k141_1151612_5	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Novosphingobium;s__
K04561	Palsa.Labelled.R1.T2.F3.trimmomatic.metaspades_bin.41_94.96_3.14_NODE_852_length_27512_cov_6.824453_5	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Novosphingobium;s__
K04561	Palsa.Labelled.R1.T2.F3.trimmomatic.metaspades_bin.66_81.03_0.00_NODE_47_length_99322_cov_122.069832_71	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__Rhodanobacter;s__
K04561	Palsa.Labelled.R1.T3.F3.trimmomatic.metaspades_bin.8_80.52_1.19_NODE_770_length_29062_cov_4.344986_16	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Novosphingobium;s__
K04561	Palsa.Labelled.R3.T1.F3.JGI.BFC.metaspades_bin.8_98.35_2.53_scaffold_68_c1_71	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__Rhodanobacter;s__
K04561	Palsa.Labelled.R3.T2.F3.trimmomatic.metaspades_bin.117_82.97_1.62_NODE_27872_length_3649_cov_4.607958_1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Novosphingobium;s__
K04561	Palsa.None.R2.T0.JGI.BFC.metaspades_bin.319_82.00_3.81_scaffold_115959_c1_5	d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__;s__
K04561	Palsa.None.R2.T0.JGI.BFC.metaspades_bin.81_91.61_3.75_scaffold_6562_c1_22	d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__;s__
K04561	Palsa.Unlabelled.R1.T2.F2.trimmomatic.megahit_bin.33_89.94_2.84_k141_1527955_15	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Novosphingobium;s__
K04561	Palsa.Unlabelled.R1.T2.F2.trimmomatic.metaspades_bin.66_93.62_3.24_NODE_211_length_54842_cov_5.866903_1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Novosphingobium;s__
K04561	Palsa.Unlabelled.R1.T2.F2.trimmomatic.metaspades_bin.66_93.62_3.24_NODE_49223_length_2769_cov_4.327929_2	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Novosphingobium;s__
K04561	Palsa.Unlabelled.R1.T3.F2.JGI.BFC.metaspades_bin.120_98.70_3.18_scaffold_136_c1_21	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Novosphingobium;s__
K04561	Palsa.Unlabelled.R1.T3.F2.trimmomatic.megahit_bin.18_99.39_3.86_k141_198551_70	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Novosphingobium;s__
K04561	Palsa.Unlabelled.R1.T3.F2.trimmomatic.metaspades_bin.188_98.71_3.08_NODE_95_length_99845_cov_11.736938_22	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Novosphingobium;s__
K04561	Palsa.Unlabelled.R1.T3.F3.JGI.BFC.metaspades_bin.12_98.88_3.27_scaffold_181_c1_7	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Novosphingobium;s__
K04561	Palsa.Unlabelled.R1.T3.F3.trimmomatic.megahit_bin.171_99.39_2.58_k141_1630086_7	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Novosphingobium;s__
K04561	Palsa.Unlabelled.R1.T3.F3.trimmomatic.metaspades_bin.190_99.11_3.80_NODE_138_length_99494_cov_15.109846_21	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Novosphingobium;s__
K04561	Palsa.Unlabelled.R2.T2.F2.JGI.BFC.metaspades_bin.37_86.92_3.12_scaffold_17501_c1_1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Novosphingobium;s__
K04561	Palsa.Unlabelled.R2.T2.F2.JGI.BFC.metaspades_bin.37_86.92_3.12_scaffold_18793_c1_4	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Novosphingobium;s__
K04561	Palsa.Unlabelled.R2.T2.F2.trimmomatic.megahit_bin.26_93.45_3.44_k141_199366_3	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Novosphingobium;s__
K04561	Palsa.Unlabelled.R2.T3.F2.trimmomatic.metaspades_bin.125_86.46_2.92_NODE_1136_length_22545_cov_5.961894_8	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Novosphingobium;s__
K04561	Palsa.Unlabelled.R2.T3.F3.JGI.BFC.metaspades_bin.267_98.66_3.27_scaffold_377_c1_70	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Novosphingobium;s__
K04561	Palsa.Unlabelled.R2.T3.F3.trimmomatic.megahit_bin.165_98.96_4.36_k141_3342503_22	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Novosphingobium;s__
K04561	Palsa.Unlabelled.R3.T1.F3.trimmomatic.metaspades_bin.84_90.69_2.58_NODE_46875_length_2688_cov_2.515002_3	d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__;s__
K04561	Palsa.Unlabelled.R3.T2.F2.trimmomatic.metaspades_bin.29_95.00_3.12_NODE_15673_length_4975_cov_7.091463_5	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Novosphingobium;s__
