Date,Date__,DOY,ALD_palsa_135,WTD_palsa_135,ALD_bog_246,WTD_bog_246,ALD_fen_78,WTD_fen_78,ALD_tussok_9,WTD_tussok_9,ALD_bog_E,WTD_bog_E,ALD_bog_F,WTD_bog_F,staffgauge.m,ALD_palsa_center,WTD_palsa_center
8/17/2011,2011-08-17,229,-48.5,,inf,-20,inf,10,inf,-13,inf,-13,inf,-22,0.42,,
8/22/2011,2011-08-22,234,-49,,inf,-20,inf,10,inf,-13,inf,-13,inf,-20,0.4,,
8/23/2011,2011-08-23,235,-50,,inf,-18,inf,10,inf,-13,inf,-13,inf,-20,0.41,,
8/24/2011,2011-08-24,236,-50,,inf,-20,inf,9,inf,-13,inf,-13,inf,-22,0.41,,
8/25/2011,2011-08-25,237,-50,,inf,-21,inf,10,inf,-13,inf,-13,inf,-21,0.41,,
8/26/2011,2011-08-26,238,-51,,inf,-22,inf,9,inf,-13,inf,-14,inf,-23,0.4,,
8/27/2011,2011-08-27,239,-50,,inf,-13,inf,10,inf,-13,inf,-12,inf,-15,0.41,,
8/30/2011,2011-08-30,242,-51,,inf,-6,inf,11,inf,-7,inf,-4,inf,-8,0.43,,
9/1/2011,2011-09-01,244,-52,,inf,-8,inf,11,inf,-9,inf,-6,inf,-9,0.43,,
9/5/2011,2011-09-05,248,-52,,inf,-15,inf,11,inf,-13,inf,-12,inf,-13,0.42,,
9/7/2011,2011-09-07,250,-51,,inf,-12,inf,9,inf,-13,inf,-9,inf,-13,0.41,,
9/8/2011,2011-09-08,251,-55,,inf,-7,inf,10,inf,-11,inf,-7,inf,-11,0.42,,
9/9/2011,2011-09-09,252,-51.5,,inf,-4,inf,11,inf,-5,inf,-2,inf,-7,0.42,,
9/12/2011,2011-09-12,255,-52,,inf,-6,inf,11,inf,-9,inf,-5,inf,-9,0.42,,
9/13/2011,2011-09-13,256,-53,,inf,-3,inf,13,inf,-4,inf,-1,inf,-7,0.42,,
9/14/2011,2011-09-14,257,-55,,inf,-4,inf,13,inf,-7,inf,-3,inf,-5,0.43,,
9/15/2011,2011-09-15,258,-55,,inf,-3,inf,13,inf,-3,inf,-2,inf,-5,0.43,,
9/23/2011,2011-09-23,266,-54,,inf,-2,inf,14,inf,-3,inf,-1,inf,-4,0.435,,
9/28/2011,2011-09-28,271,-55,,inf,-4,inf,14,inf,-5,inf,-3,inf,-6,0.425,,
10/3/2011,2011-10-03,276,-56,,inf,-3,inf,13,inf,-5,inf,-2,inf,-6,0.42,,
10/7/2011,2011-10-07,280,-57,,inf,-1,inf,12,inf,-2,inf,0,inf,-2,0.43,,
10/9/2011,2011-10-09,282,-58,,inf,-2 ice,inf,13 ice,inf,-3 ice,inf,-1 ice,inf,-4 ice,0.43,,
10/11/2011,2011-10-11,284,-55,,inf,-2,inf,13,inf,-4,inf,-1,inf,-5,0.43,,
10/14/2011,2011-10-14,287,-56,,inf,-5,inf,12,inf,-4,inf,-3,inf,-6,0.42,,
10/19/2011,2011-10-19,292,-57,,inf,-4,inf,12,inf,-2,inf,-3,inf,-4,0.43,,
10/20/2011,2011-10-20,293,-57,,inf,-3,inf,13,inf,-3,inf,-1,inf,-4,0.43,,
10/26/2011,2011-10-26,299,-56,,inf,-5,inf,ice,inf,-7,inf,-3,inf,-8,0.43,,
10/27/2011,2011-10-27,300,-55,,inf,-4 ice,inf,13,inf,-6,inf,-4 ice,inf,-7,0.43,,
11/3/2011,2011-11-03,307,-57,,inf,-3,inf,14,inf,-4,inf,-2,inf,-5,0.44,,
11/7/2011,2011-11-07,311,-57,,inf,-3,inf,14,inf,-4,inf,-3,inf,-5,0.44,,
11/9/2011,2011-11-09,313,-57,,inf,-5,inf,13,inf,-5,inf,-3,inf,-6,0.44,,
11/14/2011,2011-11-14,318,-56,,inf,-6,inf,14,inf,-5,inf,-3,inf,-7,0.44,,
11/18/2011,2011-11-18,322,-57,,inf,-4,inf,15,inf,-5,inf,-2,inf,-6,0.45,,
11/21/2011,2011-11-21,325,-57,,inf,-4 ice,inf,ice,inf,-5 ice,inf,-3 ice,inf,-7 ice,0.45,,
11/24/2011,2011-11-24,328,-58,,inf,-5 ice,inf,ice,inf,-5 ice,inf,-3 ice,inf,-6 ice,0.44,,
11/30/2011,2011-11-30,334,-57,,inf,-5 ice,inf,ice,inf,-3 ice,inf,-4 ice,inf,-8 ice,0.45,,
5/29/2012,2012-05-29,150,-18,,-16,-6,-23,13,-16,-4,-18,-2.5,-19,-6,0.42,,
5/30/2012,2012-05-30,151,-17,,-16,-6,-25,16.5,-15.5,-4,-18.5,-2.5,-16,-6,0.43,,
5/31/2012,2012-05-31,152,-19.5,,-16.5,-5,-25,12,-28,-4,-21,-3,-16.5,-6,0.42,,
6/1/2012,2012-06-01,153,-19.5,,-16.5,-5,-25,15.5,-16,-3.5,-20.5,-2.5,-17,-5.5,0.44,,
6/2/2012,2012-06-02,154,-19.5,,-17,-4,-24,15,-18.5,-5,-21,-2.5,-18.5,-5,0.445,,
6/3/2012,2012-06-03,155,-19.5,,-20.5,-5,-25,16,-17,-5,-21.5,-2,-20.5,-5,0.46,,
6/4/2012,2012-06-04,156,-19.5,,-19.5,-6,-26,17,-17,-5,-20,-2,-19.5,-7,0.46,,
6/6/2012,2012-06-06,158,-20.5,,-23.5,-6,-26.5,13,-19.5,-5,-22,-3,-20.5,-4.5,0.48,,
6/9/2012,2012-06-09,161,-23,,-24.5,-6,-24,15,-20,-5,-25,-2.5,-21.5,-6,0.49,,
6/10/2012,2012-06-10,162,-23,,-25,-7,>-95,-13,-20,-3,-23.5,-5,-22.5,-7,0.49,,
6/12/2012,2012-06-12,164,-23.5,,-25,-3.5,>-95,15.5,-24,-4,-26,-2,-24,-3.5,0.5,,
6/14/2012,2012-06-14,166,-23.5,,-25,-5,>-95,20,-23.5,-4.5,-25.5,-2,-24,4,0.49,,
6/15/2012,2012-06-15,167,-26,,-27.5,1.5,>-95,16,-25.5,-1,-29,-1,-26.5,-2.5,0.49,,
6/17/2012,2012-06-17,169,-25.5,,-25.5,-3,>-95,18.5,-23.5,-1.5,-28.5,-1,-26.5,-3,0.485,,
6/19/2012,2012-06-19,171,-26.5,,-26.5,-2,>-95,21.5,-25,-2,-29.5,-1,-26,-3,0.48,,
6/20/2012,2012-06-20,172,-26.5,,-31,-1,>-95,17,-31,-0.5,-32,4,-29,-2,0.49,,
6/21/2012,2012-06-21,173,-26.5,,-30.5,-2,>-95,,-29.5,0,-34.5,5,-29,-2,0.49,,
6/26/2012,2012-06-26,178,-27,,-30,-3,>-95,13,-85,-2,-32.5,-0.5,-30,-4.5,0.47,,
6/27/2012,2012-06-27,179,-28,,-33,-4,>-95,13,>-95,-3,-35,-2,-32.5,-6,0.465,,
6/28/2012,2012-06-28,180,-30,,-33.5,-6,>-95,12,>-95,-3.5,-34.5,-2,-32,-5,0.46,,
6/30/2012,2012-06-30,182,-29,,-33,-8,>-95,15,>-95,-5,-34.5,-4,-33,-8,0.46,,
7/2/2012,2012-07-02,184,-31,,-34.5,-7,>-95,10,>-95,-3,-35,-3,-32,-3,0.46,,
7/5/2012,2012-07-05,187,-30,,-38,-9,>-95,8,>-95,-7,-36.5,-6,-38,-9,0.46,,
7/6/2012,2012-07-06,188,-31,,-39,-10,>-95,9,>-95,-8,-37,-7,-38.5,-10,0.45,,
7/8/2012,2012-07-08,190,-32,,-37.5,-13,>-95,9.5,>-95,-9,-36,-9,-36.5,-11,0.44,,
7/10/2012,2012-07-10,192,-32.5,,-39.5,-9,>-95,"Fråga niklas, -1? ",>-95,-6,-39,-7,-36.5,-9,0.455,,
7/11/2012,2012-07-11,193,-32.5,,-41,-11,>-95,-10,>-95,-8,-38,-8,-39,-9,0.45,,
7/12/2012,2012-07-12,194,-34,,-41,-10.5,>-95,13,>-95,-8.5,-40,-8,-38.5,-9.5,0.44,,
7/13/2012,2012-07-13,195,-33.5,,-40,-5,>-95,7.5,>-95,-4,-40.5,-3,-39.5,-5,0.46,,
7/16/2012,2012-07-16,198,-35,,-42.5,0,>-95,17,>-95,0,-43.5,1,-41.5,0,0.515,,
7/17/2012,2012-07-17,199,-35.5,,-45,-2,>-95,15,>-95,0,-46,0,-45,-3,0.52,,
7/19/2012,2012-07-19,201,-35,,-45,-1,>-95,15,>-95,0,-46,0,-42,-2,0.5,,
7/20/2012,2012-07-20,202,-35,,-46.5,0,>-95,14,>-95,0,-45.5,0,>-95,0,0.5,,
7/23/2012,2012-07-23,205,-36.5,,-47.5,-3,>-95,13,>-95,0,-48.5,0,>-95,-2,0.49,,
7/24/2012,2012-07-24,206,-36,,-45.5,-3,>-95,15,>-95,-2,-44.5,-1,>-95,-3,0.485,,
7/25/2012,2012-07-25,207,-36,,>-95,-3.5,>-95,14,>-95,-3,-48.5,-1,>-95,-4,0.47,,
7/30/2012,2012-07-30,212,-37,,>-95,-4,>-95,16,>-95,-2,-49.5,-1,>-95,-4,0.48,,
7/31/2012,2012-07-31,213,-39,,>-95,-3,>-95,12,>-95,-3,-52.5,0,>-95,-5,0.48,,
8/1/2012,2012-08-01,214,-37,,>-95,-2,>-95,16,>-95,-2,-50,0,>-95,-2,,,
8/2/2012,2012-08-02,215,-39,,>-95,-4,>-95,11,>-95,-4,>-95,-3,>-95,-4,38,,
8/6/2012,2012-08-06,219,-39.5,,>-95,-3,>-95,10,>-95,-2,>-95,-1,>-95,-3,38,,
8/7/2012,2012-08-07,220,-39.5,,>-95,-3,>-95,13,>-95,-2.5,>-95,-1,>-95,-3,38,,
8/8/2012,2012-08-08,221,-40,,>-95,-2,>-95,12,>-95,-2,>-95,0,>-95,-2,38,,
5/30/2013,2013-05-30,150,-20.5,,-21.5,-14,-28.5,20,-25,-5,-23,-10,-25,-9,39,,
5/31/2013,2013-05-31,151,-20,,-23.5,-15,-28.5,15,-26,-6,-25.5,-12,-26,<-12,39,,
6/3/2013,2013-06-03,154,-22,,-27,-16,-30,13,-28,-9,-29,-11,-28,<-12,39.5,,
6/4/2013,2013-06-04,155,-22.5,,-26,-13,-32,13,-28,-5,-26,-9,-28,-9,40,,
6/5/2013,2013-06-05,156,-23,,-26,-15,-32,13,-28,<-10,-26,<-12,-28,<-13,39,,
6/7/2013,2013-06-07,158,-23,,-29,-16,-33,15,-28.5,-10,-27.5,<-12,-28.5,<-12,39,,
6/10/2013,2013-06-10,161,-24,,-31,-7,-34.5,10,-31,-4.5,-29.5,-5,-31,-5,39,,
6/11/2013,2013-06-11,162,-25,,-29.5,-10,-35,12,-32,-4,-29,-6,-32,-7,39,,
6/12/2013,2013-06-12,163,-27,,-32,-11.5,-35.5,15,-33.5,-8.5,-32,-9,-33.5,-8.5,39,,
6/14/2013,2013-06-14,165,-28,,-33,-15,-38,16,-34,<-10,-33,<-11,-34,<-11,30,,
6/17/2013,2013-06-17,168,-27.5,,-31.5,-13,-41,17,-35,-10,-32.5,-10,-35,-11,38,,
6/18/2013,2013-06-18,169,-29,,-34,-12,-40.5,16,-35.5,-9,-34,-9,-35.5,-9.5,38,,
6/19/2013,2013-06-19,170,-28,,-33.5,-12.5,,12,-37,-10,-34,-9,-37,-10,38,,
6/20/2013,2013-06-20,171,-26.5,,-34.5,-15,,11,-36.5,<-10,-36,<-10,-36.5,<-10,37,,
6/24/2013,2013-06-24,175,-29.5,,-36,-10,,11,-39,-7,-35.5,-7,-39,-7,38,,
6/26/2013,2013-06-26,177,-31,,-37,-11,,10.5,-40,-8,-36,-8,-40,-8.5,37,,
6/27/2013,2013-06-27,178,-31,,-38,-13,,10.5,-40.5,-9,-37,-10,-40.5,-10,37,,
7/1/2013,2013-07-01,182,-32,,-40.5,-15,,10,-41,<-10,-38,<-10,-41,<-10,37,,
7/2/2013,2013-07-02,183,-32,,-41,-12,,10,-43.5,-8,-39,-9,-43.5,-9,37,,
7/3/2013,2013-07-03,184,-33,,-42,-2,,12,-43.5,0,-42,0,-43.5,-2,38,,
7/5/2013,2013-07-05,186,-34.5,,-43.5,-5,,11,-44,-4,-41,-2,-44,-3,37,,
7/8/2013,2013-07-08,189,-34,,-45.5,-7,,11,,-5,-44,-5,,-4.5,37,,
7/9/2013,2013-07-09,190,-36,,-46.5,-6.5,,11,,-3,-45,-3.5,,-5,38,,
7/11/2013,2013-07-11,192,-36,,-48,-8,,11,,-5,-46.5,-5,,-6,37,,
7/15/2013,2013-07-15,196,-36.5,,-48,-3.5,,11,,-2.5,-49,-2,,-3.5,37,,
7/16/2013,2013-07-16,197,-38,,-48.5,-3.5,,11,,-2,-50,-1.5,,-4,40,,
7/17/2013,2013-07-17,198,-39,,-50,-4,,11,,-2.5,-50,-2,,-3,37,,
7/18/2013,2013-07-18,199,-39,,-49.5,-5,,10.5,,-3,-50.5,-2,,-4,37,,
7/19/2013,2013-07-19,200,-39,,-50,-4,,11.5,,-3,-51,-2,,-3.5,37,,
7/22/2013,2013-07-22,203,-38,,-52,-6,,18.5,,-4,-53.5,-5,,-4,36,,
7/23/2013,2013-07-23,204,-39,,-53.5,-7,,10,,-7,-54.5,-7,,-7,36,,
7/24/2013,2013-07-24,205,-38,,-48,-9,,10,,-7,-51.5,-7,,-7,?,,
7/25/2013,2013-07-25,206,-41,,-51,-10.5,,10,,-7,-51.5,-7,,-7,?,,
7/29/2013,2013-07-29,210,-41,,<-67,-9,,9.5,,-8,-54,-10,,-9,?,,
7/30/2013,2013-07-30,211,-42,,,-11,,9.5,,-8,-54.5,-9,,-10,36.5,,
7/31/2013,2013-07-31,212,-42,,,-11,,9.5,,-8,-57,-10,,-10,37,,
8/1/2013,2013-08-01,213,-42,,,-10,,9.5,,-8,-57,-9,,-9,37,,
8/12/2013,2013-08-12,224,-47,,,-11,,9.5,,-8,,-10.5,,-10,37.5,,
8/13/2013,2013-08-13,225,-47.5,,,-12,,10,,-9,,-10,,-10,38,,
8/15/2013,2013-08-15,227,-47,,,-14.5,,9.7,,<-10,,<-12,,<-11,37.5,,
8/19/2013,2013-08-19,231,-49,,,-3.5,,10,,-2.5,,-2,,-2.5,3.8,,
8/20/2013,2013-08-20,232,-48.5,,,-5,,9.5,,-5,,-2,,-4,37,,
8/21/2013,2013-08-21,233,-49,,,-5.5,,9,,-5,,-3,,-5,37,,
8/23/2013,2013-08-23,235,-51.5,,,-7,,9,,-6,,-7,,-6,36.5,,
8/27/2013,2013-08-27,239,-50.5,,,-13,,9,,-10,,-11,,<-10,38,,
8/28/2013,2013-08-28,240,-50.5,,,-13,,9,,-10,,-11,,-11,38,,
8/30/2013,2013-08-30,242,-51,,,-13,,8.5,,<-10,,<-12,,<-11,37,,
9/1/2013,2013-09-01,244,-51,,,-14,,8.5,,<-10,,<-12,,<-11,37,,
9/2/2013,2013-09-02,245,-51,,,-16.5,,8.5,,<-11,,<-12,,<-11,36,,
9/3/2013,2013-09-03,246,-51,,,-16,,8,,<-11,,<-12,,<-11,36,,
9/6/2013,2013-09-06,249,-51.5,,,-18,,8,,<-11,,<-12,,<-11,35.5,,
9/9/2013,2013-09-09,252,-51.5,,,-18,,8,,<-11,,<-12,,<-11,36,,
9/11/2013,2013-09-11,254,-52,,,-17,,8,,-11,,<-12,,<-11,36,,
9/12/2013,2013-09-12,255,-52.5,,,-17,,8,,<-11,,<-12,,<-11,36,,
9/13/2013,2013-09-13,256,-52.5,,,-18.5,,8,,<-11,,<-12,,<-11,36,,
9/16/2013,2013-09-16,259,-53,,,-19,,7.5,,<-11,,<-12,,<-11,35,,
9/17/2013,2013-09-17,260,-53,,,-20,,7.5,,<-11,,<-12,,<-11,35,,
9/19/2013,2013-09-19,262,-53.5,,,-18,,7.5,,<-11,,<-12,,<-11,35.5,,
9/23/2013,2013-09-23,266,-54.5,,,-2,,10.5,,-1,,-2,,-3,37,,
9/25/2013,2013-09-25,268,-54.5,,,-4,,9.5,,-3,,-3,,-5,37,,
9/26/2013,2013-09-26,269,-55.5,,,-5,,9.5,,-3.5,,-4,,-5,37,,
9/30/2013,2013-09-30,273,-55,,,-7.5,,9,,-6,,-6,,-6.5,36,,
10/1/2013,2013-10-01,274,-55,,,-7.5,,9,,-6,,-6,,-5,36.5,,
2014/06/05,2014-06-05,156,-20.5,,-21,-14,-23,8,-22.5,-12,-21,-13,-23.5,-9,38,,
2014/06/06,2014-06-06,157,-23,,-26.5,-11.5,-23,9,-24,-11.5,-24,-11,-23.5,-9,39,,
2014/06/09,2014-06-09,160,-24.5,,-29,-12,>-80,9,>-80,-12,-26,-10,-26,-8.5,40,,
2014/06/10,2014-06-10,161,-23,,-30,-9,,9,,-12.5,-25,-8.5,-25.5,-8,40,,
2014/06/11,2014-06-11,162,-24,,-29.5,-11.5,,19,,-14,-27,-9,,-8,38,,
2014/06/12,2014-06-12,163,-23.5,,-31,-11.5,,8,,-14,-27.5,-9.5,,-9,40,,
2014/06/16,2014-06-16,167,-24.5,,-33,-10,,9.5,,-12,-30,-9,,-8.5,-,,
2014/06/17,2014-06-17,168,-26,,-29,-8.5,,10,,-11,-25.5,-8,,-7.5,39,,
2014/06/19,2014-06-19,170,-24.5,,,-9,,9.5,,-13,-30.5,-7.5,,-8.9,38,,
2014/06/23,2014-06-23,174,-26.5,,,-9,,9,,-13.5,-13,-7,,-7.5,38,,
2014/06/25,2014-06-25,176,-26.5,,,-10.5,,10,,-14,-31,-9,,-9.5,39,,
2014/06/30,2014-06-30,181,-28,,,-15,,10,,-1,-36,-10,,-10.5,38,,
2014/07/06,2014-07-06,187,-31.5,,,10,,8,,14.5,-41,7,,9,-,,
2014/07/11,2014-07-11,192,-31.6,,,-15,,9,,-17,-42,-20,,-12,28,,
2014/07/14,2014-07-14,195,-32,,,-19,,8,,-19,-45,-9,,-9,too much sedge,,
2014/07/17,2014-07-17,198,-36.5,,,-7,,9.5,,-11,,-5,,-6,,,
2014/07/22,2014-07-22,203,-41,,,-14,,7.5,,-16,,-12.5,,-10,,,
2014/07/28,2014-07-28,209,-39.5,,,-17,,5.5,,-17,,-13,,-12,,,
2014/08/04,2014-08-04,216,-43,,,-20,,5,,-7.5,,-15,,-12,,,
2014/08/06,2014-08-06,218,-51,,,-12,,7,,-17,,-17,,-10,,,
2014/08/12,2014-08-12,224,-45.5,,,-17,,6,,-20,,-16,,-13,,,
2014/08/17,2014-08-17,229,-46.5,,,-9,,7,,-13.5,,-8,,-7.5,,,
2014/08/20,2014-08-20,232,,,,,,,,,,,,,,,
2014/08/27,2014-08-27,239,-47.5,,,-8,,7,,-13,,-9,,-8,,,
2014/08/29,2014-08-29,241,-49,,,-18,,5.5,,19,,-18,,-16,,,
2014/09/02,2014-09-02,245,-51.8,,,-20,,5,,19,,-19,,-17,,,
2014/09/05,2014-09-05,248,-50.6,,,-19,,4,,21,,-19,,-18,,,
2014/09/10,2014-09-10,253,-52.5,,,-16,,4.5,,21,,-16,,-15,,,
2014/09/16,2014-09-16,259,-53,,,-21,,4,,20,,-17,,-17,,,
2014/09/18,2014-09-18,261,-53,,,-20,,4,,20,,-19.5,,-18,,,
2014/09/23,2014-09-23,266,-54.5,,,-10,,4.5,,16,,-10,,-9.5,,,
6/3/2015,2015-06-03,154,-20,,-24.5,0.4,-23.5,.,-17, ,-11,-7.5,-25.5, ,,,
6/5/2015,2015-06-05,156,-18.2,,-24.5, ,,0.4,-18.7, ,-22.3,-7.5,-23, ,,,
6/7/2015,2015-06-07,158,-21.5,,-20.5, ,-26.5, ,-26.7, ,-20.5,-8,-23.33,-9,,,
6/8/2015,2015-06-08,159,-21,,-22, ,-28, ,-25, ,-20.5,-5,-23.5,-10,,,
6/9/2015,2015-06-09,160,-23.5,,-26.5, ,-27, ,-20.5, ,-23,-6,-24,-9.5,,,
6/14/2015,2015-06-14,165,-26,,-23, ,,,-25, ,-24.5,-7,-24,-15,,,
6/15/2015,2015-06-15,166,-20.5,,-23,5,, ,-24.5, ,-23,-7,-25.5,-12,,,
6/16/2015,2015-06-16,167,-21,,-26, ,,10,-21,7.5,-23.5,-8,-25,-12,,,
6/17/2015,2015-06-17,168,-25.5,,-27.5, ,,10,-26,8,-23.5,-7.5,-25,-13.5,,,
6/18/2015,2015-06-18,169,-24,,-24.5, ,,8,-22.5,7,-24.5,-8,-27.5,-14.5,,,
6/20/2015,2015-06-20,171,-24.5,,-27.5,,,10,-26,8.5,-24,-10,-26.5,-15,,,
6/21/2015,2015-06-21,172,-23.5,,-23.5,,,13,-24.5,-5,-23,-7.5,-25.5,-13,,,
6/22/2015,2015-06-22,173,-25,,-28.5,,,10,-28.5,-9,-26.5,-11,-29,-16,,,
6/23/2015,2015-06-23,174,-26.5,,-29,,,9,-28.5,-4,-27.5,-5.5,-29,-10,,,
6/24/2015,2015-06-24,175,-25,,-27.5,6,,11,-31,-2,-28.5,-4,-29.5,-4,,,
6/26/2015,2015-06-26,177,-27,,-29,7,,12,-30,-2,-29,-3,-31,-3,,,
6/27/2015,2015-06-27,178,-27,,-33,2,,10,-31,-2,-31,-9,-33,-9,,,
6/29/2015,2015-06-29,180,-26.5,,-34,2,,11,-35.5,-5,-31,-6,-32.5,-9.5,,,
6/30/2015,2015-06-30,181,-26,,-31,1.5,,10.5,-36.5,-5,-30.5,-7,-33.5,-10,,,
7/1/2015,2015-07-01,182,-26.9,,-33.5,1,,9.5,-29,-6,-31,-5,-33,-9.5,,,
7/2/2015,2015-07-02,183,-25.5,,-32,1,,10,-38,-6,-31,-6,-35,-4,,,
7/4/2015,2015-07-04,185,-29.5,,-32.5,3,,11,,-4,-33,-7,-35.5,-8,,,
7/6/2015,2015-07-06,187,-28,,,1,,11,,-4,-34,-8,-37,-11,,,
7/9/2015,2015-07-09,190,-31,,,2,,10,,-4,-35,-6,-37,-7,,,
7/10/2015,2015-07-10,191,-31,,,1.2,,10,,-3,-36,-5,-39,-8,,,
7/11/2015,2015-07-11,192,-30,,,4,,10,,-3,-37,-6,-39,-9,,,
7/13/2015,2015-07-13,194,-31.5,,,1,,10,,-5,-38.5,-6,-40.5,-11,,,
7/17/2015,2015-07-17,198,-35.5,,,0,,10,,-8,-42,-7,-43,-12,,,
7/18/2015,2015-07-18,199,-35.5,,,0.5,,10,,-7,-40.5,-7,-43.5,-11,,,
7/19/2015,2015-07-19,200,-34,,,0,,11,,-6.5,-43,-6,-43.5,-12,,,
7/21/2015,2015-07-21,202,-34,,,3.5,,-11,,-3,-43,-5,-44,-7,,,
7/22/2015,2015-07-22,203,-34,,,3,,10,,-5,-43,-4,-46.5,-8,,,
7/26/2015,2015-07-26,207,-34.5,,,1,,10,,-5,-45,-5,-49,-9,,,
7/27/2015,2015-07-27,208,-35,,,5,,9,,-3,,-4,,-4,,,
7/28/2015,2015-07-28,209,-38,,,3,,10,,-3,,-5,,-6,,,
7/30/2015,2015-07-30,211,-38,,,7,,11,,-2,,-3,,-7,,,
8/2/2015,2015-08-02,214,-42,,,5,,13,,-2,,-3.5,,-7,,,
8/4/2015,2015-08-04,216,-42,,,3,,11,,-3,,-5,,-6,,,
8/5/2015,2015-08-05,217,-42,,,2,,11,,-3,,-3,,-4,,,
8/7/2015,2015-08-07,219,-42.5,,,2,,8,,-4,,-5,,-7,,,
8/9/2015,2015-08-09,221,-40,,,1,,11,,-4,,-5,,-9,,,
8/12/2015,2015-08-12,224,-44,,,2,,10,,-3,,-4,,-9,,,
8/13/2015,2015-08-13,225,-44,,,0,,10,,-3.5,,-7,,-10,,,
8/17/2015,2015-08-17,229,-47,,,-1,,,,-5,,-6,,-11,,,
8/20/2015,2015-08-20,232,-47.5,,,,,11,,-8,,-9,,-10,,,
8/24/2015,2015-08-24,236,-49,,,-5,,9,,-9,,-9,,-13,,,
8/25/2015,2015-08-25,237,-47.5,,,-5,,,,-8,,-9,,-10,,,
8/31/2015,2015-08-31,243,-50.5,,,-5,,12,,-7,,-7,,-11,,,
9/3/2015,2015-09-03,246,-54,,,-13,,8.5,,-7,,-5,,-7,,,
9/7/2015,2015-09-07,250,-53,,,-5,,10,,-7,,-7,,-11,,,
9/10/2015,2015-09-10,253,-53.5,,,-5,,8,,-8,,-12,,-13,,,
9/14/2015,2015-09-14,257,-54,,,-10,,,,-11,,-11,,-15,,,
9/15/2015,2015-09-15,258,-54.5,,,-5,,8,,-9,,-10,,-15,,,
9/16/2015,2015-09-16,259,-53,,,-8,,8,,-9,,-11,,-16,,,
9/23/2015,2015-09-23,266,-55.5,,,3,,9,,-4,,-5,,-8,,,
9/24/2015,2015-09-24,267,-55,,,3,,10,,-6,,-5,,-8,,,
7/1/2016,2016-07-01,183,-28,,,,,,,,,,,-8,,,
7/3/2016,2016-07-03,185,-31,,,,,,,,,,,-5,,,
7/5/2016,2016-07-05,187,-30,,,,,10,,7,,,,,,,
7/11/2016,2016-07-11,193,-32,,,-5,,11,,,,,,2,,,
7/14/2016,2016-07-14,196,-33,,,-7,,19.5,,,,,,3.5,,,
7/16/2016,2016-07-16,198,-33,,,-6,,19,,,,,,2,,,
7/19/2016,2016-07-19,201,-33.5,,,-5,,10.5,,,,,,2,,,
7/21/2016,2016-07-21,203,-34.5,,,-7,,10,,,,,,3,,,
8/9/2016,2016-08-09,222,-42,,,,,,,,,,,,,,
8/12/2016,2016-08-12,225,-42,,,-5.5,,9,,,,,,2,,,
9/18/2016,2016-09-18,262,-82,,,-11,,9,,,,0,,7,,,
6/13/2017,2017-06-13,164,-19.5,,-25,-7,,12,,-3,-29,2,-25,-7,,-20.5,
6/15/2017,2017-06-15,166,-21.5,,-28,-8,,11,,-4,,-1,,-2.5,,-21,
6/23/2017,2017-06-23,174,-24,,,-9,,9,,-5,,-2.5,,-2.5,,-25.5,
7/1/2017,2017-07-01,182,-26,,,-7,,11,,-6,,-1,,-2,,-29,
7/6/2017,2017-07-06,187,-23,,,-9,,10,,-6,,-1,,-3,,-29,
7/16/2017,2017-07-16,197,-30,,,-8,,11,,-6,,0,,-2,,-32.5,
7/21/2017,2017-07-21,202,-28,,,-9,,10,,-6,,-6,,-2,,-35,
7/29/2017,2017-07-29,210,-28.5,,,-12,,10,,-11,,-2,,-5,,-35.5,
8/4/2017,2017-08-04,216,-31,,,-8,,10.5,,-8,,-1,,-3,,-38,
8/9/2017,2017-08-09,221,-33,,,-8,,10.5,,-9,,-1,,-3,,-37,
8/16/2017,2017-08-16,228,-32.5,,,-11,,9.5,,-11,,-1,,-4,,-39.5,
8/23/2017,2017-08-23,235,-35.7,,,-9,,10,,-10,,-1,,-2,,-43,
8/28/2017,2017-08-28,240,-33,,,-10,,10,,-12,,-1,,-2,,-40,
9/8/2017,2017-09-08,251,-34,,,-13,,9,,-13,,-2,,-4,,-45,
9/16/2017,2017-09-16,259,-35.5,,,-11,,9.5,,-13,,-1,,-3,,-43,
9/20/2017,2017-09-20,263,-36,,,-13,,9,,-13,,-2,,-3,,-46.5,
9/26/2017,2017-09-26,269,-36,,,-14,,9,,-14,,-2,,-4,,-48,
10/8/2017,2017-10-08,281,-47,,,-11.5,,10,,-12,,-2,,-4,,-53,
10/23/2017,2017-10-23,296,-45,,,0,,0,,0,,0,,0,,-52,
6/2/2018,2018-06-02,153,-17,,-22,0,-30,14,-21,-11,-28,2.5,-25,-4,,-18,
