"genome" "711_E-1-S" "711_E-1-M" "711_E-1-D" "711_E-2-S" "711_E-2-M" "711_E-2-D" "711_E-3-S" "711_E-3-M" "711_E-3-D" "711_P-1-D" "711_P-2-D" "711_P-3-D" "711_S-1-D" "711_S-2-M" "711_S-2-D" "711_S-3-M" "712_E-1-M" "712_E-1-D" "712_E-2-S" "712_E-2-M" "712_E-2-D" "712_E-3-S" "712_E-3-M" "712_E-3-D" "712_P-1-D" "712_P-3-D" "712_S-1-D" "712_S-1-X" "712_S-2-D" "712_S-2-X" "712_S-3-D" "712_S-3-X" "713_E-1-S" "713_E-1-M" "713_E-1-D" "713_E-1-X0" "713_E-1-X1" "713_E-2-S" "713_E-2-M" "713_E-2-D" "713_E-2-X0" "713_E-2-X1" "713_E-3-S" "713_E-3-M" "713_E-3-D" "713_E-3-X0" "713_E-3-X1" "713_P-1-X1" "713_P-3-X1" "713_S-1-M" "713_S-1-D" "713_S-1-X0" "713_S-1-X1" "713_S-2-M" "713_S-2-D" "713_S-2-X0" "713_S-3-D" "713_S-3-X0" "713_S-3-X1" "714_E1_1-5" "714_E1_5-9" "714_E1_20-24" "714_E1_30-34" "714_E2_1-5" "714_E2_5-9" "714_E2_20-24" "714_P1_20-24" "714_P1_30-34" "714_S1_10-14" "714_S1_20-24" "714_S1_30-34" "714_S2_20-24" "714_S3_10-14" "714_S3_20-24" "714_S3_30-34" "715_E1_1-5" "715_E2_1-5" "715_E2_20-24" "715_E2_30-34" "715_E3_1-5" "715_E3_10-14" "715_E3_20-24" "715_E3_30-34" "715_S1_10-14" "715_S1_20-24" "715_S1_30-34" "715_S2_20-24" "715_S2_30-34" "715_S3_20-24" "715_S3_30-34" "716_E1_1-5" "716_E1_10-14" "716_E1_20-24" "716_E1_30-34" "716_E3_1-5" "716_E3_10-14" "716_E3_30-34" "716_P2_30-34" "716_P3_30-34" "716_S1_10-14" "716_S1_20-24" "716_S1_30-34" "716_S2_20-24" "716_S2_30-34" "716_S3_20-24" "716_S3_30-34" "717_E2_1-5" "717_E2_10-14" "717_E2_20-24" "717_E3_1-5" "717_E3_10-14" "717_E3_30-34" "717_P2_20-24" "717_S2_10-14" "717_S2_20-24" "717_S2_30-34" "717_S3_10-14" "717_S3_20-24"
"20110800_E2D_22" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.822226 11.066378 0 0 0 0 14.907372 0 0 6.382331 4.030319 20.654024 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"20120800_E3S_10" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.5702895 0.44814858 0 0 0 0.05858593 10.900178 0 0 2.1070545 11.589296 0.22400402 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"20110800_E2D_20" 0 0 0 0 0 0 0 0 0 0.09743447 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.5040555 0 0 0 0 0 0 0 0 0 3.9357448 6.5544534 0 0 0 0 2.401299 0 0 1.7420388 1.9015839 1.0331898 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.5482042 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"20110800_E3D_22" 0 0 0.1110224 0.23177558 0.15286198 0.27852768 0 0 0.23381136 0 0 0 0 0 0 0 0 0.092818536 0 0.13634276 0.38477802 0 0 0.43264183 0 0 0 0 0 0 0 0 0 0.13924444 0.17163879 1.6707993 1.4222392 0 0 0 0 4.299297 0 0.18167637 3.9253762 2.1965425 1.316486 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.108734325 0 0.21250899 0.94450957 0 0.25772616 0.15617396 0.24259587 0 0 0 0 0 0 0 0 0 0.62109554 0.7274328 0 0.124789655 0.7067754 0 0 0 0 0 0 0 0 0 0.08755486 0.114188366 0.12699917 0 0 0.26508388 0 0 0 0 0 0
"PLLC01" 0.11170242 0.39466575 0.20015146 0.2632679 0.06444042 0.3260083 0.30567902 0.14757384 1.5417373 0 0 0 0 0 0 0 0 0.2915638 0 0 1.6509085 0.57976574 0.45540842 1.9148624 0 0 0 0 0 0 0 0 0 0 0 14.830859 44.472603 0.13465473 0.08627642 0.6531056 3.3337939 8.5683155 0.28473192 0.8748718 27.55005 16.816217 29.68597 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.28584108 0 0 0 0 0 0 0 0 0 0.5724111 0.37236434 1.3134431 2.8709893 0 0.33373693 0.7659649 1.7791998 0 0 0 0 0 0 0 0.08811728 0.56531125 1.3487796 3.7791438 0 0.465429 3.3677545 0 0 0 0 0 0 0 0 0 1.6171668 3.3417532 3.1225035 0.17771843 0.35849464 1.9863485 0 0 0 0 0 0
"PLMQ01" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.2314389 33.933266 0 0 0 0 9.369438 0 0 6.4667907 3.497244 1.7170539 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.074189246 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"20120700_E3X_7" 0.08944991 0.49754888 0 0.47088408 0.70399094 0.09837908 0.1091011 0.1269774 0.33713937 0 0 0 0 0 0 0 0 0.24140872 0.13201772 0.24070108 0.43688756 0.23678572 0.106247 0.3641163 0 0 0 0 0 0 0 0 0.16338548 0.19498542 0 7.2497616 4.92905 0 0 0.18125452 2.4086108 7.402252 0.24552932 0.25212005 6.139629 8.725408 0.9508415 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.11191458 1.8146783 0 0 0.1593132 0 0 0 0 0 0 0 0 0 0.22173274 0.32488918 0.23294562 0.73829275 0 0.4948654 0.5473077 0.9852519 0 0 0 0 0 0 0 0.069794446 0.31985313 0.38920504 1.4138815 0 0.24056938 0.50400364 0 0 0 0 0 0 0 0 0 0.27630615 0.38753575 0.19884776 0 0.15499763 0.20731728 0 0 0 0 0 0
"PLNU01" 0 0 0 0 0 0 0 0 0.05612101 0 0 0 0 0 0 0 0 0 0 0 0.14038678 0 0 0.08244685 0 0 0 0 0 0 0 0 0 0 0 2.6686833 14.462154 0 0 0 0.13876522 0.7681934 0 0 2.462428 2.0344973 13.168934 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.20434935 0 0 0 0 0.4667833 0 0 0 0 0 0 0 0 0 0 0.077436164 0 0 0 0.06384408 0 0 0 0 0 0 0 0 0 0.08200305 0.115748286 0 0 0.09024742 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"20130700_E1Y_16" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.66943836 25.009596 0 0 0 0.26388967 0.25266758 0 0 5.825324 11.793848 13.552613 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.2562141 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"3300037132_9" 0.17321244 0.6090067 0.31688312 0.55943656 0.8107126 0.19459601 0.6618897 0.46016732 0.40910414 0 0 0 0 0 0 0 0.20531024 0.2089043 0.25338084 0.44241655 0.8330481 0.22333536 0.3571408 0.543711 0 0 0 0 0 0 0 0 0.36669192 0.51564443 0.1288607 3.8386064 1.5342007 0.16640496 0.22796635 0.25279 1.8712964 3.6669476 0.34688985 0.31618598 5.8534627 6.284776 0.8748266 0 0 0 0 0 0 0 0 0 0 0 0 0.13054748 0.1608944 0.75080955 1.1077864 0.08148416 0.28624266 0.27631643 0 0.28822812 0 0 0 0 0 0 0 0.3552171 0.4780419 0.24788055 0.39875305 0.1615257 0.6318507 0.47727206 0.5890112 0 0 0 0 0 0 0 0.34030905 0.52235484 0.38894752 1.0069577 0 0.27690178 0.39764613 0 0 0 0 0 0 0 0 0 0.47028524 0.5682775 0.4208286 0.38509148 0.36190352 0.16675748 0 0 0 0 0 0
"20130700_E2Y_4" 0.6129884 1.7933476 1.1117628 1.8710065 2.0087717 0.51700824 2.2304301 1.459879 1.239167 0 0 0 0 0 0 0 0.63353556 0.68952435 0.74020725 1.6408676 1.452741 0.69488204 1.3859881 1.1040404 0 0 0 0 0 0 0 0 0.7228921 0.99898106 0.3879432 7.347992 53.42316 0.65807575 0.8379254 0.85576177 2.7312617 50.690674 1.0160087 0.3919956 9.955533 6.7222724 5.8228726 0 0 0 0 0 0 0 0 0 0 0 0 0.42898268 0.5208866 2.312834 1.9081502 0.2974251 0.8323079 0.73929876 0 0.63650584 0 0 0 0 0 0 0 1.1545541 1.6361132 0.83423686 1.4386288 0.6076167 2.171799 1.4100442 2.3391662 0 0 0 0 0 0 0 1.0887253 1.5977013 1.2018852 2.1464455 0.15449592 0.9233476 1.3702238 0 0 0 0 0 0 0 0 0 1.6571926 1.5797901 1.5396512 1.4373314 1.1361531 0.5903103 0 0 0 0 0 0
"20130700_E2Y_17" 0 0 0.14200106 0 0 0.05765845 0 0 0.07459101 0 0 0 0 0 0 0 0 0 0 0 0.18580616 0 0 0.124176085 0 0 0 0 0 0 0 0 0 0 0 3.1857991 10.783172 0 0 0 0.2675076 18.42637 0 0 9.453466 9.235823 9.20423 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.2476883 0.831325 0 0 0.31462932 0 0 0 0 0 0 0 0 0 0 0 0.12502968 0.33635473 0 0 0.33636293 0.18801099 0 0 0 0 0 0 0 0 0 0 0.19413091 0 0 0.12791984 0 0 0 0 0 0 0 0 0 0 0.08097627 0.11425757 0 0 0 0 0 0 0 0 0
"20120800_E3S_17" 0 0 0 0 0 0 0 0 0.1546004 0 0 0 0 0 0 0 0 0 0 0 0.2832409 0.65186644 0.07279179 0.4167381 0 0 0 0 0 0 0 0 0 0 0 4.6196322 2.5578873 0 0 0 2.0054505 1.6326929 0 0.14592212 5.2938733 1.1429875 3.0627322 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.96290016 0 0 0 0.17563012 0 0 0 0 0 0 0 0 0 0 1.9330496 0 0 1.4354764 0 0 0 0 0 0 0 0 0 0 0.19976187 0.7438066 0 0 1.3184952 0 0 0 0 0 0
"3300037091_10" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.07767271 0 0 0 0 0 0 0 0 0 0 0 0 0 0.13553107 3.9538703 0 0 0 0.6012478 0.20256272 0 0 2.086485 4.191648 9.104974 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.25376323 0 0 0 0 0 0 0 0 0 0 0.07250126 0 0 0 0 0 0 0 0 0 0 0 0 0 0.10592848 0.37912047 0 0 0 0 0 0 0 0 0
"20110800_E3D_38" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.17715573 0 0.11223915 0 0 0 0 0 0 0 0 0 0 0 1.4726896 1.8382764 0 0 0 0.6756062 2.8870609 0 0.14392495 6.8421626 4.8055496 0.1683977 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.11193686 0 0 0 0.49907425 0 0 0 0 0 0 0 0 0 0 0.52042747 0 0 0.15545072 0 0 0 0 0 0 0 0 0 0 0.0575758 0.22794503 0 0 0.4449171 0 0 0 0 0 0
"20120700_P3D_2" 0 0 0 0 0 0 0 0 0 0.119737856 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.146742 0 0 0 0 0 0 0 0 0 0.10933266 7.2866826 0 0 0 0 0 0 0 0.499646 0.09413717 0.09933096 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"20120800_E3D_5" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.096908085 0 0 0 0 0.8218931 7.20809 0 0 8.599042 4.38144 4.0899324 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"20160700_E25_5" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.09420597 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.07405144 0 0 0.11099007 0 0 0 0 0.12542818 0 0 0.09633272 0.08068304 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.3225381 0.29328683 0.06402192 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.07799175 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"20110800_E2D_15" 0 0 0 0 0 0.08663624 0 0 0 0 8.758665 0.9531563 0 0.29405117 0.8333287 0 0 0.09702864 0 0 0.20734347 0 0 0 10.491795 15.1281185 0 0.7989108 0.1623498 0.95626694 0.95626247 0.92901444 0 0 0 10.637087 3.9368606 0 0 0 0.44620076 6.6955175 0 0 7.9430814 6.5114346 0.36730215 1.6674435 3.177246 0 0 0.33621758 0.14825048 0 0.5346333 0.7969376 0 0.14997827 0.1770144 0 0 0 0 0 0 0 0 0 0 0.6972699 0.97120255 0.8360619 0 0 0.23997991 0 0 0 0 0 0 0 0 0 0.36544427 0.86199164 0.42828855 0.727566 0.8480633 1.3282212 0 0 0 0 0 0 0 0.6342852 0.22455491 0 0.5079116 0.6037112 0.15802982 1.339923 0.19322985 0.6964346 0 0 0 0 0 0 2.1595788 0 0.2611777 0.5329819 0 0.686571
"20120800_E3D_7" 0 0 0.19771299 0 0 0.21935885 0 0 0.39516172 0 0 0 0 0 0 0 0 0.3226722 0 0 1.0183332 1.881881 0.069180526 1.2632061 0 0 0 0 0 0 0 0 0 0 0 6.0885234 0.064051606 0 0 0.08728392 1.0666075 7.034607 0 0.39509693 5.9828277 5.933427 0.21896084 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.20678285 0 0 0.11844006 0 0 0 0 0 0 0 0 0 0.07204349 0 1.065866 1.1048048 0 0 0 0.14456423 0 0 0 0 0 0 0 0 0 0.5767185 6.1159124 0 0 2.3016732 0 0 0 0 0 0 0 0 0 0 0 0.055952996 0 0 0.6292614 0 0 0 0 0 0
"20120800_E3X_22" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.27036235 0.5062228 0 0 0 0 0 0 0 0 0 0 0 0 0.08496511 0 0 0.31305557 4.623879 0 0 0 0 0.064732105 0 0 0.75583863 1.0952423 6.1048183 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.2470047 0 0 0 0 0 0 0 0 0.059733976 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"20130700_E1Y_3" 0.08890694 0 0 0 0.11767429 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.099221215 0 0 0 0 0 0 0 0 0 0 0 0 0 0 10.262991 98.5814 0 0.14852782 0 0 0.24527611 0 0.0580881 1.5273122 1.13035 1.8533576 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.05582448 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.15126066 0.09462458 0 0 0 0 0 0
"PLMA01" 0.09986255 0 0 0 0.07747025 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.15285116 0 0 0.07695591 0 0 0 0 0 0 0 0 0 0 0 0.51125044 1.6587145 0 0.15851255 0 0 0.06502475 0 0.06947691 0.7942474 0.18371591 32.331787 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.09396181 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.06325544 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.16428906 0.127051 0 0 0 0 0 0
"20130700_C2X_12" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.14433049 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.16708648 0.1294967 0 0 0 0 0.576451 0 0 0.25560763 1.0347041 0.72957546 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.13856754 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"20140700_E15_14" 0.5508708 0.16366495 0 0 0.6200422 0.20209432 0 0 0.54658157 0 0 0 0 0 0 0 0 3.3335412 0.16320902 0.06754706 0.2104085 0 0 0.12500376 0 0 0 0 0 0 0 0 0 0 0.11318024 7.315453 1.4161011 0 0 0 1.230739 1.39752 0.16719986 0.07774501 2.0988371 6.2231956 0.6997725 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.11162288 22.020596 0 0.08560042 0.17981343 0 0 0 0 0 0 0 0 0 0 0 0.06585654 0.4105967 0 0 0.21553366 1.441608 0 0 0 0 0 0 0 0 0.13454807 0.0983776 0.7470897 0 0 0.39464593 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"20130700_E3Z_8" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.47503406 5.350054 0 0 0 0 0.25564215 0 0 0.15197232 0.8173368 108.35948 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"20110800_E1D_5" 1.3582504 0.40353927 0 0.06822754 0.23433004 0.077504456 0 0.27316973 0.72154886 0 0 0 0 0 0 0 0 12.583992 0.1589712 0.071459204 0.30651912 0 0 0.10765799 0 0 0 0 0 0 0 0 0 0 0 3.8191252 1.5853935 0 0 0 3.0366583 0.5272262 0.87613857 0.10898945 0.25522122 0.51554894 0.16027768 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6.0091906 0 0 0.18226421 0 0 0 0 0 0 0 0 0 0 0 0 0.07576051 0 0 0 3.0169759 0 0 0 0 0 0 0 0 0 0 0.27844036 0 0 0.073894985 0 0 0 0 0 0 0 0 0 0 0 0 0.08408229 0 0 0 0 0 0 0 0
"20120700_P3D_108" 0.09759078 0 0 0 0 0 0.11796212 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.10434481 0 0 0.9676954 0 0 0 0 0 0 0 0 0 4.566554 4.1186094 0.060059257 0 0 0 7.493685 0 0 6.123751 5.9463067 4.092965 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 42.771072 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.14493215 0 0 0.1972601 0 0 0 0 0 0 0 0
"20110800_E3D_28" 0.18768635 0.24151058 2.157616 0.1279656 0.5928803 1.6397065 0.3287417 0.29647338 0.9028209 0 0 0 0 0 0 0 0.71574605 6.062222 0.30264434 0.1726751 1.6304924 0.15997706 0 1.4158133 0 0 0 0 0 0 0 0 0.60596484 0.67442423 1.3674587 23.957283 8.3639 0 0.15191638 0.21010117 1.4033517 9.199378 0.40793163 0.4732873 22.615183 34.452583 7.9783406 0 0 0 0 0 0 0 0 0 0 0 0 0 0.8181295 3.3336697 10.915233 0 0.49951285 2.321377 0 0 0 0 0 0 0 0 0 1.1642332 0.17658032 1.7613088 0.8233675 0 0.42855975 1.270735 1.5006324 0 0 0 0 0 0 0 0 0.8018054 1.0479476 0.96650434 0 0.9939748 1.2246733 0 0 0 0 0 0 0 0 0 0.13254693 0.40441716 0.7590326 0 0.30510667 0.68507165 0 0 0 0 0 0
"20110800_E3D_40" 0.09712294 0.10223293 2.3465788 0 0.26293412 1.5528547 0.17332837 0.14299478 0.6770464 0 0 0 0 0 0 0 0.5413001 14.085373 0.3322874 0.075056694 1.3062426 0.13774148 0 1.2043747 0 0 0 0 0 0 0 0 0.8860182 1.0636398 2.980883 8.874389 6.1298504 0 0.087711886 0.16300035 2.0254555 20.599829 0.2475991 0.35244918 12.824362 16.747755 6.642286 0 0 0 0 0 0 0 0 0 0 0 0 0 0.41913158 2.6046672 23.696928 0.056665078 0.74091184 5.3278856 0 0 0 0 0 0 0 0 0 0.79433334 0.07929114 1.3756675 0.74711347 0 0.131752 1.1227161 1.8477694 0 0 0 0 0 0 0 0 0.5496839 0.8322457 0.8169683 0 0.58675206 0.88626677 0 0 0 0 0 0 0 0 0 0.059494946 0.189778 0.38742587 0 0.19277748 0.52375996 0 0 0 0 0 0
"PMXQ01" 0.10709788 0.23466797 0 0 0.059576005 0 0 0 0.39916617 0 0 0 0 0 0 0 0 2.1579847 0 0 0.17684816 0 0 0.12274251 0 0 0 0 0 0 0 0 0 0 0 6.9754834 0 0 0 0 8.884023 2.9870806 0.13629141 0.10415276 2.8167858 2.5737212 0.43971512 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.113189556 14.265668 0 0 0.08269638 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.057937562 1.736401 0 0 0 0 0 0 0 0 0 0 0.29537478 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"20110800_E2D_35" 0.52268076 0.26701203 0 0.31252027 0.16038984 0 0.53631276 0.1359469 0.06013415 0 0 0 0 0 0 0 0.09711263 0 0.20980889 0.45625168 0 0 0.2979456 0 0 0 0 0 0 0 0 0 0.08220753 0 0 1.5466497 5.3838186 0.22523437 0.14655466 0 0 0.20835155 0.1038586 0 1.1592991 2.9528532 0.2955588 0 0 0 0 0 0 0 0 0 0 0 0 0.10696543 0.08898133 0 0 0.08329998 0 0 0 14.378808 0 0 0 0 0 0 0 0.08943987 0.49313653 0 0 0 0.2475759 0 0 0 0 0 0 0 0 0 0.30653632 0.0717809 0 0 0.13409288 0.10226256 0 0 0 0 0 0 0 0 0 0 0.49283525 0.13769226 0 0.3218615 0.16063191 0 0 0 0 0 0 0
"20120700_P3D_100" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5.672199 0 0 0 0 0 0 0 0 0 2.555878 14.614481 0 0 0 0 0.13227314 0 0 4.8682246 3.07172 0.5727526 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12.879236 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"3300036884_16" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.5763857 12.871419 0 0 0 0.07663655 2.738569 0 0 7.0214334 5.720943 7.3720703 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.09979379 0 0 0 0 0 0 0 0 0 0 0.20867284 0 0 0.07158945 0 0 0 0 0 0 0 0 0 0 0.089382924 0.2953803 0 0 0 0 0 0 0 0 0
"3300037104_22" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.283155 6.2204127 0 0 0 0 4.13696 0 0 6.2561455 3.8918512 7.4968166 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6.521035 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"20130700_E3X_9" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.1036236 0.09350511 0 0 0 0.34820795 1.28769 0 0 7.1469603 11.738167 0.3057313 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.6119163 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.07151977 0 0 0 0.43030792 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"20120800_E3S_18" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7.665472 0.0878724 0 0 0 1.9026253 0.19817609 0 0 7.8593507 2.9648767 6.6251383 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.05802211 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"3300037225_15" 0 0.38305625 0.76416826 0.19478098 0.34873223 0.08541152 0.116457276 0.36432046 0.3861279 0 0 0 0 0 0 0 0.06037598 0.095622465 0.06334832 0 0.3816162 0.123026855 0 0.3954809 0 0 0 0 0 0 0 0 0.095794655 0.16917872 0 0.17329553 0.75935566 0 0.12755926 0.36804777 0.15385495 3.6796772 0.22605109 0.18112092 1.1626637 4.623433 1.1701015 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.19500567 0 0 0.06526245 0 0 0 0 0 0 0 0 0 0.66687375 0.3175634 0.56534636 0.41066492 0 0.5183971 0.52779454 0.44372478 0 0 0 0 0 0 0 0 0.54534876 0.5734302 0.38543648 0 0.39894775 0.504056 0 0 0 0 0 0 0 0 0 0.28257605 0.7832441 0.5823021 0 0.5105861 0.34662282 0 0 0 0 0 0
