"Module","Habitat","Metadata_Parameter","Correlation","P_value","Q_value"
"MEpurple","Fen","d13CH4_AVE_1wk_before_coring",-0.181351159097148,0.145042434450144,0.268952858583049
"MEturquoise","Fen","d13CH4_AVE_1wk_before_coring",-0.132867927806016,0.287544393529662,0.440121023996522
"MEblack","Fen","d13CH4_AVE_1wk_before_coring",0.298285193882776,0.0149893174379168,0.0549826491172494
"MEblue","Fen","d13CH4_AVE_1wk_before_coring",0.232721422705182,0.0600505818061132,0.140508325117368
"MEmagenta","Fen","d13CH4_AVE_1wk_before_coring",0.292868318352705,0.0170144580755445,0.0598833242405063
"MEbrown","Fen","d13CH4_AVE_1wk_before_coring",-0.292944159585199,0.0169845626871465,0.0598833242405063
"MEred","Fen","d13CH4_AVE_1wk_before_coring",-0.153419329856021,0.218747027353656,0.356099811971067
"MEgreen","Fen","d13CH4_AVE_1wk_before_coring",-0.180731026772894,0.146445762430216,0.270255954516064
"MEpink","Fen","d13CH4_AVE_1wk_before_coring",0.149091294039645,0.232176019246835,0.37341685160878
"MEyellow","Fen","d13CH4_AVE_1wk_before_coring",0.0614983156736241,0.623756461504204,0.740050039072784
"MEgrey","Fen","d13CH4_AVE_1wk_before_coring",0.217365664352479,0.0795719864529265,0.17271438920015
"MEgreenyellow","Fen","d13CH4_SE_1wk_before_coring",-0.00673758219523218,0.957181243885396,0.968713548028594
"MEpurple","Fen","d13CH4_SE_1wk_before_coring",-0.279139254426938,0.0232239619027419,0.0745596119533675
"MEturquoise","Fen","d13CH4_SE_1wk_before_coring",-0.227466502921654,0.0662397619528888,0.15244219189158
"MEblack","Fen","d13CH4_SE_1wk_before_coring",0.298422890378262,0.0149406652162775,0.0549826491172494
"MEblue","Fen","d13CH4_SE_1wk_before_coring",0.2669814372055,0.0302327604145615,0.0903755115595432
"MEmagenta","Fen","d13CH4_SE_1wk_before_coring",0.308643336000488,0.0116886042319103,0.0454913083213749
"MEbrown","Fen","d13CH4_SE_1wk_before_coring",-0.208627248874583,0.0927501607100602,0.191896884227711
"MEred","Fen","d13CH4_SE_1wk_before_coring",-0.0853872274152007,0.495440305357997,0.624879664415492
"MEgreen","Fen","d13CH4_SE_1wk_before_coring",-0.14391104707596,0.248987046071364,0.392399847467066
"MEpink","Fen","d13CH4_SE_1wk_before_coring",0.191748367408036,0.122986683337174,0.2409073124524
"MEyellow","Fen","d13CH4_SE_1wk_before_coring",0.0687346132555536,0.583429171283021,0.704039923109681
"MEgrey","Fen","d13CH4_SE_1wk_before_coring",0.162941511594736,0.191142590592927,0.321763078352823
"MEgreenyellow","Fen","CH4_Flux_AVE_1wk_before_coring",0.254726727730914,0.0390127237736921,0.105769898762083
"MEpurple","Fen","CH4_Flux_AVE_1wk_before_coring",0.364593052596964,0.00261498277732539,0.0143567681892374
"MEturquoise","Fen","CH4_Flux_AVE_1wk_before_coring",0.386661384742983,0.00134149054723121,0.00834705229388306
"MEblack","Fen","CH4_Flux_AVE_1wk_before_coring",-0.164751959622482,0.186190890336125,0.315477609725032
"MEblue","Fen","CH4_Flux_AVE_1wk_before_coring",-0.364690686630133,0.00260753390064367,0.0143567681892374
"MEmagenta","Fen","CH4_Flux_AVE_1wk_before_coring",-0.0984493674018455,0.431610906325384,0.568265143124329
"MEbrown","Fen","CH4_Flux_AVE_1wk_before_coring",-0.00830905392080195,0.94720710466522,0.960934743863267
"MEred","Fen","CH4_Flux_AVE_1wk_before_coring",0.00457138839961439,0.970940509085222,0.97792569260382
"MEgreen","Fen","CH4_Flux_AVE_1wk_before_coring",-0.0441399841802972,0.724902024294759,0.815747885366445
"MEpink","Fen","CH4_Flux_AVE_1wk_before_coring",-0.223301568353624,0.0715012146048584,0.159313051108968
"MEyellow","Fen","CH4_Flux_AVE_1wk_before_coring",-0.369526540882299,0.00226146847611225,0.0130111884927006
"MEgrey","Fen","CH4_Flux_AVE_1wk_before_coring",-0.12883838346122,0.302543692557579,0.451397338807044
"MEgreenyellow","Fen","CH4_Flux_SE_1wk_before_coring",0.213970342289656,0.0845037612664594,0.180618726371058
"MEpurple","Fen","CH4_Flux_SE_1wk_before_coring",0.0907534766394202,0.468639065846674,0.60100277146749
"MEturquoise","Fen","CH4_Flux_SE_1wk_before_coring",0.174122754509257,0.162035250059695,0.288367817902847
"MEblack","Fen","CH4_Flux_SE_1wk_before_coring",-0.33522238198941,0.0059336778140303,0.0280016256392441
"MEblue","Fen","CH4_Flux_SE_1wk_before_coring",-0.225820869918214,0.0682801548684272,0.153904310177797
"MEmagenta","Fen","CH4_Flux_SE_1wk_before_coring",-0.265550998978637,0.0311633993330418,0.0907466198121475
"MEbrown","Fen","CH4_Flux_SE_1wk_before_coring",0.405587824939285,0.000728791941450323,0.00497711569770953
"MEred","Fen","CH4_Flux_SE_1wk_before_coring",0.399350864801824,0.000894643243048116,0.00582558390822029
"MEgreen","Fen","CH4_Flux_SE_1wk_before_coring",0.042160943994608,0.736778652177046,0.826293815525659
"MEpink","Fen","CH4_Flux_SE_1wk_before_coring",-0.168900603931241,0.175194533730455,0.302102977764298
"MEyellow","Fen","CH4_Flux_SE_1wk_before_coring",-0.174269400398736,0.16167653621638,0.288340319366791
"MEgrey","Fen","CH4_Flux_SE_1wk_before_coring",-0.101382543317505,0.417946604850959,0.559036859991729
"MEgreenyellow","Fen","d13CH4_AVE_2wk_before_coring",0.0570246645099719,0.649260754889521,0.756420296958665
"MEpurple","Fen","d13CH4_AVE_2wk_before_coring",-0.146920115408091,0.23912360304708,0.379704776105004
"MEturquoise","Fen","d13CH4_AVE_2wk_before_coring",-0.101541337872873,0.417214025957444,0.558947020421456
"MEblack","Fen","d13CH4_AVE_2wk_before_coring",0.303183770093663,0.0133400000225547,0.0502493274392193
"MEblue","Fen","d13CH4_AVE_2wk_before_coring",0.198266884646166,0.1105247284761,0.222639740815166
"MEmagenta","Fen","d13CH4_AVE_2wk_before_coring",0.279424164810664,0.023077836372338,0.0745596119533675
"MEbrown","Fen","d13CH4_AVE_2wk_before_coring",-0.319374221218253,0.0089521547323343,0.0383449901843714
"MEred","Fen","d13CH4_AVE_2wk_before_coring",-0.165794453296542,0.18338194365598,0.312456050042643
"MEgreen","Fen","d13CH4_AVE_2wk_before_coring",-0.207476359103731,0.0946063503407993,0.19430155082218
"MEpink","Fen","d13CH4_AVE_2wk_before_coring",0.133171495248705,0.286434615263644,0.440121023996522
"MEyellow","Fen","d13CH4_AVE_2wk_before_coring",-0.00870061744822664,0.944723045919772,0.959573589567846
"MEgrey","Fen","d13CH4_AVE_2wk_before_coring",0.19730342668811,0.11230270581664,0.22514146273503
"MEgreenyellow","Fen","d13CH4_SE_2wk_before_coring",-0.11728427736801,0.348316943273836,0.498443325979594
"MEpurple","Fen","d13CH4_SE_2wk_before_coring",-0.393169611315585,0.00109198914218927,0.00689677352961644
"MEturquoise","Fen","d13CH4_SE_2wk_before_coring",-0.357935480947452,0.00316996691972343,0.0166114533873188
"MEblack","Fen","d13CH4_SE_2wk_before_coring",0.265359616230144,0.0312897136959461,0.0907466198121475
"MEblue","Fen","d13CH4_SE_2wk_before_coring",0.377340541302272,0.00178840479245717,0.0106543264231491
"MEmagenta","Fen","d13CH4_SE_2wk_before_coring",0.255002632074987,0.0387940050863732,0.105769898762083
"MEbrown","Fen","d13CH4_SE_2wk_before_coring",-0.0989483909139309,0.429268507084822,0.566958405583728
"MEred","Fen","d13CH4_SE_2wk_before_coring",-0.024742973319692,0.8436692028483,0.890206307958615
"MEgreen","Fen","d13CH4_SE_2wk_before_coring",-0.0635568051642692,0.612164985101536,0.729388067355022
"MEpink","Fen","d13CH4_SE_2wk_before_coring",0.243477902038739,0.0488399759696014,0.124319938831713
"MEyellow","Fen","d13CH4_SE_2wk_before_coring",0.266338155919092,0.0306483515556349,0.0907466198121475
"MEgrey","Fen","d13CH4_SE_2wk_before_coring",0.19126384936671,0.123954086405715,0.242142866466978
"MEgreenyellow","Fen","CH4_Flux_AVE_2wk_before_coring",0.244384587767751,0.0479792183622629,0.123249368270033
"MEpurple","Fen","CH4_Flux_AVE_2wk_before_coring",0.455636707367656,0.000120883925856035,0.000967071406848282
"MEturquoise","Fen","CH4_Flux_AVE_2wk_before_coring",0.448168567989929,0.000160908672967813,0.00126320827376601
"MEblack","Fen","CH4_Flux_AVE_2wk_before_coring",-0.105438609965265,0.399467303323958,0.548288455542688
"MEblue","Fen","CH4_Flux_AVE_2wk_before_coring",-0.387241593255132,0.00131732695460596,0.00825787046170898
"MEmagenta","Fen","CH4_Flux_AVE_2wk_before_coring",-0.0752039446412993,0.548414821694307,0.671758997536241
"MEbrown","Fen","CH4_Flux_AVE_2wk_before_coring",-0.159950499105025,0.199529266935695,0.332960010716331
"MEred","Fen","CH4_Flux_AVE_2wk_before_coring",-0.137823430738091,0.269781480003881,0.419660080006038
"MEgreen","Fen","CH4_Flux_AVE_2wk_before_coring",-0.0817439702972003,0.514081303281773,0.64270098868193
"MEpink","Fen","CH4_Flux_AVE_2wk_before_coring",-0.238158467056329,0.0541483592447394,0.132608226721811
"MEyellow","Fen","CH4_Flux_AVE_2wk_before_coring",-0.400569006006047,0.000859791581177153,0.00564238225147507
"MEgrey","Fen","CH4_Flux_AVE_2wk_before_coring",-0.110069346780681,0.378967831769458,0.531440698975534
"MEgreenyellow","Fen","CH4_Flux_SE_2wk_before_coring",0.296435812917664,0.0156560788878015,0.0562013088280054
"MEpurple","Fen","CH4_Flux_SE_2wk_before_coring",0.368909732743305,0.00230319334705469,0.0131419774765483
"MEturquoise","Fen","CH4_Flux_SE_2wk_before_coring",0.416603400857342,0.000502425765125944,0.00360715933936575
"MEblack","Fen","CH4_Flux_SE_2wk_before_coring",-0.313680934407342,0.0103249503982941,0.0422056272662112
"MEblue","Fen","CH4_Flux_SE_2wk_before_coring",-0.379379300413455,0.00168058471688923,0.0101560515265249
"MEmagenta","Fen","CH4_Flux_SE_2wk_before_coring",-0.297909678328091,0.0151226911311033,0.0552306980440296
"MEbrown","Fen","CH4_Flux_SE_2wk_before_coring",0.16789673649864,0.177810932868116,0.304197929957673
"MEred","Fen","CH4_Flux_SE_2wk_before_coring",0.189742285796485,0.12702979128073,0.245622730729234
"MEgreen","Fen","CH4_Flux_SE_2wk_before_coring",-0.0459170890765013,0.714291949022169,0.807544060805683
"MEpink","Fen","CH4_Flux_SE_2wk_before_coring",-0.279276483052473,0.0231534821464731,0.0745596119533675
"MEyellow","Fen","CH4_Flux_SE_2wk_before_coring",-0.330538953171586,0.00671515347032745,0.0306561354080166
"MEgrey","Fen","CH4_Flux_SE_2wk_before_coring",-0.0836731533764347,0.504166345414434,0.633033976305119
"MEgreenyellow","Fen","d13CH4_AVE_3wk_before_coring",0.0287569105305945,0.818708902846037,0.874956079377444
"MEpurple","Fen","d13CH4_AVE_3wk_before_coring",-0.151737314437686,0.223899735414053,0.362381074658583
"MEturquoise","Fen","d13CH4_AVE_3wk_before_coring",-0.121703258806095,0.330326971992532,0.484248964177534
"MEblack","Fen","d13CH4_AVE_3wk_before_coring",0.368729842091043,0.00231549126967755,0.0131419774765483
"MEblue","Fen","d13CH4_AVE_3wk_before_coring",0.256093244144252,0.0379393721297405,0.103808054035772
"MEmagenta","Fen","d13CH4_AVE_3wk_before_coring",0.338682264901533,0.00540889773914483,0.0265700239817641
"MEbrown","Fen","d13CH4_AVE_3wk_before_coring",-0.397528615592568,0.000949168395832535,0.00612828101611223
"MEred","Fen","d13CH4_AVE_3wk_before_coring",-0.248155104799146,0.044532143995584,0.115877268633513
"MEgreen","Fen","d13CH4_AVE_3wk_before_coring",-0.225009134027705,0.069305029226338,0.155243265466997
"MEpink","Fen","d13CH4_AVE_3wk_before_coring",0.1655562989006,0.184020921060267,0.312910068199644
"MEyellow","Fen","d13CH4_AVE_3wk_before_coring",0.0527930082337795,0.673761266978735,0.775286937345393
"MEgrey","Fen","d13CH4_AVE_3wk_before_coring",0.247518223165678,0.0450996373235325,0.116565216466976
"MEgreenyellow","Fen","d13CH4_SE_3wk_before_coring",-0.0670852332380757,0.592516157525942,0.711534213292437
"MEpurple","Fen","d13CH4_SE_3wk_before_coring",-0.429460311352548,0.000320223926901439,0.00241388875271135
"MEturquoise","Fen","d13CH4_SE_3wk_before_coring",-0.358691823312644,0.00310203612766841,0.0165680372383015
"MEblack","Fen","d13CH4_SE_3wk_before_coring",0.115219551706026,0.356927018221389,0.508167280179604
"MEblue","Fen","d13CH4_SE_3wk_before_coring",0.33530685138656,0.00592035078437642,0.0280016256392441
"MEmagenta","Fen","d13CH4_SE_3wk_before_coring",0.147710681424272,0.236577473156783,0.378134044336396
"MEbrown","Fen","d13CH4_SE_3wk_before_coring",0.148990177311112,0.232496444513562,0.37341685160878
"MEred","Fen","d13CH4_SE_3wk_before_coring",0.204138985925919,0.100153573494354,0.204196606153537
"MEgreen","Fen","d13CH4_SE_3wk_before_coring",-0.0101452040974473,0.935563383639186,0.953916016037467
"MEpink","Fen","d13CH4_SE_3wk_before_coring",0.212016644719078,0.0874491316474011,0.184166762295909
"MEyellow","Fen","d13CH4_SE_3wk_before_coring",0.240603421313815,0.0516528698774906,0.129132174693727
"MEgrey","Fen","d13CH4_SE_3wk_before_coring",0.128870051632154,0.302423867876464,0.451397338807044
"MEgreenyellow","Fen","CH4_Flux_AVE_3wk_before_coring",0.182828085986753,0.141740753168777,0.266358462330587
"MEpurple","Fen","CH4_Flux_AVE_3wk_before_coring",0.498205667412638,2.0737937339037e-05,0.000209877920057724
"MEturquoise","Fen","CH4_Flux_AVE_3wk_before_coring",0.45459795789057,0.000125839547018425,0.000997219051844119
"MEblack","Fen","CH4_Flux_AVE_3wk_before_coring",-0.0548838939971205,0.661611182649076,0.767615184288983
"MEblue","Fen","CH4_Flux_AVE_3wk_before_coring",-0.377963320901768,0.00175482863518547,0.0105289718111128
"MEmagenta","Fen","CH4_Flux_AVE_3wk_before_coring",-0.0606773225192075,0.628405230613256,0.743465343260753
"MEbrown","Fen","CH4_Flux_AVE_3wk_before_coring",-0.276422282033869,0.0246572787706989,0.0778650908548387
"MEred","Fen","CH4_Flux_AVE_3wk_before_coring",-0.274054472474312,0.0259667336284155,0.0804872924275609
"MEgreen","Fen","CH4_Flux_AVE_3wk_before_coring",-0.0817285812192325,0.514160790945544,0.64270098868193
"MEpink","Fen","CH4_Flux_AVE_3wk_before_coring",-0.237948176083875,0.0543675066060032,0.132757864968147
"MEyellow","Fen","CH4_Flux_AVE_3wk_before_coring",-0.34433854142956,0.00463874419798028,0.0231937209899014
"MEgrey","Fen","CH4_Flux_AVE_3wk_before_coring",-0.0786604833285695,0.530131830038442,0.655833191800135
"MEgreenyellow","Fen","CH4_Flux_SE_3wk_before_coring",0.226188440641224,0.0678200896236299,0.153904310177797
"MEpurple","Fen","CH4_Flux_SE_3wk_before_coring",0.508380254946535,1.312912750256e-05,0.000153173154196533
"MEturquoise","Fen","CH4_Flux_SE_3wk_before_coring",0.488432324592314,3.17398281695873e-05,0.000298405329533603
"MEblack","Fen","CH4_Flux_SE_3wk_before_coring",-0.210130292526109,0.0903691295826885,0.187896210023412
"MEblue","Fen","CH4_Flux_SE_3wk_before_coring",-0.3818921273266,0.00155574427261291,0.00953886999266312
"MEmagenta","Fen","CH4_Flux_SE_3wk_before_coring",-0.259490323342264,0.0353769272163691,0.0990553962058335
"MEbrown","Fen","CH4_Flux_SE_3wk_before_coring",-0.107910460287453,0.388445003109148,0.540221527502789
"MEred","Fen","CH4_Flux_SE_3wk_before_coring",-0.104600669378604,0.403245070425815,0.550773754727943
"MEgreen","Fen","CH4_Flux_SE_3wk_before_coring",-0.070584967866889,0.573311111988928,0.692922782835538
"MEpink","Fen","CH4_Flux_SE_3wk_before_coring",-0.296856896826017,0.0155020659477955,0.0558872763783185
"MEyellow","Fen","CH4_Flux_SE_3wk_before_coring",-0.258411951195103,0.0361742501512692,0.100754116150922
"MEgrey","Fen","CH4_Flux_SE_3wk_before_coring",-0.00901026963533011,0.942758998837496,0.959264293987634
"MEgreenyellow","Fen","d13CH4_AVE_4wk_before_coring",0.0893289004683026,0.47567662576272,0.606473603531089
"MEpurple","Fen","d13CH4_AVE_4wk_before_coring",-0.0532641170586333,0.671016265041974,0.773187465891987
"MEturquoise","Fen","d13CH4_AVE_4wk_before_coring",-0.0229480419096584,0.854882171183893,0.894272756904695
"MEblack","Fen","d13CH4_AVE_4wk_before_coring",0.404378610159226,0.000758581848258455,0.00513878026239598
"MEblue","Fen","d13CH4_AVE_4wk_before_coring",0.199544179462604,0.108201150719562,0.219538566677373
"MEmagenta","Fen","d13CH4_AVE_4wk_before_coring",0.367312778439878,0.00241443746525537,0.0136115937638558
"MEbrown","Fen","d13CH4_AVE_4wk_before_coring",-0.473263828934814,5.9919150852359e-05,0.000529811439115595
"MEred","Fen","d13CH4_AVE_4wk_before_coring",-0.309213839443521,0.0115267219262076,0.0454740111907975
"MEgreen","Fen","d13CH4_AVE_4wk_before_coring",-0.268613910563893,0.0291992754411973,0.0891905140749299
"MEpink","Fen","d13CH4_AVE_4wk_before_coring",0.131826594613105,0.291372784726149,0.440121023996522
"MEyellow","Fen","d13CH4_AVE_4wk_before_coring",-0.0267551419144071,0.831135931176695,0.883739471124587
"MEgrey","Fen","d13CH4_AVE_4wk_before_coring",0.269447503164062,0.0286830970855447,0.0884716929075493
"MEgreenyellow","Fen","d13CH4_SE_4wk_before_coring",-0.0518530424105098,0.67925081195794,0.777344253466852
"MEpurple","Fen","d13CH4_SE_4wk_before_coring",-0.429203821203247,0.000323171199417713,0.00241388875271135
"MEturquoise","Fen","d13CH4_SE_4wk_before_coring",-0.358964745182225,0.00307784368588998,0.0165680372383015
"MEblack","Fen","d13CH4_SE_4wk_before_coring",0.178658878216614,0.151208512457761,0.274330778541078
"MEblue","Fen","d13CH4_SE_4wk_before_coring",0.359497150825521,0.00303113287187821,0.0164267845959852
"MEmagenta","Fen","d13CH4_SE_4wk_before_coring",0.228464846142543,0.0650260261124939,0.150060060259601
"MEbrown","Fen","d13CH4_SE_4wk_before_coring",0.0898316184963551,0.473186704433451,0.604987567312175
"MEred","Fen","d13CH4_SE_4wk_before_coring",0.159304234887428,0.20137532394638,0.332982819123935
"MEgreen","Fen","d13CH4_SE_4wk_before_coring",-0.0328906991408489,0.793189745391142,0.859715336940077
"MEpink","Fen","d13CH4_SE_4wk_before_coring",0.248126428691128,0.0445575687721722,0.115877268633513
"MEyellow","Fen","d13CH4_SE_4wk_before_coring",0.207873320458006,0.0939628635565368,0.193928268765334
"MEgrey","Fen","d13CH4_SE_4wk_before_coring",0.134678768311433,0.280966216482828,0.434643870802165
"MEgreenyellow","Fen","CH4_Flux_AVE_4wk_before_coring",0.193310557380944,0.119906751520342,0.23811269805458
"MEpurple","Fen","CH4_Flux_AVE_4wk_before_coring",0.527135028522709,5.43480844159041e-06,7.13318607958741e-05
"MEturquoise","Fen","CH4_Flux_AVE_4wk_before_coring",0.488262340323234,3.19719995928861e-05,0.000298405329533603
"MEblack","Fen","CH4_Flux_AVE_4wk_before_coring",-0.101948333160936,0.41533978208419,0.558216667121152
"MEblue","Fen","CH4_Flux_AVE_4wk_before_coring",-0.434010714314084,0.000271855711066623,0.00209503483757765
"MEmagenta","Fen","CH4_Flux_AVE_4wk_before_coring",-0.112697797886821,0.367618788334514,0.520741622598637
"MEbrown","Fen","CH4_Flux_AVE_4wk_before_coring",-0.247824492396007,0.0448259975639692,0.11621554923992
"MEred","Fen","CH4_Flux_AVE_4wk_before_coring",-0.25311224506461,0.0403131707474658,0.107844151044176
"MEgreen","Fen","CH4_Flux_AVE_4wk_before_coring",-0.0751516385611059,0.548693806419754,0.671758997536241
"MEpink","Fen","CH4_Flux_AVE_4wk_before_coring",-0.289823759196395,0.0182523776093175,0.062579580374803
"MEyellow","Fen","CH4_Flux_AVE_4wk_before_coring",-0.354424818991235,0.00350291690843485,0.0178330315338501
"MEgrey","Fen","CH4_Flux_AVE_4wk_before_coring",-0.0876545176442101,0.484020062082406,0.615093573599427
"MEgreenyellow","Fen","CH4_Flux_SE_4wk_before_coring",0.104847458629493,0.402130282223212,0.550145662976382
"MEpurple","Fen","CH4_Flux_SE_4wk_before_coring",0.507529484151315,1.36483574302136e-05,0.000157049592347663
"MEturquoise","Fen","CH4_Flux_SE_4wk_before_coring",0.432776965938841,0.000284261914868442,0.00217072734990447
"MEblack","Fen","CH4_Flux_SE_4wk_before_coring",-0.0041753207765006,0.97345728946469,0.978918058396954
"MEblue","Fen","CH4_Flux_SE_4wk_before_coring",-0.337813132011759,0.00553672316067632,0.0267666529639399
"MEmagenta","Fen","CH4_Flux_SE_4wk_before_coring",-0.0918153107658596,0.463430315200501,0.599817357116211
"MEbrown","Fen","CH4_Flux_SE_4wk_before_coring",-0.369638736660155,0.00225395191968684,0.0130111884927006
"MEred","Fen","CH4_Flux_SE_4wk_before_coring",-0.370265807385065,0.00221235127875072,0.0129053824593792
"MEgreen","Fen","CH4_Flux_SE_4wk_before_coring",-0.101580376258169,0.417034040479788,0.558947020421456
"MEpink","Fen","CH4_Flux_SE_4wk_before_coring",-0.23731933604363,0.0550271435907993,0.133659858146427
"MEyellow","Fen","CH4_Flux_SE_4wk_before_coring",-0.267363320264719,0.0299882890204606,0.090287321782032
"MEgrey","Fen","CH4_Flux_SE_4wk_before_coring",-0.0223264473761406,0.85877208107816,0.897224562320466
"MEgreenyellow","Fen","alphaC",0.200743028027963,0.106054789294485,0.215704656192172
"MEpurple","Fen","alphaC",0.238941644325072,0.0533385210871832,0.131807010154768
"MEturquoise","Fen","alphaC",0.262283244940336,0.0333797204250889,0.0940904871042774
"MEblack","Fen","alphaC",-0.319615124745962,0.00889775565660278,0.0383287935976735
"MEblue","Fen","alphaC",-0.307717949096325,0.0119553735618725,0.0460665770273986
"MEmagenta","Fen","alphaC",-0.282772821551207,0.0214179808666242,0.0702777497186105
"MEbrown","Fen","alphaC",0.0378079932521823,0.763115067057911,0.833571724744662
"MEred","Fen","alphaC",0.174598613141876,0.160873374100637,0.287518370733054
"MEgreen","Fen","alphaC",0.0870910248369813,0.486845267213496,0.617749281660629
"MEpink","Fen","alphaC",-0.159863874904526,0.199776006429798,0.332960010716331
"MEyellow","Fen","alphaC",-0.171843761844817,0.167685546759174,0.294677529869679
"MEgrey","Fen","alphaC",-0.0409806007592698,0.743891678489721,0.829839322618016
"MEgreenyellow","Fen","CH4_CO2_porewater_percent",-0.0583170599712495,0.641849776546803,0.749866220165945
"MEpurple","Fen","CH4_CO2_porewater_percent",0.112168291176951,0.369888288560711,0.523074347459591
"MEturquoise","Fen","CH4_CO2_porewater_percent",-0.0761752977189482,0.543246385895749,0.669068794888203
"MEblack","Fen","CH4_CO2_porewater_percent",0.189261413088425,0.128013792780286,0.246273142763395
"MEblue","Fen","CH4_CO2_porewater_percent",-0.0300608306506187,0.810637783304487,0.869518361319616
"MEmagenta","Fen","CH4_CO2_porewater_percent",-0.00542717360847671,0.965503486656205,0.974787174027899
"MEbrown","Fen","CH4_CO2_porewater_percent",-0.181165691296092,0.145461080379833,0.269135038588237
"MEred","Fen","CH4_CO2_porewater_percent",-0.229867703924827,0.063350835000007,0.147001937569077
"MEgreen","Fen","CH4_CO2_porewater_percent",-0.177120701570197,0.154817772523439,0.279192693175152
"MEpink","Fen","CH4_CO2_porewater_percent",0.140658170029438,0.25995808081303,0.405129476591735
"MEyellow","Fen","CH4_CO2_porewater_percent",-0.0440512897792682,0.72543294091516,0.815747885366445
"MEgrey","Fen","CH4_CO2_porewater_percent",-0.137621444252065,0.270490799077335,0.419985713909356
"MEgreenyellow","Fen","CH4_CO2_porewater_ratio",-0.0380069957819364,0.761904936923138,0.833571724744662
"MEpurple","Fen","CH4_CO2_porewater_ratio",-0.164411333963838,0.18711538341525,0.316251352251127
"MEturquoise","Fen","CH4_CO2_porewater_ratio",-0.0541405629971942,0.665920902334285,0.770486994436363
"MEblack","Fen","CH4_CO2_porewater_ratio",-0.23525445767644,0.0572390960677511,0.136395469281765
"MEblue","Fen","CH4_CO2_porewater_ratio",-0.0299132259652402,0.811550470564975,0.869518361319616
"MEmagenta","Fen","CH4_CO2_porewater_ratio",-0.119972264499482,0.337302773302813,0.490692740329613
"MEbrown","Fen","CH4_CO2_porewater_ratio",0.290171853913753,0.0181070526244346,0.0624042758971134
"MEred","Fen","CH4_CO2_porewater_ratio",0.287318812299875,0.0193278552127348,0.0652024031272983
"MEgreen","Fen","CH4_CO2_porewater_ratio",0.267953064966234,0.0296140103528298,0.0901295967260037
"MEpink","Fen","CH4_CO2_porewater_ratio",0.0344322210478765,0.783726998367285,0.851656764073117
"MEyellow","Fen","CH4_CO2_porewater_ratio",0.212496728225839,0.086717976296305,0.183947222446708
"MEgrey","Fen","CH4_CO2_porewater_ratio",0.0546535877411226,0.662945301276119,0.768102142168193
"MEgreenyellow","Fen","WTD",0.0124972307011954,0.920668262297444,0.943493063281328
"MEpurple","Fen","WTD",-0.256628144073161,0.0375259589591923,0.103012436358567
"MEturquoise","Fen","WTD",-0.235181481089402,0.0573185722100749,0.136395469281765
"MEblack","Fen","WTD",0.190101121728796,0.126299263683149,0.245014737861074
"MEblue","Fen","WTD",0.176969240438739,0.15517659432713,0.279192693175152
"MEmagenta","Fen","WTD",0.250744537999014,0.0422850699112419,0.112403350396972
"MEbrown","Fen","WTD",0.0799477453767247,0.523401125211462,0.65231000768194
"MEred","Fen","WTD",0.0401749776378582,0.748758874543475,0.830855290114291
"MEgreen","Fen","WTD",-0.0753702123320888,0.54752845495325,0.671758997536241
"MEpink","Fen","WTD",0.0993169160476657,0.427543303579184,0.565569094498448
"MEyellow","Fen","WTD",0.279077965871989,0.0232554980140265,0.0745596119533675
"MEgrey","Fen","WTD",-0.0127579987271069,0.919018425591307,0.943493063281328
"MEgreenyellow","Fen","ALD",NA,NA,NA
"MEpurple","Fen","ALD",NA,NA,NA
"MEturquoise","Fen","ALD",NA,NA,NA
"MEblack","Fen","ALD",NA,NA,NA
"MEblue","Fen","ALD",NA,NA,NA
"MEmagenta","Fen","ALD",NA,NA,NA
"MEbrown","Fen","ALD",NA,NA,NA
"MEred","Fen","ALD",NA,NA,NA
"MEgreen","Fen","ALD",NA,NA,NA
"MEpink","Fen","ALD",NA,NA,NA
"MEyellow","Fen","ALD",NA,NA,NA
"MEgrey","Fen","ALD",NA,NA,NA
"MEgreenyellow","Fen","Min_ALD",0.353615375137352,0.00358395597045015,0.018135680814326
"MEpurple","Fen","Min_ALD",0.428420119965838,0.000332330751841077,0.00242745940475222
"MEturquoise","Fen","Min_ALD",0.403536968775789,0.00077996314247102,0.00524135231740526
"MEblack","Fen","Min_ALD",-0.0384569845325601,0.759170664053573,0.833571724744662
"MEblue","Fen","Min_ALD",-0.11904653115708,0.341071077547548,0.492438631350466
"MEmagenta","Fen","Min_ALD",-0.0122025513051678,0.92253305164105,0.943830532959688
"MEbrown","Fen","Min_ALD",-0.0841321563191482,0.501821911313315,0.631033541172432
"MEred","Fen","Min_ALD",0.0905320141224031,0.469729407069064,0.601482777344533
"MEgreen","Fen","Min_ALD",-0.1713342900625,0.168968200194763,0.29631166631232
"MEpink","Fen","Min_ALD",-0.0633560344790574,0.613291436000296,0.729695192974856
"MEyellow","Fen","Min_ALD",-0.29174076226502,0.0174642676092047,0.0608713061897593
"MEgrey","Fen","Min_ALD",0.108868627840956,0.384221531484514,0.535233974207283
"MEgreenyellow","Fen","Min_PF_dist_from_sample",0.274469883292907,0.0257328459650166,0.080057743002274
"MEpurple","Fen","Min_PF_dist_from_sample",0.314855296479211,0.0100276927643498,0.0412904996179111
"MEturquoise","Fen","Min_PF_dist_from_sample",0.275982163069592,0.0248963590001428,0.0783256238206738
